peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	pvalue	fdr
chr1:923583-924083	ENSG00000235098	ANKRD65	chr1	923583	924083	1421768	-	497935	stromal	method2_cicero	0.32136476039886475	0.0	0.0
chr1:923583-924083	ENSG00000242485	MRPL20	chr1	923583	924083	1407292	-	483459	stromal	method2_cicero	0.27721908688545227	6.485857701720666e-37	1.889245566680705e-35
chr1:924573-925073	ENSG00000107404	DVL1	chr1	924573	925073	1349417	-	424594	stromal	method2_cicero	0.3277474343776703	0.0	0.0
chr1:924573-925073	ENSG00000131584	ACAP3	chr1	924573	925073	1309608	-	384785	stromal	method2_cicero	0.3170035779476166	0.0	0.0
chr1:924573-925073	ENSG00000162576	MXRA8	chr1	924573	925073	1361776	-	436953	stromal	method2_cicero	0.36204540729522705	0.0	0.0
chr1:924573-925073	ENSG00000169972	PUSL1	chr1	924573	925073	1308596	+	383773	stromal	method2_cicero	0.3170035779476166	0.0	0.0
chr1:924573-925073	ENSG00000186891	TNFRSF18	chr1	924573	925073	1206591	-	281768	stromal	method2_cicero	0.35558244585990906	0.0	0.0
chr1:924573-925073	ENSG00000187583	PLEKHN1	chr1	924573	925073	966481	+	41658	stromal	method2_cicero	0.35199397802352905	0.0	0.0
chr1:924573-925073	ENSG00000187608	ISG15	chr1	924573	925073	1001137	+	76314	stromal	method2_cicero	0.2589731216430664	2.5995660839091486e-32	5.934018204561133e-31
chr1:924573-925073	ENSG00000187634	SAMD11	chr1	924573	925073	923922	+	901	stromal	method2_cicero	1.0	0.0	0.0
chr1:924573-925073	ENSG00000187961	KLHL17	chr1	924573	925073	960583	+	35760	stromal	method2_cicero	0.2937984764575958	2.0641126379504555e-41	7.470910658670616e-40
chr1:924573-925073	ENSG00000188157	AGRN	chr1	924573	925073	1020119	+	95296	stromal	method2_cicero	0.27123314142227173	2.2989522701410905e-35	6.18436026833252e-34
chr1:924573-925073	ENSG00000188290	HES4	chr1	924573	925073	1000171	-	75348	stromal	method2_cicero	0.2589731216430664	2.5995660839091486e-32	5.934018204561133e-31
chr1:924573-925073	ENSG00000188976	NOC2L	chr1	924573	925073	959308	-	34485	stromal	method2_cicero	0.2937984764575958	2.0641126379504555e-41	7.470910658670616e-40
chr1:924573-925073	ENSG00000221978	CCNL2	chr1	924573	925073	1399334	-	474511	stromal	method2_cicero	0.2909969985485077	1.2476320747269576e-40	4.35303839112947e-39
chr1:925433-925933	ENSG00000107404	DVL1	chr1	925433	925933	1349417	-	423734	stromal	method2_cicero	0.37048205733299255	0.0	0.0
chr1:925433-925933	ENSG00000131584	ACAP3	chr1	925433	925933	1309608	-	383925	stromal	method2_cicero	0.29528722167015076	7.868290877183848e-42	2.9032942362960155e-40
chr1:925433-925933	ENSG00000162576	MXRA8	chr1	925433	925933	1361776	-	436093	stromal	method2_cicero	0.4588356018066406	0.0	0.0
chr1:925433-925933	ENSG00000169972	PUSL1	chr1	925433	925933	1308596	+	382913	stromal	method2_cicero	0.29528722167015076	7.868290877183848e-42	2.9032942362960155e-40
chr1:925433-925933	ENSG00000186891	TNFRSF18	chr1	925433	925933	1206591	-	280908	stromal	method2_cicero	0.3858870565891266	0.0	0.0
chr1:925433-925933	ENSG00000187583	PLEKHN1	chr1	925433	925933	966481	+	40798	stromal	method2_cicero	0.33918288350105286	0.0	0.0
chr1:925433-925933	ENSG00000187634	SAMD11	chr1	925433	925933	923922	+	1761	stromal	method2_cicero	1.0	0.0	0.0
chr1:925433-925933	ENSG00000187961	KLHL17	chr1	925433	925933	960583	+	34900	stromal	method2_cicero	0.26153281331062317	6.175139984518258e-33	1.4589652837208225e-31
chr1:925433-925933	ENSG00000188157	AGRN	chr1	925433	925933	1020119	+	94436	stromal	method2_cicero	0.2513439655303955	1.715936060053516e-30	3.531795609847833e-29
chr1:925433-925933	ENSG00000188976	NOC2L	chr1	925433	925933	959308	-	33625	stromal	method2_cicero	0.26153281331062317	6.175139984518258e-33	1.4589652837208225e-31
chr1:925433-925933	ENSG00000221978	CCNL2	chr1	925433	925933	1399334	-	473651	stromal	method2_cicero	0.26817256212234497	1.3767042009888933e-34	3.5552977250833785e-33
chr1:926253-926753	ENSG00000131584	ACAP3	chr1	926253	926753	1309608	-	383105	stromal	method2_cicero	0.2631431519985199	2.479442316198619e-33	5.985479701548042e-32
chr1:926253-926753	ENSG00000169972	PUSL1	chr1	926253	926753	1308596	+	382093	stromal	method2_cicero	0.2631431519985199	2.479442316198619e-33	5.985479701548042e-32
chr1:926253-926753	ENSG00000186891	TNFRSF18	chr1	926253	926753	1206591	-	280088	stromal	method2_cicero	0.2584902048110962	3.403293301615801e-32	7.717411465549581e-31
chr1:926253-926753	ENSG00000221978	CCNL2	chr1	926253	926753	1399334	-	472831	stromal	method2_cicero	0.2617144286632538	5.573016513196557e-33	1.3199065354578124e-31
chr1:927201-927701	ENSG00000162576	MXRA8	chr1	927201	927701	1361776	-	434325	stromal	method2_cicero	0.2500738501548767	3.400206371165937e-30	6.878062777034198e-29
chr1:927201-927701	ENSG00000187634	SAMD11	chr1	927201	927701	923922	+	3529	stromal	method2_cicero	0.26191258430480957	4.9823669687648364e-33	1.1831838471181915e-31
chr1:927201-927701	ENSG00000187642	PERM1	chr1	927201	927701	982116	-	54665	stromal	method2_cicero	0.27928856015205383	1.8500242764406986e-37	5.538334746236996e-36
chr1:929617-930117	ENSG00000186827	TNFRSF4	chr1	929617	930117	1214152	-	284285	stromal	method2_cicero	0.259504497051239	1.9314352252425182e-32	4.440202334524872e-31
chr1:929617-930117	ENSG00000187642	PERM1	chr1	929617	930117	982116	-	52249	stromal	method2_cicero	0.2518240809440613	1.3237037818790477e-30	2.742260328219732e-29
chr1:938034-938534	ENSG00000107404	DVL1	chr1	938034	938534	1349417	-	411133	stromal	method2_cicero	0.2855868935585022	3.8036929593540694e-39	1.237014492314707e-37
chr1:938034-938534	ENSG00000131584	ACAP3	chr1	938034	938534	1309608	-	371324	stromal	method2_cicero	0.2635982930660248	1.913593131175356e-33	4.647809741982496e-32
chr1:938034-938534	ENSG00000162576	MXRA8	chr1	938034	938534	1361776	-	423492	stromal	method2_cicero	0.3212920129299164	0.0	0.0
chr1:938034-938534	ENSG00000169972	PUSL1	chr1	938034	938534	1308596	+	370312	stromal	method2_cicero	0.2635982930660248	1.913593131175356e-33	4.647809741982496e-32
chr1:938034-938534	ENSG00000186891	TNFRSF18	chr1	938034	938534	1206591	-	268307	stromal	method2_cicero	0.2709093689918518	2.781214181312948e-35	7.449942944998393e-34
chr1:938034-938534	ENSG00000187634	SAMD11	chr1	938034	938534	923922	+	14362	stromal	method2_cicero	0.30742478370666504	2.802596928649634e-45	1.2051166793193427e-43
chr1:938873-939373	ENSG00000107404	DVL1	chr1	938873	939373	1349417	-	410294	stromal	method2_cicero	0.33789893984794617	0.0	0.0
chr1:938873-939373	ENSG00000131584	ACAP3	chr1	938873	939373	1309608	-	370485	stromal	method2_cicero	0.26207831501960754	4.536390656876599e-33	1.0797016704816881e-31
chr1:938873-939373	ENSG00000162576	MXRA8	chr1	938873	939373	1361776	-	422653	stromal	method2_cicero	0.33834439516067505	0.0	0.0
chr1:938873-939373	ENSG00000169972	PUSL1	chr1	938873	939373	1308596	+	369473	stromal	method2_cicero	0.26207831501960754	4.536390656876599e-33	1.0797016704816881e-31
chr1:938873-939373	ENSG00000186891	TNFRSF18	chr1	938873	939373	1206591	-	267468	stromal	method2_cicero	0.3099463880062103	0.0	0.0
chr1:938873-939373	ENSG00000187583	PLEKHN1	chr1	938873	939373	966481	+	27358	stromal	method2_cicero	0.30365172028541565	3.0828566215145976e-44	1.2667738117496346e-42
chr1:938873-939373	ENSG00000187634	SAMD11	chr1	938873	939373	923922	+	15201	stromal	method2_cicero	0.3373287618160248	0.0	0.0
chr1:938873-939373	ENSG00000187961	KLHL17	chr1	938873	939373	960583	+	21460	stromal	method2_cicero	0.2581936717033386	4.014359933958557e-32	9.066527742581541e-31
chr1:938873-939373	ENSG00000188976	NOC2L	chr1	938873	939373	959308	-	20185	stromal	method2_cicero	0.2581936717033386	4.014359933958557e-32	9.066527742581541e-31
chr1:939468-939968	ENSG00000107404	DVL1	chr1	939468	939968	1349417	-	409699	stromal	method2_cicero	0.3005843758583069	2.4242463432819335e-43	9.580677600588774e-42
chr1:939468-939968	ENSG00000162576	MXRA8	chr1	939468	939968	1361776	-	422058	stromal	method2_cicero	0.36283597350120544	0.0	0.0
chr1:939468-939968	ENSG00000186891	TNFRSF18	chr1	939468	939968	1206591	-	266873	stromal	method2_cicero	0.3272097706794739	0.0	0.0
chr1:939468-939968	ENSG00000187634	SAMD11	chr1	939468	939968	923922	+	15796	stromal	method2_cicero	0.34803810715675354	0.0	0.0
chr1:940223-940723	ENSG00000078808	SDF4	chr1	940223	940723	1232030	-	291557	stromal	method2_cicero	0.2969399094581604	2.6792826637890502e-42	1.009873764284966e-40
chr1:940223-940723	ENSG00000107404	DVL1	chr1	940223	940723	1349417	-	408944	stromal	method2_cicero	0.39131203293800354	0.0	0.0
chr1:940223-940723	ENSG00000127054	INTS11	chr1	940223	940723	1324686	-	384213	stromal	method2_cicero	0.28941959142684937	3.4054355280021704e-40	1.1639772188738483e-38
chr1:940223-940723	ENSG00000131584	ACAP3	chr1	940223	940723	1309608	-	369135	stromal	method2_cicero	0.3763777017593384	0.0	0.0
chr1:940223-940723	ENSG00000131591	C1orf159	chr1	940223	940723	1116360	-	175887	stromal	method2_cicero	0.2883565425872803	6.6756737801662825e-40	2.25044119280403e-38
chr1:940223-940723	ENSG00000160087	UBE2J2	chr1	940223	940723	1273863	-	333390	stromal	method2_cicero	0.27145469188690186	2.0177597295253097e-35	5.443810765928979e-34
chr1:940223-940723	ENSG00000162576	MXRA8	chr1	940223	940723	1361776	-	421303	stromal	method2_cicero	0.5121796131134033	0.0	0.0
chr1:940223-940723	ENSG00000169972	PUSL1	chr1	940223	940723	1308596	+	368123	stromal	method2_cicero	0.3763777017593384	0.0	0.0
chr1:940223-940723	ENSG00000176022	B3GALT6	chr1	940223	940723	1232236	+	291763	stromal	method2_cicero	0.2969399094581604	2.6792826637890502e-42	1.009873764284966e-40
