peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	r	pvalue	fdr
chr1:1207948-1208448	ENSG00000187583	PLEKHN1	chr1	1207948	1208448	966481	+	241717	immune	method4_paired	0.5038	0.5038	0.0	0.0
chr1:1208789-1209289	ENSG00000186827	TNFRSF4	chr1	1208789	1209289	1214152	-	5113	immune	method4_paired	0.46321	0.46321	0.0	0.0
chr1:1208789-1209289	ENSG00000186891	TNFRSF18	chr1	1208789	1209289	1206591	-	2448	immune	method4_paired	0.54435647	0.54435647	0.0	0.0
chr1:1208789-1209289	ENSG00000187583	PLEKHN1	chr1	1208789	1209289	966481	+	242558	immune	method4_paired	0.59144026	0.59144026	0.0	0.0
chr1:1212804-1213304	ENSG00000186891	TNFRSF18	chr1	1212804	1213304	1206591	-	6463	immune	method4_paired	0.4645688	0.4645688	0.0	0.0
chr1:1212804-1213304	ENSG00000187583	PLEKHN1	chr1	1212804	1213304	966481	+	246573	immune	method4_paired	0.4607046	0.4607046	0.0	0.0
chr1:1213420-1213920	ENSG00000186891	TNFRSF18	chr1	1213420	1213920	1206591	-	7079	immune	method4_paired	0.5495402	0.5495402	0.0	0.0
chr1:1213420-1213920	ENSG00000187583	PLEKHN1	chr1	1213420	1213920	966481	+	247189	immune	method4_paired	0.5321644	0.5321644	0.0	0.0
chr1:1229028-1229528	ENSG00000186891	TNFRSF18	chr1	1229028	1229528	1206591	-	22687	immune	method4_paired	0.49124214	0.49124214	0.0	0.0
chr1:1330271-1330771	ENSG00000186891	TNFRSF18	chr1	1330271	1330771	1206591	-	123930	immune	method4_paired	0.5445017	0.5445017	0.0	0.0
chr1:1330271-1330771	ENSG00000187583	PLEKHN1	chr1	1330271	1330771	966481	+	364040	immune	method4_paired	0.5033098	0.5033098	0.0	0.0
chr1:1330962-1331462	ENSG00000186827	TNFRSF4	chr1	1330962	1331462	1214152	-	117060	immune	method4_paired	0.4917293	0.4917293	0.0	0.0
chr1:1330962-1331462	ENSG00000186891	TNFRSF18	chr1	1330962	1331462	1206591	-	124621	immune	method4_paired	0.5895235	0.5895235	0.0	0.0
chr1:1330962-1331462	ENSG00000187583	PLEKHN1	chr1	1330962	1331462	966481	+	364731	immune	method4_paired	0.53846	0.53846	0.0	0.0
chr1:1607066-1607566	ENSG00000008130	NADK	chr1	1607066	1607566	1780456	-	173140	immune	method4_paired	0.49954635	0.49954635	0.0	0.0
chr1:1607066-1607566	ENSG00000078369	GNB1	chr1	1607066	1607566	1892291	-	284975	immune	method4_paired	0.49998492	0.49998492	0.0	0.0
chr1:1629599-1630099	ENSG00000008130	NADK	chr1	1629599	1630099	1780456	-	150607	immune	method4_paired	-0.5208319	-0.5208319	0.0	0.0
chr1:1630237-1630737	ENSG00000008130	NADK	chr1	1630237	1630737	1780456	-	149969	immune	method4_paired	-0.5167156	-0.5167156	0.0	0.0
chr1:1630237-1630737	ENSG00000078369	GNB1	chr1	1630237	1630737	1892291	-	261804	immune	method4_paired	-0.47329697	-0.47329697	0.0	0.0
chr1:1857065-1857565	ENSG00000008130	NADK	chr1	1857065	1857565	1780456	-	76859	immune	method4_paired	0.45244145	0.45244145	0.0	0.0
chr1:1996173-1996673	ENSG00000008130	NADK	chr1	1996173	1996673	1780456	-	215967	immune	method4_paired	0.47951323	0.47951323	0.0	0.0
chr1:2049983-2050483	ENSG00000008130	NADK	chr1	2049983	2050483	1780456	-	269777	immune	method4_paired	-0.4533571	-0.4533571	0.0	0.0
chr1:2049983-2050483	ENSG00000078369	GNB1	chr1	2049983	2050483	1892291	-	157942	immune	method4_paired	-0.4957887	-0.4957887	0.0	0.0
chr1:2112368-2112868	ENSG00000008130	NADK	chr1	2112368	2112868	1780456	-	332162	immune	method4_paired	0.5641141	0.5641141	0.0	0.0
chr1:2112368-2112868	ENSG00000157873	TNFRSF14	chr1	2112368	2112868	2555638	+	443020	immune	method4_paired	0.47866336	0.47866336	0.0	0.0
chr1:2148609-2149109	ENSG00000008130	NADK	chr1	2148609	2149109	1780456	-	368403	immune	method4_paired	-0.4698716	-0.4698716	0.0	0.0
chr1:2151263-2151763	ENSG00000157873	TNFRSF14	chr1	2151263	2151763	2555638	+	404125	immune	method4_paired	0.46231434	0.46231434	0.0	0.0
chr1:2246630-2247130	ENSG00000078369	GNB1	chr1	2246630	2247130	1892291	-	354589	immune	method4_paired	0.4579968	0.4579968	0.0	0.0
chr1:2299120-2299620	ENSG00000078369	GNB1	chr1	2299120	2299620	1892291	-	407079	immune	method4_paired	0.45069677	0.45069677	0.0	0.0
chr1:2541505-2542005	ENSG00000157933	SKI	chr1	2541505	2542005	2227387	+	314368	immune	method4_paired	-0.55082136	-0.55082136	0.0	0.0
chr1:2555520-2556020	ENSG00000157873	TNFRSF14	chr1	2555520	2556020	2555638	+	132	immune	method4_paired	0.46153763	0.46153763	0.0	0.0
chr1:2575822-2576322	ENSG00000157873	TNFRSF14	chr1	2575822	2576322	2555638	+	20434	immune	method4_paired	0.461237	0.461237	0.0	0.0
chr1:2845768-2846268	ENSG00000157873	TNFRSF14	chr1	2845768	2846268	2555638	+	290380	immune	method4_paired	0.48311362	0.48311362	0.0	0.0
chr1:2847220-2847720	ENSG00000157873	TNFRSF14	chr1	2847220	2847720	2555638	+	291832	immune	method4_paired	0.49514762	0.49514762	0.0	0.0
chr1:3665981-3666481	ENSG00000078900	TP73	chr1	3665981	3666481	3652515	+	13716	immune	method4_paired	0.45566407	0.45566407	0.0	0.0
chr1:6056510-6057010	ENSG00000131697	NPHP4	chr1	6056510	6057010	5992472	-	64288	immune	method4_paired	0.46361503	0.46361503	0.0	0.0
chr1:6460276-6460776	ENSG00000215788	TNFRSF25	chr1	6460276	6460776	6466174	-	5648	immune	method4_paired	0.51282704	0.51282704	0.0	0.0
chr1:6498523-6499023	ENSG00000171680	PLEKHG5	chr1	6498523	6499023	6520073	-	21300	immune	method4_paired	0.54821455	0.54821455	0.0	0.0
chr1:6501805-6502305	ENSG00000171680	PLEKHG5	chr1	6501805	6502305	6520073	-	18018	immune	method4_paired	0.5742413	0.5742413	0.0	0.0
chr1:6502345-6502845	ENSG00000171680	PLEKHG5	chr1	6502345	6502845	6520073	-	17478	immune	method4_paired	0.6045457	0.6045457	0.0	0.0
chr1:6506960-6507460	ENSG00000171680	PLEKHG5	chr1	6506960	6507460	6520073	-	12863	immune	method4_paired	0.5187334	0.5187334	0.0	0.0
chr1:6509224-6509724	ENSG00000171680	PLEKHG5	chr1	6509224	6509724	6520073	-	10599	immune	method4_paired	0.5629799	0.5629799	0.0	0.0
chr1:6509957-6510457	ENSG00000171680	PLEKHG5	chr1	6509957	6510457	6520073	-	9866	immune	method4_paired	0.5081231	0.5081231	0.0	0.0
chr1:7648791-7649291	ENSG00000049246	PER3	chr1	7648791	7649291	7784290	+	135249	immune	method4_paired	0.54295063	0.54295063	0.0	0.0
chr1:7728777-7729277	ENSG00000049246	PER3	chr1	7728777	7729277	7784290	+	55263	immune	method4_paired	0.4638776	0.4638776	0.0	0.0
chr1:7770502-7771002	ENSG00000049246	PER3	chr1	7770502	7771002	7784290	+	13538	immune	method4_paired	0.4676517	0.4676517	0.0	0.0
chr1:7771012-7771512	ENSG00000049246	PER3	chr1	7771012	7771512	7784290	+	13028	immune	method4_paired	0.46121964	0.46121964	0.0	0.0
chr1:7771586-7772086	ENSG00000049246	PER3	chr1	7771586	7772086	7784290	+	12454	immune	method4_paired	0.46953842	0.46953842	0.0	0.0
chr1:7786762-7787262	ENSG00000049246	PER3	chr1	7786762	7787262	7784290	+	2722	immune	method4_paired	0.5013014	0.5013014	0.0	0.0
chr1:8047040-8047540	ENSG00000049246	PER3	chr1	8047040	8047540	7784290	+	263000	immune	method4_paired	0.48992273	0.48992273	0.0	0.0
chr1:8083678-8084178	ENSG00000049246	PER3	chr1	8083678	8084178	7784290	+	299638	immune	method4_paired	0.48194546	0.48194546	0.0	0.0
chr1:8104540-8105040	ENSG00000049246	PER3	chr1	8104540	8105040	7784290	+	320500	immune	method4_paired	0.4861498	0.4861498	0.0	0.0
chr1:8106722-8107222	ENSG00000049246	PER3	chr1	8106722	8107222	7784290	+	322682	immune	method4_paired	0.5825283	0.5825283	0.0	0.0
chr1:8120946-8121446	ENSG00000049246	PER3	chr1	8120946	8121446	7784290	+	336906	immune	method4_paired	0.49708214	0.49708214	0.0	0.0
chr1:8127044-8127544	ENSG00000049246	PER3	chr1	8127044	8127544	7784290	+	343004	immune	method4_paired	0.6408533	0.6408533	0.0	0.0
chr1:8211821-8212321	ENSG00000049246	PER3	chr1	8211821	8212321	7784290	+	427781	immune	method4_paired	0.54051256	0.54051256	0.0	0.0
chr1:8217251-8217751	ENSG00000049246	PER3	chr1	8217251	8217751	7784290	+	433211	immune	method4_paired	0.47620273	0.47620273	0.0	0.0
chr1:8218568-8219068	ENSG00000049246	PER3	chr1	8218568	8219068	7784290	+	434528	immune	method4_paired	0.5205351	0.5205351	0.0	0.0
chr1:8224931-8225431	ENSG00000049246	PER3	chr1	8224931	8225431	7784290	+	440891	immune	method4_paired	0.4698428	0.4698428	0.0	0.0
chr1:8282027-8282527	ENSG00000049246	PER3	chr1	8282027	8282527	7784290	+	497987	immune	method4_paired	0.57744765	0.57744765	0.0	0.0
chr1:8283162-8283662	ENSG00000049246	PER3	chr1	8283162	8283662	7784290	+	499122	immune	method4_paired	0.56334156	0.56334156	0.0	0.0
chr1:8438822-8439322	ENSG00000142599	RERE	chr1	8438822	8439322	8848920	-	409848	immune	method4_paired	0.49359322	0.49359322	0.0	0.0
chr1:8822556-8823056	ENSG00000074800	ENO1	chr1	8822556	8823056	8879189	-	56383	immune	method4_paired	0.47952566	0.47952566	0.0	0.0
chr1:9074995-9075495	ENSG00000142599	RERE	chr1	9074995	9075495	8848920	-	226325	immune	method4_paired	0.48355842	0.48355842	0.0	0.0
chr1:9083211-9083711	ENSG00000142599	RERE	chr1	9083211	9083711	8848920	-	234541	immune	method4_paired	0.46075377	0.46075377	0.0	0.0
chr1:9162756-9163256	ENSG00000142583	SLC2A5	chr1	9162756	9163256	9088477	-	74529	immune	method4_paired	0.4606207	0.4606207	0.0	0.0
chr1:9162756-9163256	ENSG00000171608	PIK3CD	chr1	9162756	9163256	9629888	+	466882	immune	method4_paired	-0.6840768	-0.6840768	0.0	0.0
chr1:9163889-9164389	ENSG00000142583	SLC2A5	chr1	9163889	9164389	9088477	-	75662	immune	method4_paired	0.47706166	0.47706166	0.0	0.0
chr1:9163889-9164389	ENSG00000171608	PIK3CD	chr1	9163889	9164389	9629888	+	465749	immune	method4_paired	-0.4795491	-0.4795491	0.0	0.0
chr1:9179661-9180161	ENSG00000142599	RERE	chr1	9179661	9180161	8848920	-	330991	immune	method4_paired	0.4589842	0.4589842	0.0	0.0
chr1:9233272-9233772	ENSG00000074800	ENO1	chr1	9233272	9233772	8879189	-	354333	immune	method4_paired	0.46843252	0.46843252	0.0	0.0
chr1:9275485-9275985	ENSG00000171608	PIK3CD	chr1	9275485	9275985	9629888	+	354153	immune	method4_paired	-0.53765315	-0.53765315	0.0	0.0
chr1:9373409-9373909	ENSG00000074800	ENO1	chr1	9373409	9373909	8879189	-	494470	immune	method4_paired	0.45103756	0.45103756	0.0	0.0
chr1:9628942-9629442	ENSG00000171608	PIK3CD	chr1	9628942	9629442	9629888	+	696	immune	method4_paired	0.47849658	0.47849658	0.0	0.0
chr1:9629628-9630128	ENSG00000171608	PIK3CD	chr1	9629628	9630128	9629888	+	10	immune	method4_paired	0.57173926	0.57173926	0.0	0.0
chr1:9644654-9645154	ENSG00000173614	NMNAT1	chr1	9644654	9645154	9943427	+	298523	immune	method4_paired	0.4674692	0.4674692	0.0	0.0
chr1:9651498-9651998	ENSG00000171608	PIK3CD	chr1	9651498	9651998	9629888	+	21860	immune	method4_paired	0.5480938	0.5480938	0.0	0.0
chr1:9652264-9652764	ENSG00000171608	PIK3CD	chr1	9652264	9652764	9629888	+	22626	immune	method4_paired	0.5910138	0.5910138	0.0	0.0
chr1:9737070-9737570	ENSG00000054523	KIF1B	chr1	9737070	9737570	10210569	+	473249	immune	method4_paired	0.47716752	0.47716752	0.0	0.0
chr1:9845906-9846406	ENSG00000054523	KIF1B	chr1	9845906	9846406	10210569	+	364413	immune	method4_paired	0.495393	0.495393	0.0	0.0
chr1:9892509-9893009	ENSG00000054523	KIF1B	chr1	9892509	9893009	10210569	+	317810	immune	method4_paired	0.48350462	0.48350462	0.0	0.0
chr1:9893106-9893606	ENSG00000054523	KIF1B	chr1	9893106	9893606	10210569	+	317213	immune	method4_paired	0.637649	0.637649	0.0	0.0
chr1:9900296-9900796	ENSG00000054523	KIF1B	chr1	9900296	9900796	10210569	+	310023	immune	method4_paired	0.6898713	0.6898713	0.0	0.0
chr1:9900296-9900796	ENSG00000142657	PGD	chr1	9900296	9900796	10398591	+	498045	immune	method4_paired	0.5985832	0.5985832	0.0	0.0
chr1:9900296-9900796	ENSG00000173614	NMNAT1	chr1	9900296	9900796	9943427	+	42881	immune	method4_paired	0.47776288	0.47776288	0.0	0.0
chr1:9901004-9901504	ENSG00000054523	KIF1B	chr1	9901004	9901504	10210569	+	309315	immune	method4_paired	0.46408242	0.46408242	0.0	0.0
chr1:9950244-9950744	ENSG00000054523	KIF1B	chr1	9950244	9950744	10210569	+	260075	immune	method4_paired	0.49147588	0.49147588	0.0	0.0
chr1:9950817-9951317	ENSG00000054523	KIF1B	chr1	9950817	9951317	10210569	+	259502	immune	method4_paired	0.5467362	0.5467362	0.0	0.0
chr1:9950817-9951317	ENSG00000142657	PGD	chr1	9950817	9951317	10398591	+	447524	immune	method4_paired	0.47030148	0.47030148	0.0	0.0
chr1:9990907-9991407	ENSG00000054523	KIF1B	chr1	9990907	9991407	10210569	+	219412	immune	method4_paired	0.6273346	0.6273346	0.0	0.0
chr1:9990907-9991407	ENSG00000142657	PGD	chr1	9990907	9991407	10398591	+	407434	immune	method4_paired	0.56969243	0.56969243	0.0	0.0
chr1:9990907-9991407	ENSG00000173614	NMNAT1	chr1	9990907	9991407	9943427	+	47730	immune	method4_paired	0.46335253	0.46335253	0.0	0.0
chr1:9997543-9998043	ENSG00000054523	KIF1B	chr1	9997543	9998043	10210569	+	212776	immune	method4_paired	0.45348385	0.45348385	0.0	0.0
chr1:9997543-9998043	ENSG00000142657	PGD	chr1	9997543	9998043	10398591	+	400798	immune	method4_paired	0.4814128	0.4814128	0.0	0.0
chr1:10018887-10019387	ENSG00000171608	PIK3CD	chr1	10018887	10019387	9629888	+	389249	immune	method4_paired	-0.51098275	-0.51098275	0.0	0.0
chr1:10055640-10056140	ENSG00000054523	KIF1B	chr1	10055640	10056140	10210569	+	154679	immune	method4_paired	0.4640819	0.4640819	0.0	0.0
chr1:10066917-10067417	ENSG00000054523	KIF1B	chr1	10066917	10067417	10210569	+	143402	immune	method4_paired	0.51425314	0.51425314	0.0	0.0
chr1:10066917-10067417	ENSG00000142657	PGD	chr1	10066917	10067417	10398591	+	331424	immune	method4_paired	0.4782734	0.4782734	0.0	0.0
chr1:10208510-10209010	ENSG00000054523	KIF1B	chr1	10208510	10209010	10210569	+	1809	immune	method4_paired	0.63968384	0.63968384	0.0	0.0
chr1:10208510-10209010	ENSG00000142657	PGD	chr1	10208510	10209010	10398591	+	189831	immune	method4_paired	0.5608141	0.5608141	0.0	0.0
chr1:10209649-10210149	ENSG00000054523	KIF1B	chr1	10209649	10210149	10210569	+	670	immune	method4_paired	0.6386492	0.6386492	0.0	0.0
chr1:10209649-10210149	ENSG00000142657	PGD	chr1	10209649	10210149	10398591	+	188692	immune	method4_paired	0.5711783	0.5711783	0.0	0.0
chr1:10211298-10211798	ENSG00000054523	KIF1B	chr1	10211298	10211798	10210569	+	979	immune	method4_paired	0.5304151	0.5304151	0.0	0.0
chr1:10211298-10211798	ENSG00000142657	PGD	chr1	10211298	10211798	10398591	+	187043	immune	method4_paired	0.48112342	0.48112342	0.0	0.0
chr1:10251620-10252120	ENSG00000054523	KIF1B	chr1	10251620	10252120	10210569	+	41301	immune	method4_paired	0.662623	0.662623	0.0	0.0
chr1:10251620-10252120	ENSG00000142657	PGD	chr1	10251620	10252120	10398591	+	146721	immune	method4_paired	0.5602158	0.5602158	0.0	0.0
chr1:10251620-10252120	ENSG00000173614	NMNAT1	chr1	10251620	10252120	9943427	+	308443	immune	method4_paired	0.4629262	0.4629262	0.0	0.0
chr1:10252265-10252765	ENSG00000054523	KIF1B	chr1	10252265	10252765	10210569	+	41946	immune	method4_paired	0.5008533	0.5008533	0.0	0.0
chr1:10252265-10252765	ENSG00000142657	PGD	chr1	10252265	10252765	10398591	+	146076	immune	method4_paired	0.50671333	0.50671333	0.0	0.0
chr1:10253640-10254140	ENSG00000054523	KIF1B	chr1	10253640	10254140	10210569	+	43321	immune	method4_paired	0.6869177	0.6869177	0.0	0.0
chr1:10253640-10254140	ENSG00000142657	PGD	chr1	10253640	10254140	10398591	+	144701	immune	method4_paired	0.58988976	0.58988976	0.0	0.0
chr1:10253640-10254140	ENSG00000173614	NMNAT1	chr1	10253640	10254140	9943427	+	310463	immune	method4_paired	0.5142691	0.5142691	0.0	0.0
chr1:10377368-10377868	ENSG00000054523	KIF1B	chr1	10377368	10377868	10210569	+	167049	immune	method4_paired	0.64229566	0.64229566	0.0	0.0
chr1:10377368-10377868	ENSG00000142657	PGD	chr1	10377368	10377868	10398591	+	20973	immune	method4_paired	0.5893387	0.5893387	0.0	0.0
chr1:10378361-10378861	ENSG00000054523	KIF1B	chr1	10378361	10378861	10210569	+	168042	immune	method4_paired	0.6258767	0.6258767	0.0	0.0
chr1:10378361-10378861	ENSG00000142657	PGD	chr1	10378361	10378861	10398591	+	19980	immune	method4_paired	0.5874688	0.5874688	0.0	0.0
chr1:10380076-10380576	ENSG00000054523	KIF1B	chr1	10380076	10380576	10210569	+	169757	immune	method4_paired	0.48764214	0.48764214	0.0	0.0
chr1:10380076-10380576	ENSG00000142657	PGD	chr1	10380076	10380576	10398591	+	18265	immune	method4_paired	0.47730947	0.47730947	0.0	0.0
chr1:10387991-10388491	ENSG00000054523	KIF1B	chr1	10387991	10388491	10210569	+	177672	immune	method4_paired	0.6438845	0.6438845	0.0	0.0
chr1:10387991-10388491	ENSG00000142657	PGD	chr1	10387991	10388491	10398591	+	10350	immune	method4_paired	0.64419305	0.64419305	0.0	0.0
chr1:10400399-10400899	ENSG00000054523	KIF1B	chr1	10400399	10400899	10210569	+	190080	immune	method4_paired	0.59334695	0.59334695	0.0	0.0
chr1:10400399-10400899	ENSG00000142657	PGD	chr1	10400399	10400899	10398591	+	2058	immune	method4_paired	0.5621114	0.5621114	0.0	0.0
chr1:10414779-10415279	ENSG00000054523	KIF1B	chr1	10414779	10415279	10210569	+	204460	immune	method4_paired	0.5701819	0.5701819	0.0	0.0
chr1:10414779-10415279	ENSG00000142657	PGD	chr1	10414779	10415279	10398591	+	16438	immune	method4_paired	0.5701863	0.5701863	0.0	0.0
chr1:10415317-10415817	ENSG00000054523	KIF1B	chr1	10415317	10415817	10210569	+	204998	immune	method4_paired	0.6404725	0.6404725	0.0	0.0
chr1:10415317-10415817	ENSG00000142657	PGD	chr1	10415317	10415817	10398591	+	16976	immune	method4_paired	0.59895885	0.59895885	0.0	0.0
chr1:10510802-10511302	ENSG00000054523	KIF1B	chr1	10510802	10511302	10210569	+	300483	immune	method4_paired	-0.45069233	-0.45069233	0.0	0.0
chr1:10594605-10595105	ENSG00000116649	SRM	chr1	10594605	10595105	11060019	-	465164	immune	method4_paired	0.4639756	0.4639756	0.0	0.0
chr1:10939873-10940373	ENSG00000116649	SRM	chr1	10939873	10940373	11060019	-	119896	immune	method4_paired	0.4739578	0.4739578	0.0	0.0
chr1:10964973-10965473	ENSG00000175262	C1orf127	chr1	10964973	10965473	10982075	-	16852	immune	method4_paired	0.50208586	0.50208586	0.0	0.0
chr1:10965586-10966086	ENSG00000175262	C1orf127	chr1	10965586	10966086	10982075	-	16239	immune	method4_paired	0.469114	0.469114	0.0	0.0
chr1:11053242-11053742	ENSG00000116649	SRM	chr1	11053242	11053742	11060019	-	6527	immune	method4_paired	0.4727608	0.4727608	0.0	0.0
chr1:11731917-11732417	ENSG00000028137	TNFRSF1B	chr1	11731917	11732417	12166990	+	434823	immune	method4_paired	0.479989	0.479989	0.0	0.0
chr1:11731917-11732417	ENSG00000177000	MTHFR	chr1	11731917	11732417	11806454	-	74287	immune	method4_paired	0.5056213	0.5056213	0.0	0.0
chr1:11783695-11784195	ENSG00000028137	TNFRSF1B	chr1	11783695	11784195	12166990	+	383045	immune	method4_paired	-0.4531775	-0.4531775	0.0	0.0
chr1:11789256-11789756	ENSG00000028137	TNFRSF1B	chr1	11789256	11789756	12166990	+	377484	immune	method4_paired	0.48919287	0.48919287	0.0	0.0
chr1:11789256-11789756	ENSG00000177000	MTHFR	chr1	11789256	11789756	11806454	-	16948	immune	method4_paired	0.46960863	0.46960863	0.0	0.0
chr1:11790799-11791299	ENSG00000011021	CLCN6	chr1	11790799	11791299	11806095	+	15046	immune	method4_paired	0.5396842	0.5396842	0.0	0.0
chr1:11790799-11791299	ENSG00000028137	TNFRSF1B	chr1	11790799	11791299	12166990	+	375941	immune	method4_paired	0.58517337	0.58517337	0.0	0.0
chr1:11790799-11791299	ENSG00000048707	VPS13D	chr1	11790799	11791299	12230029	+	438980	immune	method4_paired	0.47707602	0.47707602	0.0	0.0
chr1:11790799-11791299	ENSG00000083444	PLOD1	chr1	11790799	11791299	11934204	+	143155	immune	method4_paired	0.5298422	0.5298422	0.0	0.0
chr1:11790799-11791299	ENSG00000177000	MTHFR	chr1	11790799	11791299	11806454	-	15405	immune	method4_paired	0.61387557	0.61387557	0.0	0.0
chr1:11790799-11791299	ENSG00000177674	AGTRAP	chr1	11790799	11791299	11736083	+	54966	immune	method4_paired	0.50408536	0.50408536	0.0	0.0
chr1:11791367-11791867	ENSG00000028137	TNFRSF1B	chr1	11791367	11791867	12166990	+	375373	immune	method4_paired	0.46894014	0.46894014	0.0	0.0
chr1:11791367-11791867	ENSG00000177000	MTHFR	chr1	11791367	11791867	11806454	-	14837	immune	method4_paired	0.4601781	0.4601781	0.0	0.0
chr1:11802524-11803024	ENSG00000083444	PLOD1	chr1	11802524	11803024	11934204	+	131430	immune	method4_paired	0.45591378	0.45591378	0.0	0.0
chr1:11802524-11803024	ENSG00000177000	MTHFR	chr1	11802524	11803024	11806454	-	3680	immune	method4_paired	0.48055053	0.48055053	0.0	0.0
chr1:11814516-11815016	ENSG00000011021	CLCN6	chr1	11814516	11815016	11806095	+	8671	immune	method4_paired	0.47152734	0.47152734	0.0	0.0
chr1:11815020-11815520	ENSG00000011021	CLCN6	chr1	11815020	11815520	11806095	+	9175	immune	method4_paired	0.5208868	0.5208868	0.0	0.0
chr1:11960611-11961111	ENSG00000011021	CLCN6	chr1	11960611	11961111	11806095	+	154766	immune	method4_paired	0.4699203	0.4699203	0.0	0.0
chr1:11960611-11961111	ENSG00000028137	TNFRSF1B	chr1	11960611	11961111	12166990	+	206129	immune	method4_paired	0.5263416	0.5263416	0.0	0.0
chr1:11960611-11961111	ENSG00000083444	PLOD1	chr1	11960611	11961111	11934204	+	26657	immune	method4_paired	0.45230508	0.45230508	0.0	0.0
chr1:11960611-11961111	ENSG00000177000	MTHFR	chr1	11960611	11961111	11806454	-	154407	immune	method4_paired	0.5271624	0.5271624	0.0	0.0
chr1:11960611-11961111	ENSG00000177674	AGTRAP	chr1	11960611	11961111	11736083	+	224778	immune	method4_paired	0.46344975	0.46344975	0.0	0.0
chr1:11978199-11978699	ENSG00000028137	TNFRSF1B	chr1	11978199	11978699	12166990	+	188541	immune	method4_paired	0.48531488	0.48531488	0.0	0.0
chr1:11978199-11978699	ENSG00000177000	MTHFR	chr1	11978199	11978699	11806454	-	171995	immune	method4_paired	0.50811976	0.50811976	0.0	0.0
chr1:12020044-12020544	ENSG00000028137	TNFRSF1B	chr1	12020044	12020544	12166990	+	146696	immune	method4_paired	0.45839545	0.45839545	0.0	0.0
chr1:12125641-12126141	ENSG00000028137	TNFRSF1B	chr1	12125641	12126141	12166990	+	41099	immune	method4_paired	0.49509814	0.49509814	0.0	0.0
chr1:12132787-12133287	ENSG00000028137	TNFRSF1B	chr1	12132787	12133287	12166990	+	33953	immune	method4_paired	0.5846104	0.5846104	0.0	0.0
chr1:12132787-12133287	ENSG00000162496	DHRS3	chr1	12132787	12133287	12618209	-	485172	immune	method4_paired	0.47776937	0.47776937	0.0	0.0
chr1:12132787-12133287	ENSG00000177000	MTHFR	chr1	12132787	12133287	11806454	-	326583	immune	method4_paired	0.47051144	0.47051144	0.0	0.0
chr1:12141053-12141553	ENSG00000028137	TNFRSF1B	chr1	12141053	12141553	12166990	+	25687	immune	method4_paired	0.5786087	0.5786087	0.0	0.0
chr1:12141053-12141553	ENSG00000177000	MTHFR	chr1	12141053	12141553	11806454	-	334849	immune	method4_paired	0.49489748	0.49489748	0.0	0.0
chr1:12142120-12142620	ENSG00000028137	TNFRSF1B	chr1	12142120	12142620	12166990	+	24620	immune	method4_paired	0.51635015	0.51635015	0.0	0.0
chr1:12142120-12142620	ENSG00000177000	MTHFR	chr1	12142120	12142620	11806454	-	335916	immune	method4_paired	0.45426193	0.45426193	0.0	0.0
