peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	r	pvalue	fdr
chr1:6613277-6613777	ENSG00000171735	CAMTA1	chr1	6613277	6613777	6785453	+	171926	stromal	method4_paired	0.46950263	0.46950263	0.0	0.0
chr1:6624917-6625417	ENSG00000171735	CAMTA1	chr1	6624917	6625417	6785453	+	160286	stromal	method4_paired	0.45479074	0.45479074	0.0	0.0
chr1:6784804-6785304	ENSG00000171735	CAMTA1	chr1	6784804	6785304	6785453	+	399	stromal	method4_paired	0.4888954	0.4888954	0.0	0.0
chr1:8121285-8121785	ENSG00000049246	PER3	chr1	8121285	8121785	7784290	+	337245	stromal	method4_paired	0.4520994	0.4520994	0.0	0.0
chr1:8703246-8703746	ENSG00000142599	RERE	chr1	8703246	8703746	8848920	-	145424	stromal	method4_paired	0.5400586	0.5400586	0.0	0.0
chr1:8817490-8817990	ENSG00000142599	RERE	chr1	8817490	8817990	8848920	-	31180	stromal	method4_paired	0.45266655	0.45266655	0.0	0.0
chr1:8848752-8849252	ENSG00000142599	RERE	chr1	8848752	8849252	8848920	-	82	stromal	method4_paired	0.48289397	0.48289397	0.0	0.0
chr1:8878524-8879024	ENSG00000142599	RERE	chr1	8878524	8879024	8848920	-	29854	stromal	method4_paired	0.48904213	0.48904213	0.0	0.0
chr1:9129001-9129501	ENSG00000049239	H6PD	chr1	9129001	9129501	9234773	+	105522	stromal	method4_paired	0.4656336	0.4656336	0.0	0.0
chr1:9129001-9129501	ENSG00000142599	RERE	chr1	9129001	9129501	8848920	-	280331	stromal	method4_paired	0.49569058	0.49569058	0.0	0.0
chr1:9196158-9196658	ENSG00000171621	SPSB1	chr1	9196158	9196658	9292893	+	96485	stromal	method4_paired	0.46279964	0.46279964	0.0	0.0
chr1:9233255-9233755	ENSG00000049239	H6PD	chr1	9233255	9233755	9234773	+	1268	stromal	method4_paired	0.49876413	0.49876413	0.0	0.0
chr1:9233255-9233755	ENSG00000074800	ENO1	chr1	9233255	9233755	8879189	-	354316	stromal	method4_paired	0.46349877	0.46349877	0.0	0.0
chr1:9233255-9233755	ENSG00000171621	SPSB1	chr1	9233255	9233755	9292893	+	59388	stromal	method4_paired	0.5413691	0.5413691	0.0	0.0
chr1:9241941-9242441	ENSG00000171621	SPSB1	chr1	9241941	9242441	9292893	+	50702	stromal	method4_paired	0.46022376	0.46022376	0.0	0.0
chr1:9242482-9242982	ENSG00000049239	H6PD	chr1	9242482	9242982	9234773	+	7959	stromal	method4_paired	0.4569861	0.4569861	0.0	0.0
chr1:9280264-9280764	ENSG00000171621	SPSB1	chr1	9280264	9280764	9292893	+	12379	stromal	method4_paired	0.50582486	0.50582486	0.0	0.0
chr1:9290071-9290571	ENSG00000171621	SPSB1	chr1	9290071	9290571	9292893	+	2572	stromal	method4_paired	0.5175309	0.5175309	0.0	0.0
chr1:9438322-9438822	ENSG00000171621	SPSB1	chr1	9438322	9438822	9292893	+	145679	stromal	method4_paired	0.4739145	0.4739145	0.0	0.0
chr1:9465652-9466152	ENSG00000197241	SLC2A7	chr1	9465652	9466152	9026422	-	439480	stromal	method4_paired	0.45577052	0.45577052	0.0	0.0
chr1:9539156-9539656	ENSG00000130939	UBE4B	chr1	9539156	9539656	10032831	+	493425	stromal	method4_paired	0.49939278	0.49939278	0.0	0.0
chr1:9588464-9588964	ENSG00000130939	UBE4B	chr1	9588464	9588964	10032831	+	444117	stromal	method4_paired	0.49254408	0.49254408	0.0	0.0
chr1:9629556-9630056	ENSG00000171608	PIK3CD	chr1	9629556	9630056	9629888	+	82	stromal	method4_paired	0.46052667	0.46052667	0.0	0.0
chr1:9717514-9718014	ENSG00000171608	PIK3CD	chr1	9717514	9718014	9629888	+	87876	stromal	method4_paired	0.49720845	0.49720845	0.0	0.0
chr1:9823832-9824332	ENSG00000130939	UBE4B	chr1	9823832	9824332	10032831	+	208749	stromal	method4_paired	0.5104709	0.5104709	0.0	0.0
chr1:9910082-9910582	ENSG00000130939	UBE4B	chr1	9910082	9910582	10032831	+	122499	stromal	method4_paired	0.543736	0.543736	0.0	0.0
chr1:9910082-9910582	ENSG00000171603	CLSTN1	chr1	9910082	9910582	9823983	-	86349	stromal	method4_paired	0.49829072	0.49829072	0.0	0.0
chr1:9910635-9911135	ENSG00000130939	UBE4B	chr1	9910635	9911135	10032831	+	121946	stromal	method4_paired	0.4551674	0.4551674	0.0	0.0
chr1:9990808-9991308	ENSG00000162444	RBP7	chr1	9990808	9991308	9997205	+	6147	stromal	method4_paired	0.5459417	0.5459417	0.0	0.0
chr1:10032575-10033075	ENSG00000142655	PEX14	chr1	10032575	10033075	10472287	+	439462	stromal	method4_paired	0.45120403	0.45120403	0.0	0.0
chr1:10210175-10210675	ENSG00000130939	UBE4B	chr1	10210175	10210675	10032831	+	177594	stromal	method4_paired	0.4700924	0.4700924	0.0	0.0
chr1:10398678-10399178	ENSG00000130939	UBE4B	chr1	10398678	10399178	10032831	+	366097	stromal	method4_paired	0.48998982	0.48998982	0.0	0.0
chr1:10398678-10399178	ENSG00000142655	PEX14	chr1	10398678	10399178	10472287	+	73359	stromal	method4_paired	0.46351573	0.46351573	0.0	0.0
chr1:10518835-10519335	ENSG00000130940	CASZ1	chr1	10518835	10519335	10796649	-	277564	stromal	method4_paired	0.4977284	0.4977284	0.0	0.0
chr1:10528262-10528762	ENSG00000054523	KIF1B	chr1	10528262	10528762	10210569	+	317943	stromal	method4_paired	0.45394713	0.45394713	0.0	0.0
chr1:10628670-10629170	ENSG00000130940	CASZ1	chr1	10628670	10629170	10796649	-	167729	stromal	method4_paired	0.5311765	0.5311765	0.0	0.0
chr1:10640274-10640774	ENSG00000130940	CASZ1	chr1	10640274	10640774	10796649	-	156125	stromal	method4_paired	0.5516152	0.5516152	0.0	0.0
chr1:10640915-10641415	ENSG00000130940	CASZ1	chr1	10640915	10641415	10796649	-	155484	stromal	method4_paired	0.5197388	0.5197388	0.0	0.0
chr1:10642451-10642951	ENSG00000130940	CASZ1	chr1	10642451	10642951	10796649	-	153948	stromal	method4_paired	0.5010927	0.5010927	0.0	0.0
chr1:10648752-10649252	ENSG00000130940	CASZ1	chr1	10648752	10649252	10796649	-	147647	stromal	method4_paired	0.52057594	0.52057594	0.0	0.0
chr1:10649291-10649791	ENSG00000130940	CASZ1	chr1	10649291	10649791	10796649	-	147108	stromal	method4_paired	0.52015036	0.52015036	0.0	0.0
chr1:10649877-10650377	ENSG00000130940	CASZ1	chr1	10649877	10650377	10796649	-	146522	stromal	method4_paired	0.4784231	0.4784231	0.0	0.0
chr1:10654915-10655415	ENSG00000130940	CASZ1	chr1	10654915	10655415	10796649	-	141484	stromal	method4_paired	0.5899841	0.5899841	0.0	0.0
chr1:10655477-10655977	ENSG00000130940	CASZ1	chr1	10655477	10655977	10796649	-	140922	stromal	method4_paired	0.5570664	0.5570664	0.0	0.0
chr1:10656390-10656890	ENSG00000130940	CASZ1	chr1	10656390	10656890	10796649	-	140009	stromal	method4_paired	0.45982894	0.45982894	0.0	0.0
chr1:10657094-10657594	ENSG00000130940	CASZ1	chr1	10657094	10657594	10796649	-	139305	stromal	method4_paired	0.4910587	0.4910587	0.0	0.0
chr1:10657683-10658183	ENSG00000130940	CASZ1	chr1	10657683	10658183	10796649	-	138716	stromal	method4_paired	0.50538445	0.50538445	0.0	0.0
chr1:10658359-10658859	ENSG00000130940	CASZ1	chr1	10658359	10658859	10796649	-	138040	stromal	method4_paired	0.59261745	0.59261745	0.0	0.0
chr1:10663536-10664036	ENSG00000130940	CASZ1	chr1	10663536	10664036	10796649	-	132863	stromal	method4_paired	0.48274642	0.48274642	0.0	0.0
chr1:10665856-10666356	ENSG00000130940	CASZ1	chr1	10665856	10666356	10796649	-	130543	stromal	method4_paired	0.5702812	0.5702812	0.0	0.0
chr1:10667402-10667902	ENSG00000130940	CASZ1	chr1	10667402	10667902	10796649	-	128997	stromal	method4_paired	0.52825207	0.52825207	0.0	0.0
chr1:10668199-10668699	ENSG00000130940	CASZ1	chr1	10668199	10668699	10796649	-	128200	stromal	method4_paired	0.45895636	0.45895636	0.0	0.0
chr1:10669329-10669829	ENSG00000130940	CASZ1	chr1	10669329	10669829	10796649	-	127070	stromal	method4_paired	0.49537903	0.49537903	0.0	0.0
chr1:10671051-10671551	ENSG00000130940	CASZ1	chr1	10671051	10671551	10796649	-	125348	stromal	method4_paired	0.55467796	0.55467796	0.0	0.0
chr1:10671790-10672290	ENSG00000130940	CASZ1	chr1	10671790	10672290	10796649	-	124609	stromal	method4_paired	0.58588994	0.58588994	0.0	0.0
chr1:10673294-10673794	ENSG00000130940	CASZ1	chr1	10673294	10673794	10796649	-	123105	stromal	method4_paired	0.5184736	0.5184736	0.0	0.0
chr1:10673870-10674370	ENSG00000130940	CASZ1	chr1	10673870	10674370	10796649	-	122529	stromal	method4_paired	0.4518939	0.4518939	0.0	0.0
chr1:10674461-10674961	ENSG00000130940	CASZ1	chr1	10674461	10674961	10796649	-	121938	stromal	method4_paired	0.49083397	0.49083397	0.0	0.0
chr1:10675292-10675792	ENSG00000130940	CASZ1	chr1	10675292	10675792	10796649	-	121107	stromal	method4_paired	0.45233423	0.45233423	0.0	0.0
chr1:10676927-10677427	ENSG00000130940	CASZ1	chr1	10676927	10677427	10796649	-	119472	stromal	method4_paired	0.552186	0.552186	0.0	0.0
chr1:10677641-10678141	ENSG00000130940	CASZ1	chr1	10677641	10678141	10796649	-	118758	stromal	method4_paired	0.56247205	0.56247205	0.0	0.0
chr1:10678947-10679447	ENSG00000130940	CASZ1	chr1	10678947	10679447	10796649	-	117452	stromal	method4_paired	0.4881733	0.4881733	0.0	0.0
chr1:10679538-10680038	ENSG00000130940	CASZ1	chr1	10679538	10680038	10796649	-	116861	stromal	method4_paired	0.5156977	0.5156977	0.0	0.0
chr1:10681144-10681644	ENSG00000130940	CASZ1	chr1	10681144	10681644	10796649	-	115255	stromal	method4_paired	0.50709116	0.50709116	0.0	0.0
chr1:10682175-10682675	ENSG00000130940	CASZ1	chr1	10682175	10682675	10796649	-	114224	stromal	method4_paired	0.46434915	0.46434915	0.0	0.0
chr1:10682944-10683444	ENSG00000130940	CASZ1	chr1	10682944	10683444	10796649	-	113455	stromal	method4_paired	0.50459087	0.50459087	0.0	0.0
chr1:10684147-10684647	ENSG00000130940	CASZ1	chr1	10684147	10684647	10796649	-	112252	stromal	method4_paired	0.45430788	0.45430788	0.0	0.0
chr1:10685636-10686136	ENSG00000130940	CASZ1	chr1	10685636	10686136	10796649	-	110763	stromal	method4_paired	0.4619022	0.4619022	0.0	0.0
chr1:10687310-10687810	ENSG00000130940	CASZ1	chr1	10687310	10687810	10796649	-	109089	stromal	method4_paired	0.540459	0.540459	0.0	0.0
chr1:10689098-10689598	ENSG00000130940	CASZ1	chr1	10689098	10689598	10796649	-	107301	stromal	method4_paired	0.4888527	0.4888527	0.0	0.0
chr1:10692315-10692815	ENSG00000130940	CASZ1	chr1	10692315	10692815	10796649	-	104084	stromal	method4_paired	0.50433666	0.50433666	0.0	0.0
chr1:10694005-10694505	ENSG00000054523	KIF1B	chr1	10694005	10694505	10210569	+	483686	stromal	method4_paired	0.46331525	0.46331525	0.0	0.0
chr1:10694005-10694505	ENSG00000130940	CASZ1	chr1	10694005	10694505	10796649	-	102394	stromal	method4_paired	0.5525748	0.5525748	0.0	0.0
chr1:10694553-10695053	ENSG00000054523	KIF1B	chr1	10694553	10695053	10210569	+	484234	stromal	method4_paired	0.5190226	0.5190226	0.0	0.0
chr1:10694553-10695053	ENSG00000130940	CASZ1	chr1	10694553	10695053	10796649	-	101846	stromal	method4_paired	0.5751691	0.5751691	0.0	0.0
chr1:10695352-10695852	ENSG00000130940	CASZ1	chr1	10695352	10695852	10796649	-	101047	stromal	method4_paired	0.45241806	0.45241806	0.0	0.0
chr1:10714244-10714744	ENSG00000130940	CASZ1	chr1	10714244	10714744	10796649	-	82155	stromal	method4_paired	0.4917772	0.4917772	0.0	0.0
chr1:10723999-10724499	ENSG00000130940	CASZ1	chr1	10723999	10724499	10796649	-	72400	stromal	method4_paired	0.5341795	0.5341795	0.0	0.0
chr1:10726387-10726887	ENSG00000130940	CASZ1	chr1	10726387	10726887	10796649	-	70012	stromal	method4_paired	0.4752171	0.4752171	0.0	0.0
chr1:10727634-10728134	ENSG00000130940	CASZ1	chr1	10727634	10728134	10796649	-	68765	stromal	method4_paired	0.4886281	0.4886281	0.0	0.0
chr1:10737082-10737582	ENSG00000130940	CASZ1	chr1	10737082	10737582	10796649	-	59317	stromal	method4_paired	0.4608337	0.4608337	0.0	0.0
chr1:10755881-10756381	ENSG00000130940	CASZ1	chr1	10755881	10756381	10796649	-	40518	stromal	method4_paired	0.45636916	0.45636916	0.0	0.0
chr1:10766028-10766528	ENSG00000130940	CASZ1	chr1	10766028	10766528	10796649	-	30371	stromal	method4_paired	0.46392643	0.46392643	0.0	0.0
chr1:10788662-10789162	ENSG00000130940	CASZ1	chr1	10788662	10789162	10796649	-	7737	stromal	method4_paired	0.5911707	0.5911707	0.0	0.0
chr1:10789787-10790287	ENSG00000130940	CASZ1	chr1	10789787	10790287	10796649	-	6612	stromal	method4_paired	0.48080796	0.48080796	0.0	0.0
chr1:10791687-10792187	ENSG00000130940	CASZ1	chr1	10791687	10792187	10796649	-	4712	stromal	method4_paired	0.46007475	0.46007475	0.0	0.0
chr1:10793753-10794253	ENSG00000130940	CASZ1	chr1	10793753	10794253	10796649	-	2646	stromal	method4_paired	0.6426756	0.6426756	0.0	0.0
chr1:10794652-10795152	ENSG00000130940	CASZ1	chr1	10794652	10795152	10796649	-	1747	stromal	method4_paired	0.5458333	0.5458333	0.0	0.0
chr1:10795512-10796012	ENSG00000130940	CASZ1	chr1	10795512	10796012	10796649	-	887	stromal	method4_paired	0.513163	0.513163	0.0	0.0
chr1:10796466-10796966	ENSG00000130940	CASZ1	chr1	10796466	10796966	10796649	-	67	stromal	method4_paired	0.56849873	0.56849873	0.0	0.0
chr1:11059918-11060418	ENSG00000198793	MTOR	chr1	11059918	11060418	11262555	-	202387	stromal	method4_paired	0.5057299	0.5057299	0.0	0.0
chr1:11262378-11262878	ENSG00000198793	MTOR	chr1	11262378	11262878	11262555	-	73	stromal	method4_paired	0.46664923	0.46664923	0.0	0.0
chr1:11272940-11273440	ENSG00000198793	MTOR	chr1	11272940	11273440	11262555	-	10635	stromal	method4_paired	0.45844474	0.45844474	0.0	0.0
chr1:11730321-11730821	ENSG00000028137	TNFRSF1B	chr1	11730321	11730821	12166990	+	436419	stromal	method4_paired	0.46736217	0.46736217	0.0	0.0
chr1:11805769-11806269	ENSG00000048707	VPS13D	chr1	11805769	11806269	12230029	+	424010	stromal	method4_paired	0.5050181	0.5050181	0.0	0.0
chr1:11907589-11908089	ENSG00000048707	VPS13D	chr1	11907589	11908089	12230029	+	322190	stromal	method4_paired	0.45772323	0.45772323	0.0	0.0
chr1:11908193-11908693	ENSG00000048707	VPS13D	chr1	11908193	11908693	12230029	+	321586	stromal	method4_paired	0.46034378	0.46034378	0.0	0.0
chr1:11908733-11909233	ENSG00000048707	VPS13D	chr1	11908733	11909233	12230029	+	321046	stromal	method4_paired	0.48303208	0.48303208	0.0	0.0
chr1:11926250-11926750	ENSG00000048707	VPS13D	chr1	11926250	11926750	12230029	+	303529	stromal	method4_paired	0.4768442	0.4768442	0.0	0.0
chr1:11979928-11980428	ENSG00000048707	VPS13D	chr1	11979928	11980428	12230029	+	249851	stromal	method4_paired	0.5384587	0.5384587	0.0	0.0
chr1:12019139-12019639	ENSG00000048707	VPS13D	chr1	12019139	12019639	12230029	+	210640	stromal	method4_paired	0.48741665	0.48741665	0.0	0.0
chr1:12132850-12133350	ENSG00000028137	TNFRSF1B	chr1	12132850	12133350	12166990	+	33890	stromal	method4_paired	0.5378363	0.5378363	0.0	0.0
chr1:12143489-12143989	ENSG00000028137	TNFRSF1B	chr1	12143489	12143989	12166990	+	23251	stromal	method4_paired	0.45780462	0.45780462	0.0	0.0
chr1:12146806-12147306	ENSG00000028137	TNFRSF1B	chr1	12146806	12147306	12166990	+	19934	stromal	method4_paired	0.5351504	0.5351504	0.0	0.0
