peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	r	pvalue	fdr
chr1:1006466-1006966	CPTP	CPTP	chr1	1006466	1006966	1324755	+	318039	epithelial	method4_crosscohort	0.4528721	0.4528721	0.0	0.0
chr1:1006466-1006966	DVL1	DVL1	chr1	1006466	1006966	1349417	-	342701	epithelial	method4_crosscohort	0.54573953	0.54573953	0.0	0.0
chr1:1006466-1006966	HES4	HES4	chr1	1006466	1006966	1000171	-	6545	epithelial	method4_crosscohort	-0.5159406	-0.5159406	0.0	0.0
chr1:1006466-1006966	INTS11	INTS11	chr1	1006466	1006966	1324686	-	317970	epithelial	method4_crosscohort	0.49009734	0.49009734	0.0	0.0
chr1:1006466-1006966	ISG15	ISG15	chr1	1006466	1006966	1001137	+	5579	epithelial	method4_crosscohort	-0.5030408	-0.5030408	0.0	0.0
chr1:1006466-1006966	KLHL17	KLHL17	chr1	1006466	1006966	960583	+	46133	epithelial	method4_crosscohort	-0.5351626	-0.5351626	0.0	0.0
chr1:1006466-1006966	MRPL20	MRPL20	chr1	1006466	1006966	1407292	-	400576	epithelial	method4_crosscohort	-0.5675939	-0.5675939	0.0	0.0
chr1:1006466-1006966	MXRA8	MXRA8	chr1	1006466	1006966	1361776	-	355060	epithelial	method4_crosscohort	-0.4981376	-0.4981376	0.0	0.0
chr1:1006466-1006966	NOC2L	NOC2L	chr1	1006466	1006966	959308	-	47408	epithelial	method4_crosscohort	-0.47600925	-0.47600925	0.0	0.0
chr1:1006466-1006966	SAMD11	SAMD11	chr1	1006466	1006966	923922	+	82794	epithelial	method4_crosscohort	-0.4928985	-0.4928985	0.0	0.0
chr1:1006466-1006966	SCNN1D	SCNN1D	chr1	1006466	1006966	1280435	+	273719	epithelial	method4_crosscohort	-0.5582272	-0.5582272	0.0	0.0
chr1:1006466-1006966	TTLL10	TTLL10	chr1	1006466	1006966	1173879	+	167163	epithelial	method4_crosscohort	0.5547645	0.5547645	0.0	0.0
chr1:1006466-1006966	UBE2J2	UBE2J2	chr1	1006466	1006966	1273863	-	267147	epithelial	method4_crosscohort	-0.61747026	-0.61747026	0.0	0.0
chr1:1006466-1006966	VWA1	VWA1	chr1	1006466	1006966	1434860	+	428144	epithelial	method4_crosscohort	-0.5360902	-0.5360902	0.0	0.0
chr1:1136451-1136951	B3GALT6	B3GALT6	chr1	1136451	1136951	1232236	+	95535	epithelial	method4_crosscohort	0.47138026	0.47138026	0.0	0.0
chr1:1136451-1136951	C1orf159	C1orf159	chr1	1136451	1136951	1116360	-	20341	epithelial	method4_crosscohort	0.56488186	0.56488186	0.0	0.0
chr1:1136451-1136951	NOC2L	NOC2L	chr1	1136451	1136951	959308	-	177393	epithelial	method4_crosscohort	0.46534985	0.46534985	0.0	0.0
chr1:1136451-1136951	UBE2J2	UBE2J2	chr1	1136451	1136951	1273863	-	137162	epithelial	method4_crosscohort	0.4603721	0.4603721	0.0	0.0
chr1:1144285-1144785	C1orf159	C1orf159	chr1	1144285	1144785	1116360	-	28175	epithelial	method4_crosscohort	0.50299776	0.50299776	0.0	0.0
chr1:1162508-1163008	C1orf159	C1orf159	chr1	1162508	1163008	1116360	-	46398	epithelial	method4_crosscohort	0.47355953	0.47355953	0.0	0.0
chr1:1201214-1201714	ATAD3B	ATAD3B	chr1	1201214	1201714	1471764	+	270300	epithelial	method4_crosscohort	-0.5711245	-0.5711245	0.0	0.0
chr1:1201214-1201714	C1QTNF12	C1QTNF12	chr1	1201214	1201714	1246721	-	45257	epithelial	method4_crosscohort	-0.5490447	-0.5490447	0.0	0.0
chr1:1201214-1201714	CDK11B	CDK11B	chr1	1201214	1201714	1659011	-	457547	epithelial	method4_crosscohort	-0.54915327	-0.54915327	0.0	0.0
chr1:1201214-1201714	CPTP	CPTP	chr1	1201214	1201714	1324755	+	123291	epithelial	method4_crosscohort	-0.5141654	-0.5141654	0.0	0.0
chr1:1201214-1201714	DVL1	DVL1	chr1	1201214	1201714	1349417	-	147953	epithelial	method4_crosscohort	-0.5433732	-0.5433732	0.0	0.0
chr1:1201214-1201714	HES4	HES4	chr1	1201214	1201714	1000171	-	201293	epithelial	method4_crosscohort	0.48285612	0.48285612	0.0	0.0
chr1:1201214-1201714	INTS11	INTS11	chr1	1201214	1201714	1324686	-	123222	epithelial	method4_crosscohort	-0.5482432	-0.5482432	0.0	0.0
chr1:1201214-1201714	ISG15	ISG15	chr1	1201214	1201714	1001137	+	200327	epithelial	method4_crosscohort	0.48033956	0.48033956	0.0	0.0
chr1:1201214-1201714	MRPL20	MRPL20	chr1	1201214	1201714	1407292	-	205828	epithelial	method4_crosscohort	0.45160604	0.45160604	0.0	0.0
chr1:1201214-1201714	PUSL1	PUSL1	chr1	1201214	1201714	1308596	+	107132	epithelial	method4_crosscohort	0.6469063	0.6469063	0.0	0.0
chr1:1201214-1201714	TNFRSF4	TNFRSF4	chr1	1201214	1201714	1214152	-	12688	epithelial	method4_crosscohort	0.51327527	0.51327527	0.0	0.0
chr1:1201214-1201714	TTLL10	TTLL10	chr1	1201214	1201714	1173879	+	27585	epithelial	method4_crosscohort	-0.48770258	-0.48770258	0.0	0.0
chr1:1206359-1206859	ATAD3B	ATAD3B	chr1	1206359	1206859	1471764	+	265155	epithelial	method4_crosscohort	-0.45830303	-0.45830303	0.0	0.0
chr1:1206359-1206859	PUSL1	PUSL1	chr1	1206359	1206859	1308596	+	101987	epithelial	method4_crosscohort	0.47651958	0.47651958	0.0	0.0
chr1:1207772-1208272	ATAD3B	ATAD3B	chr1	1207772	1208272	1471764	+	263742	epithelial	method4_crosscohort	-0.45832264	-0.45832264	0.0	0.0
chr1:1207772-1208272	PUSL1	PUSL1	chr1	1207772	1208272	1308596	+	100574	epithelial	method4_crosscohort	0.45311567	0.45311567	0.0	0.0
chr1:1208316-1208816	ATAD3B	ATAD3B	chr1	1208316	1208816	1471764	+	263198	epithelial	method4_crosscohort	-0.5027166	-0.5027166	0.0	0.0
chr1:1208316-1208816	C1QTNF12	C1QTNF12	chr1	1208316	1208816	1246721	-	38155	epithelial	method4_crosscohort	-0.4685577	-0.4685577	0.0	0.0
chr1:1208316-1208816	CPTP	CPTP	chr1	1208316	1208816	1324755	+	116189	epithelial	method4_crosscohort	-0.45288283	-0.45288283	0.0	0.0
chr1:1208316-1208816	INTS11	INTS11	chr1	1208316	1208816	1324686	-	116120	epithelial	method4_crosscohort	-0.466137	-0.466137	0.0	0.0
chr1:1208316-1208816	PUSL1	PUSL1	chr1	1208316	1208816	1308596	+	100030	epithelial	method4_crosscohort	0.52554816	0.52554816	0.0	0.0
chr1:1208316-1208816	TNFRSF4	TNFRSF4	chr1	1208316	1208816	1214152	-	5586	epithelial	method4_crosscohort	0.46022674	0.46022674	0.0	0.0
chr1:1208909-1209409	ATAD3B	ATAD3B	chr1	1208909	1209409	1471764	+	262605	epithelial	method4_crosscohort	-0.46908534	-0.46908534	0.0	0.0
chr1:1208909-1209409	PUSL1	PUSL1	chr1	1208909	1209409	1308596	+	99437	epithelial	method4_crosscohort	0.48762807	0.48762807	0.0	0.0
chr1:1212829-1213329	ATAD3B	ATAD3B	chr1	1212829	1213329	1471764	+	258685	epithelial	method4_crosscohort	-0.508417	-0.508417	0.0	0.0
chr1:1212829-1213329	C1QTNF12	C1QTNF12	chr1	1212829	1213329	1246721	-	33642	epithelial	method4_crosscohort	-0.47412077	-0.47412077	0.0	0.0
chr1:1212829-1213329	CDK11B	CDK11B	chr1	1212829	1213329	1659011	-	445932	epithelial	method4_crosscohort	-0.4924314	-0.4924314	0.0	0.0
chr1:1212829-1213329	DVL1	DVL1	chr1	1212829	1213329	1349417	-	136338	epithelial	method4_crosscohort	-0.46464488	-0.46464488	0.0	0.0
chr1:1212829-1213329	INTS11	INTS11	chr1	1212829	1213329	1324686	-	111607	epithelial	method4_crosscohort	-0.49219638	-0.49219638	0.0	0.0
chr1:1212829-1213329	PUSL1	PUSL1	chr1	1212829	1213329	1308596	+	95517	epithelial	method4_crosscohort	0.60110843	0.60110843	0.0	0.0
chr1:1212829-1213329	TNFRSF4	TNFRSF4	chr1	1212829	1213329	1214152	-	1073	epithelial	method4_crosscohort	0.46566412	0.46566412	0.0	0.0
chr1:1272494-1272994	ANKRD65	ANKRD65	chr1	1272494	1272994	1421768	-	149024	epithelial	method4_crosscohort	-0.48177326	-0.48177326	0.0	0.0
chr1:1272494-1272994	ATAD3A	ATAD3A	chr1	1272494	1272994	1512161	+	239417	epithelial	method4_crosscohort	-0.55888855	-0.55888855	0.0	0.0
chr1:1272494-1272994	AURKAIP1	AURKAIP1	chr1	1272494	1272994	1375206	-	102462	epithelial	method4_crosscohort	-0.48744708	-0.48744708	0.0	0.0
chr1:1272494-1272994	B3GALT6	B3GALT6	chr1	1272494	1272994	1232236	+	40508	epithelial	method4_crosscohort	-0.5597881	-0.5597881	0.0	0.0
chr1:1272494-1272994	C1QTNF12	C1QTNF12	chr1	1272494	1272994	1246721	-	26023	epithelial	method4_crosscohort	0.4627787	0.4627787	0.0	0.0
chr1:1272494-1272994	CDK11B	CDK11B	chr1	1272494	1272994	1659011	-	386267	epithelial	method4_crosscohort	0.4695698	0.4695698	0.0	0.0
chr1:1272494-1272994	DVL1	DVL1	chr1	1272494	1272994	1349417	-	76673	epithelial	method4_crosscohort	0.4895532	0.4895532	0.0	0.0
chr1:1272494-1272994	HES4	HES4	chr1	1272494	1272994	1000171	-	272573	epithelial	method4_crosscohort	-0.4671356	-0.4671356	0.0	0.0
chr1:1272494-1272994	ISG15	ISG15	chr1	1272494	1272994	1001137	+	271607	epithelial	method4_crosscohort	-0.4836859	-0.4836859	0.0	0.0
chr1:1272494-1272994	KLHL17	KLHL17	chr1	1272494	1272994	960583	+	312161	epithelial	method4_crosscohort	-0.4983513	-0.4983513	0.0	0.0
chr1:1272494-1272994	MMP23B	MMP23B	chr1	1272494	1272994	1632162	+	359418	epithelial	method4_crosscohort	-0.47540691	-0.47540691	0.0	0.0
chr1:1272494-1272994	MRPL20	MRPL20	chr1	1272494	1272994	1407292	-	134548	epithelial	method4_crosscohort	-0.5162596	-0.5162596	0.0	0.0
chr1:1272494-1272994	MXRA8	MXRA8	chr1	1272494	1272994	1361776	-	89032	epithelial	method4_crosscohort	-0.462716	-0.462716	0.0	0.0
chr1:1272494-1272994	SAMD11	SAMD11	chr1	1272494	1272994	923922	+	348822	epithelial	method4_crosscohort	-0.46176308	-0.46176308	0.0	0.0
chr1:1272494-1272994	SCNN1D	SCNN1D	chr1	1272494	1272994	1280435	+	7691	epithelial	method4_crosscohort	-0.5133728	-0.5133728	0.0	0.0
chr1:1272494-1272994	SLC35E2B	SLC35E2B	chr1	1272494	1272994	1692794	-	420050	epithelial	method4_crosscohort	-0.46691114	-0.46691114	0.0	0.0
chr1:1272494-1272994	SSU72	SSU72	chr1	1272494	1272994	1574862	-	302118	epithelial	method4_crosscohort	-0.48669133	-0.48669133	0.0	0.0
chr1:1272494-1272994	TTLL10	TTLL10	chr1	1272494	1272994	1173879	+	98865	epithelial	method4_crosscohort	0.50113827	0.50113827	0.0	0.0
chr1:1272494-1272994	UBE2J2	UBE2J2	chr1	1272494	1272994	1273863	-	1119	epithelial	method4_crosscohort	-0.5680476	-0.5680476	0.0	0.0
chr1:1272494-1272994	VWA1	VWA1	chr1	1272494	1272994	1434860	+	162116	epithelial	method4_crosscohort	-0.4942605	-0.4942605	0.0	0.0
chr1:1343882-1344382	ANKRD65	ANKRD65	chr1	1343882	1344382	1421768	-	77636	epithelial	method4_crosscohort	-0.5809202	-0.5809202	0.0	0.0
chr1:1343882-1344382	ATAD3A	ATAD3A	chr1	1343882	1344382	1512161	+	168029	epithelial	method4_crosscohort	-0.5113796	-0.5113796	0.0	0.0
chr1:1343882-1344382	AURKAIP1	AURKAIP1	chr1	1343882	1344382	1375206	-	31074	epithelial	method4_crosscohort	-0.49555922	-0.49555922	0.0	0.0
chr1:1343882-1344382	B3GALT6	B3GALT6	chr1	1343882	1344382	1232236	+	111896	epithelial	method4_crosscohort	-0.5600096	-0.5600096	0.0	0.0
chr1:1343882-1344382	C1orf159	C1orf159	chr1	1343882	1344382	1116360	-	227772	epithelial	method4_crosscohort	-0.4755483	-0.4755483	0.0	0.0
chr1:1343882-1344382	CCNL2	CCNL2	chr1	1343882	1344382	1399334	-	55202	epithelial	method4_crosscohort	-0.5385873	-0.5385873	0.0	0.0
chr1:1343882-1344382	HES4	HES4	chr1	1343882	1344382	1000171	-	343961	epithelial	method4_crosscohort	-0.4884129	-0.4884129	0.0	0.0
chr1:1343882-1344382	KLHL17	KLHL17	chr1	1343882	1344382	960583	+	383549	epithelial	method4_crosscohort	-0.5539932	-0.5539932	0.0	0.0
chr1:1343882-1344382	MMP23B	MMP23B	chr1	1343882	1344382	1632162	+	288030	epithelial	method4_crosscohort	-0.5759945	-0.5759945	0.0	0.0
chr1:1343882-1344382	MRPL20	MRPL20	chr1	1343882	1344382	1407292	-	63160	epithelial	method4_crosscohort	-0.50650376	-0.50650376	0.0	0.0
chr1:1343882-1344382	MXRA8	MXRA8	chr1	1343882	1344382	1361776	-	17644	epithelial	method4_crosscohort	-0.5467144	-0.5467144	0.0	0.0
chr1:1343882-1344382	NOC2L	NOC2L	chr1	1343882	1344382	959308	-	384824	epithelial	method4_crosscohort	-0.58303654	-0.58303654	0.0	0.0
chr1:1343882-1344382	SAMD11	SAMD11	chr1	1343882	1344382	923922	+	420210	epithelial	method4_crosscohort	-0.5451436	-0.5451436	0.0	0.0
chr1:1343882-1344382	SCNN1D	SCNN1D	chr1	1343882	1344382	1280435	+	63697	epithelial	method4_crosscohort	-0.5270697	-0.5270697	0.0	0.0
chr1:1343882-1344382	SLC35E2B	SLC35E2B	chr1	1343882	1344382	1692794	-	348662	epithelial	method4_crosscohort	-0.4950607	-0.4950607	0.0	0.0
chr1:1343882-1344382	SSU72	SSU72	chr1	1343882	1344382	1574862	-	230730	epithelial	method4_crosscohort	-0.514271	-0.514271	0.0	0.0
chr1:1343882-1344382	UBE2J2	UBE2J2	chr1	1343882	1344382	1273863	-	70269	epithelial	method4_crosscohort	-0.5295966	-0.5295966	0.0	0.0
chr1:1343882-1344382	VWA1	VWA1	chr1	1343882	1344382	1434860	+	90728	epithelial	method4_crosscohort	-0.55994296	-0.55994296	0.0	0.0
chr1:1344712-1345212	ANKRD65	ANKRD65	chr1	1344712	1345212	1421768	-	76806	epithelial	method4_crosscohort	-0.50544864	-0.50544864	0.0	0.0
chr1:1344712-1345212	ATAD3A	ATAD3A	chr1	1344712	1345212	1512161	+	167199	epithelial	method4_crosscohort	-0.5043843	-0.5043843	0.0	0.0
chr1:1344712-1345212	AURKAIP1	AURKAIP1	chr1	1344712	1345212	1375206	-	30244	epithelial	method4_crosscohort	-0.4612118	-0.4612118	0.0	0.0
chr1:1344712-1345212	B3GALT6	B3GALT6	chr1	1344712	1345212	1232236	+	112726	epithelial	method4_crosscohort	-0.5377733	-0.5377733	0.0	0.0
chr1:1344712-1345212	CCNL2	CCNL2	chr1	1344712	1345212	1399334	-	54372	epithelial	method4_crosscohort	-0.46354175	-0.46354175	0.0	0.0
chr1:1344712-1345212	KLHL17	KLHL17	chr1	1344712	1345212	960583	+	384379	epithelial	method4_crosscohort	-0.49748918	-0.49748918	0.0	0.0
chr1:1344712-1345212	MMP23B	MMP23B	chr1	1344712	1345212	1632162	+	287200	epithelial	method4_crosscohort	-0.5261583	-0.5261583	0.0	0.0
chr1:1344712-1345212	MRPL20	MRPL20	chr1	1344712	1345212	1407292	-	62330	epithelial	method4_crosscohort	-0.4859709	-0.4859709	0.0	0.0
chr1:1344712-1345212	MXRA8	MXRA8	chr1	1344712	1345212	1361776	-	16814	epithelial	method4_crosscohort	-0.46961778	-0.46961778	0.0	0.0
chr1:1344712-1345212	NOC2L	NOC2L	chr1	1344712	1345212	959308	-	385654	epithelial	method4_crosscohort	-0.49263012	-0.49263012	0.0	0.0
chr1:1344712-1345212	SAMD11	SAMD11	chr1	1344712	1345212	923922	+	421040	epithelial	method4_crosscohort	-0.46110657	-0.46110657	0.0	0.0
chr1:1344712-1345212	SCNN1D	SCNN1D	chr1	1344712	1345212	1280435	+	64527	epithelial	method4_crosscohort	-0.48787546	-0.48787546	0.0	0.0
chr1:1344712-1345212	SLC35E2B	SLC35E2B	chr1	1344712	1345212	1692794	-	347832	epithelial	method4_crosscohort	-0.45637348	-0.45637348	0.0	0.0
chr1:1344712-1345212	SSU72	SSU72	chr1	1344712	1345212	1574862	-	229900	epithelial	method4_crosscohort	-0.46610528	-0.46610528	0.0	0.0
chr1:1344712-1345212	UBE2J2	UBE2J2	chr1	1344712	1345212	1273863	-	71099	epithelial	method4_crosscohort	-0.5379845	-0.5379845	0.0	0.0
chr1:1344712-1345212	VWA1	VWA1	chr1	1344712	1345212	1434860	+	89898	epithelial	method4_crosscohort	-0.49518758	-0.49518758	0.0	0.0
chr1:1358019-1358519	PUSL1	PUSL1	chr1	1358019	1358519	1308596	+	49673	epithelial	method4_crosscohort	0.4557694	0.4557694	0.0	0.0
chr1:1358625-1359125	ATAD3B	ATAD3B	chr1	1358625	1359125	1471764	+	112889	epithelial	method4_crosscohort	-0.49876153	-0.49876153	0.0	0.0
chr1:1358625-1359125	C1QTNF12	C1QTNF12	chr1	1358625	1359125	1246721	-	112154	epithelial	method4_crosscohort	-0.46143028	-0.46143028	0.0	0.0
chr1:1358625-1359125	CDK11A	CDK11A	chr1	1358625	1359125	1724356	-	365481	epithelial	method4_crosscohort	-0.5004147	-0.5004147	0.0	0.0
chr1:1358625-1359125	CPTP	CPTP	chr1	1358625	1359125	1324755	+	34120	epithelial	method4_crosscohort	-0.4590823	-0.4590823	0.0	0.0
chr1:1358625-1359125	INTS11	INTS11	chr1	1358625	1359125	1324686	-	34189	epithelial	method4_crosscohort	-0.47084656	-0.47084656	0.0	0.0
chr1:1358625-1359125	PUSL1	PUSL1	chr1	1358625	1359125	1308596	+	50279	epithelial	method4_crosscohort	0.54556364	0.54556364	0.0	0.0
chr1:1358625-1359125	TNFRSF4	TNFRSF4	chr1	1358625	1359125	1214152	-	144723	epithelial	method4_crosscohort	0.50093055	0.50093055	0.0	0.0
chr1:1360426-1360926	ATAD3B	ATAD3B	chr1	1360426	1360926	1471764	+	111088	epithelial	method4_crosscohort	-0.5769448	-0.5769448	0.0	0.0
chr1:1360426-1360926	C1QTNF12	C1QTNF12	chr1	1360426	1360926	1246721	-	113955	epithelial	method4_crosscohort	-0.5413131	-0.5413131	0.0	0.0
chr1:1360426-1360926	CDK11A	CDK11A	chr1	1360426	1360926	1724356	-	363680	epithelial	method4_crosscohort	-0.5705071	-0.5705071	0.0	0.0
chr1:1360426-1360926	CDK11B	CDK11B	chr1	1360426	1360926	1659011	-	298335	epithelial	method4_crosscohort	-0.51713	-0.51713	0.0	0.0
chr1:1360426-1360926	CPTP	CPTP	chr1	1360426	1360926	1324755	+	35921	epithelial	method4_crosscohort	-0.54954165	-0.54954165	0.0	0.0
chr1:1360426-1360926	DVL1	DVL1	chr1	1360426	1360926	1349417	-	11259	epithelial	method4_crosscohort	-0.5263169	-0.5263169	0.0	0.0
chr1:1360426-1360926	INTS11	INTS11	chr1	1360426	1360926	1324686	-	35990	epithelial	method4_crosscohort	-0.5333991	-0.5333991	0.0	0.0
chr1:1360426-1360926	NADK	NADK	chr1	1360426	1360926	1780456	-	419780	epithelial	method4_crosscohort	-0.46941257	-0.46941257	0.0	0.0
chr1:1360426-1360926	PUSL1	PUSL1	chr1	1360426	1360926	1308596	+	52080	epithelial	method4_crosscohort	0.59978324	0.59978324	0.0	0.0
chr1:1360426-1360926	TNFRSF4	TNFRSF4	chr1	1360426	1360926	1214152	-	146524	epithelial	method4_crosscohort	0.58928096	0.58928096	0.0	0.0
chr1:1430139-1430639	PUSL1	PUSL1	chr1	1430139	1430639	1308596	+	121793	epithelial	method4_crosscohort	0.48817226	0.48817226	0.0	0.0
chr1:1540362-1540862	ATAD3B	ATAD3B	chr1	1540362	1540862	1471764	+	68848	epithelial	method4_crosscohort	-0.53770393	-0.53770393	0.0	0.0
chr1:1540362-1540862	C1QTNF12	C1QTNF12	chr1	1540362	1540862	1246721	-	293891	epithelial	method4_crosscohort	-0.51662135	-0.51662135	0.0	0.0
chr1:1540362-1540862	CDK11A	CDK11A	chr1	1540362	1540862	1724356	-	183744	epithelial	method4_crosscohort	-0.5148412	-0.5148412	0.0	0.0
chr1:1540362-1540862	CDK11B	CDK11B	chr1	1540362	1540862	1659011	-	118399	epithelial	method4_crosscohort	-0.474656	-0.474656	0.0	0.0
chr1:1540362-1540862	CPTP	CPTP	chr1	1540362	1540862	1324755	+	215857	epithelial	method4_crosscohort	-0.48274985	-0.48274985	0.0	0.0
chr1:1540362-1540862	DVL1	DVL1	chr1	1540362	1540862	1349417	-	191195	epithelial	method4_crosscohort	-0.490999	-0.490999	0.0	0.0
chr1:1540362-1540862	INTS11	INTS11	chr1	1540362	1540862	1324686	-	215926	epithelial	method4_crosscohort	-0.51594675	-0.51594675	0.0	0.0
chr1:1540362-1540862	NADK	NADK	chr1	1540362	1540862	1780456	-	239844	epithelial	method4_crosscohort	-0.46961373	-0.46961373	0.0	0.0
chr1:1540362-1540862	PUSL1	PUSL1	chr1	1540362	1540862	1308596	+	232016	epithelial	method4_crosscohort	0.50283045	0.50283045	0.0	0.0
chr1:1540362-1540862	TNFRSF4	TNFRSF4	chr1	1540362	1540862	1214152	-	326460	epithelial	method4_crosscohort	0.46629697	0.46629697	0.0	0.0
chr1:1629667-1630167	ATAD3B	ATAD3B	chr1	1629667	1630167	1471764	+	158153	epithelial	method4_crosscohort	-0.5274868	-0.5274868	0.0	0.0
chr1:1629667-1630167	AURKAIP1	AURKAIP1	chr1	1629667	1630167	1375206	-	254711	epithelial	method4_crosscohort	0.45611125	0.45611125	0.0	0.0
chr1:1629667-1630167	C1QTNF12	C1QTNF12	chr1	1629667	1630167	1246721	-	383196	epithelial	method4_crosscohort	-0.5116373	-0.5116373	0.0	0.0
chr1:1629667-1630167	CDK11A	CDK11A	chr1	1629667	1630167	1724356	-	94439	epithelial	method4_crosscohort	-0.54355526	-0.54355526	0.0	0.0
chr1:1629667-1630167	CDK11B	CDK11B	chr1	1629667	1630167	1659011	-	29094	epithelial	method4_crosscohort	-0.5138543	-0.5138543	0.0	0.0
chr1:1629667-1630167	CPTP	CPTP	chr1	1629667	1630167	1324755	+	305162	epithelial	method4_crosscohort	-0.45249015	-0.45249015	0.0	0.0
chr1:1629667-1630167	DVL1	DVL1	chr1	1629667	1630167	1349417	-	280500	epithelial	method4_crosscohort	-0.49248138	-0.49248138	0.0	0.0
chr1:1629667-1630167	INTS11	INTS11	chr1	1629667	1630167	1324686	-	305231	epithelial	method4_crosscohort	-0.51492745	-0.51492745	0.0	0.0
chr1:1629667-1630167	MRPL20	MRPL20	chr1	1629667	1630167	1407292	-	222625	epithelial	method4_crosscohort	0.4594282	0.4594282	0.0	0.0
chr1:1629667-1630167	NADK	NADK	chr1	1629667	1630167	1780456	-	150539	epithelial	method4_crosscohort	-0.49901128	-0.49901128	0.0	0.0
chr1:1629667-1630167	PRKCZ	PRKCZ	chr1	1629667	1630167	2050410	+	420493	epithelial	method4_crosscohort	-0.51954067	-0.51954067	0.0	0.0
chr1:1629667-1630167	PUSL1	PUSL1	chr1	1629667	1630167	1308596	+	321321	epithelial	method4_crosscohort	0.53471917	0.53471917	0.0	0.0
