peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score
chr1:1116522-1117022	ENSG00000131591	C1orf159	chr1	1116522	1117022	1116360	-	412	epithelial	method3_abc	0.022909728747520775
chr1:1122040-1122540	ENSG00000131591	C1orf159	chr1	1122040	1122540	1116360	-	5930	epithelial	method3_abc	0.020806775247662848
chr1:1124645-1125145	ENSG00000131591	C1orf159	chr1	1124645	1125145	1116360	-	8535	epithelial	method3_abc	0.024210845771897783
chr1:1125167-1125667	ENSG00000131591	C1orf159	chr1	1125167	1125667	1116360	-	9057	epithelial	method3_abc	0.025812869964898334
chr1:1157303-1157803	ENSG00000162571	TTLL10	chr1	1157303	1157803	1173879	+	16326	epithelial	method3_abc	0.02405196074937979
chr1:1158096-1158596	ENSG00000162571	TTLL10	chr1	1158096	1158596	1173879	+	15533	epithelial	method3_abc	0.027016446961962506
chr1:1162508-1163008	ENSG00000162571	TTLL10	chr1	1162508	1163008	1173879	+	11121	epithelial	method3_abc	0.04642120942515783
chr1:1162508-1163008	ENSG00000186891	TNFRSF18	chr1	1162508	1163008	1206591	-	43833	epithelial	method3_abc	0.020964218595095015
chr1:1167225-1167725	ENSG00000162571	TTLL10	chr1	1167225	1167725	1173879	+	6404	epithelial	method3_abc	0.024747519227893307
chr1:1230611-1231111	ENSG00000078808	SDF4	chr1	1230611	1231111	1232030	-	1169	epithelial	method3_abc	0.03028020655649498
chr1:1230611-1231111	ENSG00000176022	B3GALT6	chr1	1230611	1231111	1232236	+	1375	epithelial	method3_abc	0.02960168417709026
chr1:1231287-1231787	ENSG00000078808	SDF4	chr1	1231287	1231787	1232030	-	493	epithelial	method3_abc	0.021824166516387796
chr1:1231287-1231787	ENSG00000176022	B3GALT6	chr1	1231287	1231787	1232236	+	699	epithelial	method3_abc	0.021261587497510538
chr1:1231796-1232296	ENSG00000078808	SDF4	chr1	1231796	1232296	1232030	-	16	epithelial	method3_abc	0.15893151376691053
chr1:1231796-1232296	ENSG00000160087	UBE2J2	chr1	1231796	1232296	1273863	-	41817	epithelial	method3_abc	0.02375815003662
chr1:1231796-1232296	ENSG00000162572	SCNN1D	chr1	1231796	1232296	1280435	+	48389	epithelial	method3_abc	0.02191595780460497
chr1:1231796-1232296	ENSG00000176022	B3GALT6	chr1	1231796	1232296	1232236	+	190	epithelial	method3_abc	0.15520080502592254
chr1:1231796-1232296	ENSG00000184163	C1QTNF12	chr1	1231796	1232296	1246721	-	14675	epithelial	method3_abc	0.05569031301110254
chr1:1231796-1232296	ENSG00000186827	TNFRSF4	chr1	1231796	1232296	1214152	-	17894	epithelial	method3_abc	0.04877543872538196
chr1:1231796-1232296	ENSG00000186891	TNFRSF18	chr1	1231796	1232296	1206591	-	25455	epithelial	method3_abc	0.038169871903589905
chr1:1244142-1244642	ENSG00000184163	C1QTNF12	chr1	1244142	1244642	1246721	-	2329	epithelial	method3_abc	0.02688979793057889
chr1:1272494-1272994	ENSG00000160087	UBE2J2	chr1	1272494	1272994	1273863	-	1119	epithelial	method3_abc	0.04126978217904672
chr1:1272494-1272994	ENSG00000162572	SCNN1D	chr1	1272494	1272994	1280435	+	7691	epithelial	method3_abc	0.022624685988404333
chr1:1273628-1274128	ENSG00000160087	UBE2J2	chr1	1273628	1274128	1273863	-	15	epithelial	method3_abc	0.08790166665996796
chr1:1273628-1274128	ENSG00000162572	SCNN1D	chr1	1273628	1274128	1280435	+	6557	epithelial	method3_abc	0.04396806471112157
chr1:1274157-1274657	ENSG00000160087	UBE2J2	chr1	1274157	1274657	1273863	-	544	epithelial	method3_abc	0.027988353140949277
chr1:1281665-1282165	ENSG00000160087	UBE2J2	chr1	1281665	1282165	1273863	-	8052	epithelial	method3_abc	0.023305278652363266
chr1:1281665-1282165	ENSG00000162572	SCNN1D	chr1	1281665	1282165	1280435	+	1480	epithelial	method3_abc	0.04432031773571305
chr1:1305567-1306067	ENSG00000169972	PUSL1	chr1	1305567	1306067	1308596	+	2779	epithelial	method3_abc	0.02108016267815965
chr1:1307207-1307707	ENSG00000131584	ACAP3	chr1	1307207	1307707	1309608	-	2151	epithelial	method3_abc	0.0214527613322702
chr1:1307207-1307707	ENSG00000169972	PUSL1	chr1	1307207	1307707	1308596	+	1139	epithelial	method3_abc	0.02381959161990881
chr1:1307729-1308229	ENSG00000127054	INTS11	chr1	1307729	1308229	1324686	-	16707	epithelial	method3_abc	0.026584020287736293
chr1:1307729-1308229	ENSG00000131584	ACAP3	chr1	1307729	1308229	1309608	-	1629	epithelial	method3_abc	0.07113143050118859
chr1:1307729-1308229	ENSG00000162572	SCNN1D	chr1	1307729	1308229	1280435	+	27544	epithelial	method3_abc	0.020795911114262804
chr1:1307729-1308229	ENSG00000169962	TAS1R3	chr1	1307729	1308229	1331279	+	23300	epithelial	method3_abc	0.02254859649498053
chr1:1307729-1308229	ENSG00000169972	PUSL1	chr1	1307729	1308229	1308596	+	617	epithelial	method3_abc	0.07988209107291284
chr1:1307729-1308229	ENSG00000224051	CPTP	chr1	1307729	1308229	1324755	+	16776	epithelial	method3_abc	0.026465147849178652
chr1:1308241-1308741	ENSG00000127054	INTS11	chr1	1308241	1308741	1324686	-	16195	epithelial	method3_abc	0.033628488331358064
chr1:1308241-1308741	ENSG00000131584	ACAP3	chr1	1308241	1308741	1309608	-	1117	epithelial	method3_abc	0.09451500717366386
chr1:1308241-1308741	ENSG00000160087	UBE2J2	chr1	1308241	1308741	1273863	-	34628	epithelial	method3_abc	0.020992006159408494
chr1:1308241-1308741	ENSG00000162572	SCNN1D	chr1	1308241	1308741	1280435	+	28056	epithelial	method3_abc	0.025418377903262897
chr1:1308241-1308741	ENSG00000169962	TAS1R3	chr1	1308241	1308741	1331279	+	22788	epithelial	method3_abc	0.028384797601747596
chr1:1308241-1308741	ENSG00000169972	PUSL1	chr1	1308241	1308741	1308596	+	105	epithelial	method3_abc	0.10755482664903203
chr1:1308241-1308741	ENSG00000224051	CPTP	chr1	1308241	1308741	1324755	+	16264	epithelial	method3_abc	0.03347588678675319
chr1:1309042-1309542	ENSG00000131584	ACAP3	chr1	1309042	1309542	1309608	-	316	epithelial	method3_abc	0.02687925517065152
chr1:1309042-1309542	ENSG00000169972	PUSL1	chr1	1309042	1309542	1308596	+	696	epithelial	method3_abc	0.024610884782807253
chr1:1324502-1325002	ENSG00000107404	DVL1	chr1	1324502	1325002	1349417	-	24665	epithelial	method3_abc	0.027152603701766163
chr1:1324502-1325002	ENSG00000127054	INTS11	chr1	1324502	1325002	1324686	-	66	epithelial	method3_abc	0.12322646106693712
chr1:1324502-1325002	ENSG00000131584	ACAP3	chr1	1324502	1325002	1309608	-	15144	epithelial	method3_abc	0.035352061621715315
chr1:1324502-1325002	ENSG00000162576	MXRA8	chr1	1324502	1325002	1361776	-	37024	epithelial	method3_abc	0.023480772986821687
chr1:1324502-1325002	ENSG00000169962	TAS1R3	chr1	1324502	1325002	1331279	+	6527	epithelial	method3_abc	0.06438441221796791
chr1:1324502-1325002	ENSG00000169972	PUSL1	chr1	1324502	1325002	1308596	+	16156	epithelial	method3_abc	0.032937548668246074
chr1:1324502-1325002	ENSG00000224051	CPTP	chr1	1324502	1325002	1324755	+	3	epithelial	method3_abc	0.1243612095147173
chr1:1325020-1325520	ENSG00000127054	INTS11	chr1	1325020	1325520	1324686	-	584	epithelial	method3_abc	0.03454457933895731
chr1:1325020-1325520	ENSG00000169962	TAS1R3	chr1	1325020	1325520	1331279	+	6009	epithelial	method3_abc	0.02044621810665967
chr1:1325020-1325520	ENSG00000224051	CPTP	chr1	1325020	1325520	1324755	+	515	epithelial	method3_abc	0.034860258443236085
chr1:1347558-1348058	ENSG00000107404	DVL1	chr1	1347558	1348058	1349417	-	1609	epithelial	method3_abc	0.03259427746325567
chr1:1349186-1349686	ENSG00000107404	DVL1	chr1	1349186	1349686	1349417	-	19	epithelial	method3_abc	0.11423322195658364
chr1:1349186-1349686	ENSG00000127054	INTS11	chr1	1349186	1349686	1324686	-	24750	epithelial	method3_abc	0.023686142744657145
chr1:1349186-1349686	ENSG00000162576	MXRA8	chr1	1349186	1349686	1361776	-	12340	epithelial	method3_abc	0.045482855718207156
chr1:1349186-1349686	ENSG00000169962	TAS1R3	chr1	1349186	1349686	1331279	+	18157	epithelial	method3_abc	0.03146774569276708
chr1:1349186-1349686	ENSG00000175756	AURKAIP1	chr1	1349186	1349686	1375206	-	25770	epithelial	method3_abc	0.02598945929759002
chr1:1349186-1349686	ENSG00000224051	CPTP	chr1	1349186	1349686	1324755	+	24681	epithelial	method3_abc	0.023693241071222917
chr1:1349712-1350212	ENSG00000107404	DVL1	chr1	1349712	1350212	1349417	-	545	epithelial	method3_abc	0.02440854370266252
chr1:1374540-1375040	ENSG00000175756	AURKAIP1	chr1	1374540	1375040	1375206	-	416	epithelial	method3_abc	0.021083057165037212
chr1:1375214-1375714	ENSG00000107404	DVL1	chr1	1375214	1375714	1349417	-	26047	epithelial	method3_abc	0.027880467717540207
chr1:1375214-1375714	ENSG00000162576	MXRA8	chr1	1375214	1375714	1361776	-	13688	epithelial	method3_abc	0.0507678222922079
chr1:1375214-1375714	ENSG00000175756	AURKAIP1	chr1	1375214	1375714	1375206	-	258	epithelial	method3_abc	0.1440064739602793
chr1:1375214-1375714	ENSG00000205116	TMEM88B	chr1	1375214	1375714	1425870	+	50406	epithelial	method3_abc	0.020914015827757766
chr1:1375214-1375714	ENSG00000221978	CCNL2	chr1	1375214	1375714	1399334	-	23870	epithelial	method3_abc	0.03342679336879461
chr1:1375214-1375714	ENSG00000235098	ANKRD65	chr1	1375214	1375714	1421768	-	46304	epithelial	method3_abc	0.022925880222049867
chr1:1375214-1375714	ENSG00000242485	MRPL20	chr1	1375214	1375714	1407292	-	31828	epithelial	method3_abc	0.028830093392040495
chr1:1399203-1399703	ENSG00000162576	MXRA8	chr1	1399203	1399703	1361776	-	37677	epithelial	method3_abc	0.02271931744019369
chr1:1399203-1399703	ENSG00000175756	AURKAIP1	chr1	1399203	1399703	1375206	-	24247	epithelial	method3_abc	0.02970441030105543
chr1:1399203-1399703	ENSG00000179403	VWA1	chr1	1399203	1399703	1434860	+	35407	epithelial	method3_abc	0.022698723453582512
chr1:1399203-1399703	ENSG00000205116	TMEM88B	chr1	1399203	1399703	1425870	+	26417	epithelial	method3_abc	0.031449541042501084
chr1:1399203-1399703	ENSG00000215915	ATAD3C	chr1	1399203	1399703	1449688	+	50235	epithelial	method3_abc	0.021834419498329576
chr1:1399203-1399703	ENSG00000221978	CCNL2	chr1	1399203	1399703	1399334	-	119	epithelial	method3_abc	0.1382000248398406
chr1:1399203-1399703	ENSG00000235098	ANKRD65	chr1	1399203	1399703	1421768	-	22315	epithelial	method3_abc	0.03641701150635734
chr1:1399203-1399703	ENSG00000242485	MRPL20	chr1	1399203	1399703	1407292	-	7839	epithelial	method3_abc	0.06619339379475365
chr1:1399775-1400275	ENSG00000221978	CCNL2	chr1	1399775	1400275	1399334	-	691	epithelial	method3_abc	0.02128529521363907
chr1:1407051-1407551	ENSG00000221978	CCNL2	chr1	1407051	1407551	1399334	-	7967	epithelial	method3_abc	0.02826654540279955
chr1:1407051-1407551	ENSG00000235098	ANKRD65	chr1	1407051	1407551	1421768	-	14467	epithelial	method3_abc	0.022450557059202438
chr1:1407051-1407551	ENSG00000242485	MRPL20	chr1	1407051	1407551	1407292	-	9	epithelial	method3_abc	0.06892826053078163
chr1:1431816-1432316	ENSG00000179403	VWA1	chr1	1431816	1432316	1434860	+	2794	epithelial	method3_abc	0.04045365504546385
chr1:1431816-1432316	ENSG00000205116	TMEM88B	chr1	1431816	1432316	1425870	+	6196	epithelial	method3_abc	0.0328574254392197
chr1:1431816-1432316	ENSG00000215915	ATAD3C	chr1	1431816	1432316	1449688	+	17622	epithelial	method3_abc	0.020211419081921835
chr1:1431816-1432316	ENSG00000235098	ANKRD65	chr1	1431816	1432316	1421768	-	10298	epithelial	method3_abc	0.025675081691999283
chr1:1433141-1433641	ENSG00000179403	VWA1	chr1	1433141	1433641	1434860	+	1469	epithelial	method3_abc	0.07555753746474424
chr1:1433141-1433641	ENSG00000205116	TMEM88B	chr1	1433141	1433641	1425870	+	7521	epithelial	method3_abc	0.047346633228702
chr1:1433141-1433641	ENSG00000215915	ATAD3C	chr1	1433141	1433641	1449688	+	16297	epithelial	method3_abc	0.033831288696698665
chr1:1433141-1433641	ENSG00000235098	ANKRD65	chr1	1433141	1433641	1421768	-	11623	epithelial	method3_abc	0.03793530705042635
chr1:1433141-1433641	ENSG00000242485	MRPL20	chr1	1433141	1433641	1407292	-	26099	epithelial	method3_abc	0.020731696215334
chr1:1433689-1434189	ENSG00000179403	VWA1	chr1	1433689	1434189	1434860	+	921	epithelial	method3_abc	0.0205562971261471
chr1:1435399-1435899	ENSG00000179403	VWA1	chr1	1435399	1435899	1434860	+	789	epithelial	method3_abc	0.07059471428230663
chr1:1435399-1435899	ENSG00000205116	TMEM88B	chr1	1435399	1435899	1425870	+	9779	epithelial	method3_abc	0.034767623762703655
chr1:1435399-1435899	ENSG00000215915	ATAD3C	chr1	1435399	1435899	1449688	+	14039	epithelial	method3_abc	0.031637075863627205
chr1:1435399-1435899	ENSG00000235098	ANKRD65	chr1	1435399	1435899	1421768	-	13881	epithelial	method3_abc	0.028803827339051166
chr1:1437982-1438482	ENSG00000179403	VWA1	chr1	1437982	1438482	1434860	+	3372	epithelial	method3_abc	0.026043461872035538
chr1:1471448-1471948	ENSG00000160072	ATAD3B	chr1	1471448	1471948	1471764	+	66	epithelial	method3_abc	0.11299445881491742
chr1:1471448-1471948	ENSG00000215915	ATAD3C	chr1	1471448	1471948	1449688	+	22010	epithelial	method3_abc	0.02627270882863294
chr1:1511298-1511798	ENSG00000197785	ATAD3A	chr1	1511298	1511798	1512161	+	613	epithelial	method3_abc	0.03989968405625681
chr1:1511835-1512335	ENSG00000197785	ATAD3A	chr1	1511835	1512335	1512161	+	76	epithelial	method3_abc	0.13320476542283216
chr1:1511835-1512335	ENSG00000205090	TMEM240	chr1	1511835	1512335	1540623	-	28538	epithelial	method3_abc	0.028374651078450084
chr1:1540362-1540862	ENSG00000205090	TMEM240	chr1	1540362	1540862	1540623	-	11	epithelial	method3_abc	0.021757129030391873
chr1:1574104-1574604	ENSG00000160075	SSU72	chr1	1574104	1574604	1574862	-	508	epithelial	method3_abc	0.03652739090824974
chr1:1574648-1575148	ENSG00000160075	SSU72	chr1	1574648	1575148	1574862	-	36	epithelial	method3_abc	0.12808086551832112
chr1:1574648-1575148	ENSG00000205090	TMEM240	chr1	1574648	1575148	1540623	-	34275	epithelial	method3_abc	0.024239939264414923
chr1:1574648-1575148	ENSG00000228594	FNDC10	chr1	1574648	1575148	1600134	-	25236	epithelial	method3_abc	0.028116154045315252
chr1:1575182-1575682	ENSG00000160075	SSU72	chr1	1575182	1575682	1574862	-	570	epithelial	method3_abc	0.020711333899783038
chr1:1599924-1600424	ENSG00000228594	FNDC10	chr1	1599924	1600424	1600134	-	40	epithelial	method3_abc	0.025085470851583063
chr1:1615133-1615633	ENSG00000160075	SSU72	chr1	1615133	1615633	1574862	-	40521	epithelial	method3_abc	0.029288378437254448
chr1:1615133-1615633	ENSG00000189409	MMP23B	chr1	1615133	1615633	1632162	+	16779	epithelial	method3_abc	0.05442110578261537
chr1:1615133-1615633	ENSG00000197530	MIB2	chr1	1615133	1615633	1615453	+	70	epithelial	method3_abc	0.1713103512841571
chr1:1615133-1615633	ENSG00000205090	TMEM240	chr1	1615133	1615633	1540623	-	74760	epithelial	method3_abc	0.020318904838002805
chr1:1615133-1615633	ENSG00000228594	FNDC10	chr1	1615133	1615633	1600134	-	15249	epithelial	method3_abc	0.061870229783998046
chr1:1615133-1615633	ENSG00000248333	CDK11B	chr1	1615133	1615633	1659011	-	43628	epithelial	method3_abc	0.027961427468770318
chr1:1615938-1616438	ENSG00000197530	MIB2	chr1	1615938	1616438	1615453	+	735	epithelial	method3_abc	0.05109966844371233
chr1:1627150-1627650	ENSG00000189409	MMP23B	chr1	1627150	1627650	1632162	+	4762	epithelial	method3_abc	0.03820885667394852
chr1:1627150-1627650	ENSG00000197530	MIB2	chr1	1627150	1627650	1615453	+	11947	epithelial	method3_abc	0.020942677483191417
chr1:1630207-1630707	ENSG00000189409	MMP23B	chr1	1630207	1630707	1632162	+	1705	epithelial	method3_abc	0.03381649129961591
chr1:1648113-1648613	ENSG00000248333	CDK11B	chr1	1648113	1648613	1659011	-	10648	epithelial	method3_abc	0.023023287008561738
chr1:1658942-1659442	ENSG00000189409	MMP23B	chr1	1658942	1659442	1632162	+	27030	epithelial	method3_abc	0.021731537733231457
chr1:1658942-1659442	ENSG00000248333	CDK11B	chr1	1658942	1659442	1659011	-	181	epithelial	method3_abc	0.10956587672923018
chr1:1678698-1679198	ENSG00000189339	SLC35E2B	chr1	1678698	1679198	1692794	-	13846	epithelial	method3_abc	0.03328144080154669
chr1:1678698-1679198	ENSG00000248333	CDK11B	chr1	1678698	1679198	1659011	-	19937	epithelial	method3_abc	0.025155936736559956
chr1:1692278-1692778	ENSG00000189339	SLC35E2B	chr1	1692278	1692778	1692794	-	266	epithelial	method3_abc	0.0513201801710066
chr1:1692921-1693421	ENSG00000189339	SLC35E2B	chr1	1692921	1693421	1692794	-	377	epithelial	method3_abc	0.07382179486646906
chr1:1724177-1724677	ENSG00000008128	CDK11A	chr1	1724177	1724677	1724356	-	71	epithelial	method3_abc	0.15268972713911785
chr1:1724177-1724677	ENSG00000189339	SLC35E2B	chr1	1724177	1724677	1692794	-	31633	epithelial	method3_abc	0.02815174068318227
chr1:1758766-1759266	ENSG00000008128	CDK11A	chr1	1758766	1759266	1724356	-	34660	epithelial	method3_abc	0.023831258272749022
chr1:1758766-1759266	ENSG00000008130	NADK	chr1	1758766	1759266	1780456	-	21440	epithelial	method3_abc	0.02924867767709327
chr1:1778201-1778701	ENSG00000008130	NADK	chr1	1778201	1778701	1780456	-	2005	epithelial	method3_abc	0.06884540981835928
chr1:1778735-1779235	ENSG00000008130	NADK	chr1	1778735	1779235	1780456	-	1471	epithelial	method3_abc	0.07343525161890012
chr1:1780317-1780817	ENSG00000008130	NADK	chr1	1780317	1780817	1780456	-	111	epithelial	method3_abc	0.040483799273165345
chr1:1782387-1782887	ENSG00000008130	NADK	chr1	1782387	1782887	1780456	-	2181	epithelial	method3_abc	0.04628623735805403
chr1:1782898-1783398	ENSG00000008130	NADK	chr1	1782898	1783398	1780456	-	2692	epithelial	method3_abc	0.04637050405334812
chr1:1890221-1890721	ENSG00000078369	GNB1	chr1	1890221	1890721	1892291	-	1820	epithelial	method3_abc	0.03217866580115767
chr1:1890873-1891373	ENSG00000078369	GNB1	chr1	1890873	1891373	1892291	-	1168	epithelial	method3_abc	0.08682580389343571
chr1:1890873-1891373	ENSG00000169885	CALML6	chr1	1890873	1891373	1915107	+	23984	epithelial	method3_abc	0.022475242213685756
chr1:1891480-1891980	ENSG00000078369	GNB1	chr1	1891480	1891980	1892291	-	561	epithelial	method3_abc	0.0401372028081524
chr1:1894234-1894734	ENSG00000078369	GNB1	chr1	1894234	1894734	1892291	-	2193	epithelial	method3_abc	0.049077003042405865
chr1:1894787-1895287	ENSG00000078369	GNB1	chr1	1894787	1895287	1892291	-	2746	epithelial	method3_abc	0.028814442028581248
chr1:1908908-1909408	ENSG00000078369	GNB1	chr1	1908908	1909408	1892291	-	16867	epithelial	method3_abc	0.04256092623002606
chr1:1908908-1909408	ENSG00000169885	CALML6	chr1	1908908	1909408	1915107	+	5949	epithelial	method3_abc	0.07728222407462877
chr1:1908908-1909408	ENSG00000178821	TMEM52	chr1	1908908	1909408	1919278	-	10120	epithelial	method3_abc	0.05417408577576873
chr1:1915801-1916301	ENSG00000169885	CALML6	chr1	1915801	1916301	1915107	+	944	epithelial	method3_abc	0.025473395943937074
chr1:1918530-1919030	ENSG00000169885	CALML6	chr1	1918530	1919030	1915107	+	3673	epithelial	method3_abc	0.02594732641179102
chr1:1918530-1919030	ENSG00000178821	TMEM52	chr1	1918530	1919030	1919278	-	498	epithelial	method3_abc	0.035808661483239114
chr1:1919058-1919558	ENSG00000078369	GNB1	chr1	1919058	1919558	1892291	-	27017	epithelial	method3_abc	0.03832243730982172
chr1:1919058-1919558	ENSG00000142609	CFAP74	chr1	1919058	1919558	2003836	-	84528	epithelial	method3_abc	0.02646808988330819
chr1:1919058-1919558	ENSG00000169885	CALML6	chr1	1919058	1919558	1915107	+	4201	epithelial	method3_abc	0.11279906728082045
chr1:1919058-1919558	ENSG00000178821	TMEM52	chr1	1919058	1919558	1919278	-	30	epithelial	method3_abc	0.17706963787604216
chr1:1919058-1919558	ENSG00000187730	GABRD	chr1	1919058	1919558	2019328	+	100020	epithelial	method3_abc	0.021857903704585267
chr1:1919733-1920233	ENSG00000169885	CALML6	chr1	1919733	1920233	1915107	+	4876	epithelial	method3_abc	0.028187058192782118
chr1:1919733-1920233	ENSG00000178821	TMEM52	chr1	1919733	1920233	1919278	-	705	epithelial	method3_abc	0.042175393106558885
chr1:2044756-2045256	ENSG00000067606	PRKCZ	chr1	2044756	2045256	2050410	+	5404	epithelial	method3_abc	0.025023478758927353
chr1:2046815-2047315	ENSG00000067606	PRKCZ	chr1	2046815	2047315	2050410	+	3345	epithelial	method3_abc	0.02150618106496325
chr1:2048237-2048737	ENSG00000067606	PRKCZ	chr1	2048237	2048737	2050410	+	1923	epithelial	method3_abc	0.02930896765939016
chr1:2049366-2049866	ENSG00000067606	PRKCZ	chr1	2049366	2049866	2050410	+	794	epithelial	method3_abc	0.02917684541915025
chr1:2050035-2050535	ENSG00000067606	PRKCZ	chr1	2050035	2050535	2050410	+	125	epithelial	method3_abc	0.18038511592572726
chr1:2050035-2050535	ENSG00000142609	CFAP74	chr1	2050035	2050535	2003836	-	46449	epithelial	method3_abc	0.03473381816130188
chr1:2050035-2050535	ENSG00000187730	GABRD	chr1	2050035	2050535	2019328	+	30957	epithelial	method3_abc	0.04500981132589714
chr1:2189421-2189921	ENSG00000162585	FAAP20	chr1	2189421	2189921	2212719	-	23048	epithelial	method3_abc	0.022448301032024366
chr1:2194831-2195331	ENSG00000162585	FAAP20	chr1	2194831	2195331	2212719	-	17638	epithelial	method3_abc	0.02407894096819603
chr1:2199250-2199750	ENSG00000162585	FAAP20	chr1	2199250	2199750	2212719	-	13219	epithelial	method3_abc	0.02981501936521079
chr1:2204998-2205498	ENSG00000157933	SKI	chr1	2204998	2205498	2227387	+	22139	epithelial	method3_abc	0.029731764974350153
