peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score
chr1:1349197-1349697	ENSG00000169962	TAS1R3	chr1	1349197	1349697	1331279	+	18168	immune	method3_abc	0.047512926622801516
chr1:1349197-1349697	ENSG00000169972	PUSL1	chr1	1349197	1349697	1308596	+	40851	immune	method3_abc	0.02206119939006548
chr1:1349197-1349697	ENSG00000175756	AURKAIP1	chr1	1349197	1349697	1375206	-	25759	immune	method3_abc	0.0366901440135456
chr1:1349197-1349697	ENSG00000179403	VWA1	chr1	1349197	1349697	1434860	+	85413	immune	method3_abc	0.020475327933237596
chr1:1349197-1349697	ENSG00000205116	TMEM88B	chr1	1349197	1349697	1425870	+	76423	immune	method3_abc	0.022410115375147616
chr1:1349197-1349697	ENSG00000221978	CCNL2	chr1	1349197	1349697	1399334	-	49887	immune	method3_abc	0.022997738888429285
chr1:1349197-1349697	ENSG00000224051	CPTP	chr1	1349197	1349697	1324755	+	24692	immune	method3_abc	0.03521311819510138
chr1:1349197-1349697	ENSG00000235098	ANKRD65	chr1	1349197	1349697	1421768	-	72321	immune	method3_abc	0.023012346669615203
chr1:1349197-1349697	ENSG00000242485	MRPL20	chr1	1349197	1349697	1407292	-	57845	immune	method3_abc	0.022329427895688977
chr1:1371972-1372472	ENSG00000175756	AURKAIP1	chr1	1371972	1372472	1375206	-	2984	immune	method3_abc	0.0313382158551399
chr1:1374409-1374909	ENSG00000175756	AURKAIP1	chr1	1374409	1374909	1375206	-	547	immune	method3_abc	0.0207887354972945
chr1:1375140-1375640	ENSG00000107404	DVL1	chr1	1375140	1375640	1349417	-	25973	immune	method3_abc	0.042027147823332354
chr1:1375140-1375640	ENSG00000127054	INTS11	chr1	1375140	1375640	1324686	-	50704	immune	method3_abc	0.023923454753173916
chr1:1375140-1375640	ENSG00000160072	ATAD3B	chr1	1375140	1375640	1471764	+	96374	immune	method3_abc	0.02238071634368427
chr1:1375140-1375640	ENSG00000162576	MXRA8	chr1	1375140	1375640	1361776	-	13614	immune	method3_abc	0.07553056088024196
chr1:1375140-1375640	ENSG00000169962	TAS1R3	chr1	1375140	1375640	1331279	+	44111	immune	method3_abc	0.029052899767988413
chr1:1375140-1375640	ENSG00000175756	AURKAIP1	chr1	1375140	1375640	1375206	-	184	immune	method3_abc	0.2030378020068506
chr1:1375140-1375640	ENSG00000179403	VWA1	chr1	1375140	1375640	1434860	+	59470	immune	method3_abc	0.032304331978091905
chr1:1375140-1375640	ENSG00000205116	TMEM88B	chr1	1375140	1375640	1425870	+	50480	immune	method3_abc	0.036782865726807265
chr1:1375140-1375640	ENSG00000215915	ATAD3C	chr1	1375140	1375640	1449688	+	74298	immune	method3_abc	0.029794796221240132
chr1:1375140-1375640	ENSG00000221978	CCNL2	chr1	1375140	1375640	1399334	-	23944	immune	method3_abc	0.047175647154279826
chr1:1375140-1375640	ENSG00000224051	CPTP	chr1	1375140	1375640	1324755	+	50635	immune	method3_abc	0.023971663537087875
chr1:1375140-1375640	ENSG00000235098	ANKRD65	chr1	1375140	1375640	1421768	-	46378	immune	method3_abc	0.03860590582612063
chr1:1375140-1375640	ENSG00000242485	MRPL20	chr1	1375140	1375640	1407292	-	31902	immune	method3_abc	0.041714776488150127
chr1:1398623-1399123	ENSG00000221978	CCNL2	chr1	1398623	1399123	1399334	-	461	immune	method3_abc	0.024160922082621175
chr1:1399238-1399738	ENSG00000107404	DVL1	chr1	1399238	1399738	1349417	-	50071	immune	method3_abc	0.02441700445539831
chr1:1399238-1399738	ENSG00000160072	ATAD3B	chr1	1399238	1399738	1471764	+	72276	immune	method3_abc	0.027166974440671628
chr1:1399238-1399738	ENSG00000162576	MXRA8	chr1	1399238	1399738	1361776	-	37712	immune	method3_abc	0.03514915043814599
chr1:1399238-1399738	ENSG00000175756	AURKAIP1	chr1	1399238	1399738	1375206	-	24282	immune	method3_abc	0.04315218607223218
chr1:1399238-1399738	ENSG00000179403	VWA1	chr1	1399238	1399738	1434860	+	35372	immune	method3_abc	0.04652882687423966
chr1:1399238-1399738	ENSG00000205116	TMEM88B	chr1	1399238	1399738	1425870	+	26382	immune	method3_abc	0.057881813947671897
chr1:1399238-1399738	ENSG00000215915	ATAD3C	chr1	1399238	1399738	1449688	+	50200	immune	method3_abc	0.03914006663179756
chr1:1399238-1399738	ENSG00000221978	CCNL2	chr1	1399238	1399738	1399334	-	154	immune	method3_abc	0.20291687224927832
chr1:1399238-1399738	ENSG00000235098	ANKRD65	chr1	1399238	1399738	1421768	-	22280	immune	method3_abc	0.06418821563747461
chr1:1399238-1399738	ENSG00000242485	MRPL20	chr1	1399238	1399738	1407292	-	7804	immune	method3_abc	0.10042517661278715
chr1:1399872-1400372	ENSG00000221978	CCNL2	chr1	1399872	1400372	1399334	-	788	immune	method3_abc	0.024118487962488496
chr1:1407123-1407623	ENSG00000179403	VWA1	chr1	1407123	1407623	1434860	+	27487	immune	method3_abc	0.030212430674880567
chr1:1407123-1407623	ENSG00000205116	TMEM88B	chr1	1407123	1407623	1425870	+	18497	immune	method3_abc	0.040016081706789
chr1:1407123-1407623	ENSG00000215915	ATAD3C	chr1	1407123	1407623	1449688	+	42315	immune	method3_abc	0.024055847217044606
chr1:1407123-1407623	ENSG00000221978	CCNL2	chr1	1407123	1407623	1399334	-	8039	immune	method3_abc	0.048638745479667636
chr1:1407123-1407623	ENSG00000235098	ANKRD65	chr1	1407123	1407623	1421768	-	14395	immune	method3_abc	0.04642061421214383
chr1:1407123-1407623	ENSG00000242485	MRPL20	chr1	1407123	1407623	1407292	-	81	immune	method3_abc	0.12061980630990675
chr1:1435442-1435942	ENSG00000179403	VWA1	chr1	1435442	1435942	1434860	+	832	immune	method3_abc	0.0427806924164028
chr1:1471429-1471929	ENSG00000160072	ATAD3B	chr1	1471429	1471929	1471764	+	85	immune	method3_abc	0.13879687657062098
chr1:1471429-1471929	ENSG00000179403	VWA1	chr1	1471429	1471929	1434860	+	36819	immune	method3_abc	0.021608746938153033
chr1:1471429-1471929	ENSG00000215915	ATAD3C	chr1	1471429	1471929	1449688	+	21991	immune	method3_abc	0.03492695865847449
chr1:1511290-1511790	ENSG00000197785	ATAD3A	chr1	1511290	1511790	1512161	+	621	immune	method3_abc	0.046997204284352716
chr1:1511833-1512333	ENSG00000160072	ATAD3B	chr1	1511833	1512333	1471764	+	40319	immune	method3_abc	0.0292252379605551
chr1:1511833-1512333	ENSG00000197785	ATAD3A	chr1	1511833	1512333	1512161	+	78	immune	method3_abc	0.1840553009895095
chr1:1511833-1512333	ENSG00000205090	TMEM240	chr1	1511833	1512333	1540623	-	28540	immune	method3_abc	0.04067784540260366
chr1:1511833-1512333	ENSG00000215915	ATAD3C	chr1	1511833	1512333	1449688	+	62395	immune	method3_abc	0.02224765832118037
chr1:1540393-1540893	ENSG00000205090	TMEM240	chr1	1540393	1540893	1540623	-	20	immune	method3_abc	0.034453830616766615
chr1:1574404-1574904	ENSG00000160075	SSU72	chr1	1574404	1574904	1574862	-	208	immune	method3_abc	0.16493343790179463
chr1:1574404-1574904	ENSG00000205090	TMEM240	chr1	1574404	1574904	1540623	-	34031	immune	method3_abc	0.03416092646443015
chr1:1574404-1574904	ENSG00000228594	FNDC10	chr1	1574404	1574904	1600134	-	25480	immune	method3_abc	0.034952740644444764
chr1:1575046-1575546	ENSG00000160075	SSU72	chr1	1575046	1575546	1574862	-	434	immune	method3_abc	0.040513510460558066
chr1:1599914-1600414	ENSG00000228594	FNDC10	chr1	1599914	1600414	1600134	-	30	immune	method3_abc	0.027934519707449933
chr1:1614464-1614964	ENSG00000197530	MIB2	chr1	1614464	1614964	1615453	+	739	immune	method3_abc	0.023981331402178507
chr1:1615143-1615643	ENSG00000008128	CDK11A	chr1	1615143	1615643	1724356	-	108963	immune	method3_abc	0.023313361236820537
chr1:1615143-1615643	ENSG00000160075	SSU72	chr1	1615143	1615643	1574862	-	40531	immune	method3_abc	0.05018745715733244
chr1:1615143-1615643	ENSG00000189339	SLC35E2B	chr1	1615143	1615643	1692794	-	77401	immune	method3_abc	0.030419008285917648
chr1:1615143-1615643	ENSG00000189409	MMP23B	chr1	1615143	1615643	1632162	+	16769	immune	method3_abc	0.0749167094217102
chr1:1615143-1615643	ENSG00000197530	MIB2	chr1	1615143	1615643	1615453	+	60	immune	method3_abc	0.24388517067970958
chr1:1615143-1615643	ENSG00000197785	ATAD3A	chr1	1615143	1615643	1512161	+	103232	immune	method3_abc	0.02471609043449393
chr1:1615143-1615643	ENSG00000205090	TMEM240	chr1	1615143	1615643	1540623	-	74770	immune	method3_abc	0.03680998169085677
chr1:1615143-1615643	ENSG00000228594	FNDC10	chr1	1615143	1615643	1600134	-	15259	immune	method3_abc	0.10007522471522295
chr1:1615143-1615643	ENSG00000248333	CDK11B	chr1	1615143	1615643	1659011	-	43618	immune	method3_abc	0.046669482447688586
chr1:1615939-1616439	ENSG00000197530	MIB2	chr1	1615939	1616439	1615453	+	736	immune	method3_abc	0.053171439568283345
chr1:1615939-1616439	ENSG00000228594	FNDC10	chr1	1615939	1616439	1600134	-	16055	immune	method3_abc	0.0235308276581986
chr1:1628918-1629418	ENSG00000189409	MMP23B	chr1	1628918	1629418	1632162	+	2994	immune	method3_abc	0.028636897620821635
chr1:1629599-1630099	ENSG00000189409	MMP23B	chr1	1629599	1630099	1632162	+	2313	immune	method3_abc	0.06481282891643318
chr1:1629599-1630099	ENSG00000197530	MIB2	chr1	1629599	1630099	1615453	+	14396	immune	method3_abc	0.025375388909876014
chr1:1629599-1630099	ENSG00000228594	FNDC10	chr1	1629599	1630099	1600134	-	29715	immune	method3_abc	0.02097781525059004
chr1:1629599-1630099	ENSG00000248333	CDK11B	chr1	1629599	1630099	1659011	-	29162	immune	method3_abc	0.021246614961743793
chr1:1630237-1630737	ENSG00000160075	SSU72	chr1	1630237	1630737	1574862	-	55625	immune	method3_abc	0.021065419394951605
chr1:1630237-1630737	ENSG00000189409	MMP23B	chr1	1630237	1630737	1632162	+	1675	immune	method3_abc	0.11281848238174454
chr1:1630237-1630737	ENSG00000197530	MIB2	chr1	1630237	1630737	1615453	+	15034	immune	method3_abc	0.03966552063024434
chr1:1630237-1630737	ENSG00000228594	FNDC10	chr1	1630237	1630737	1600134	-	30353	immune	method3_abc	0.03319770549016363
chr1:1630237-1630737	ENSG00000248333	CDK11B	chr1	1630237	1630737	1659011	-	28524	immune	method3_abc	0.03472494497786199
chr1:1630864-1631364	ENSG00000189409	MMP23B	chr1	1630864	1631364	1632162	+	1048	immune	method3_abc	0.03428088773319751
chr1:1631379-1631879	ENSG00000189409	MMP23B	chr1	1631379	1631879	1632162	+	533	immune	method3_abc	0.027926174559369594
chr1:1631885-1632385	ENSG00000189409	MMP23B	chr1	1631885	1632385	1632162	+	27	immune	method3_abc	0.03035627659453004
