peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score
chr1:1020998-1021498	ENSG00000188157	AGRN	chr1	1020998	1021498	1020119	+	1129	stromal	method3_abc	0.02084414196261157
chr1:1059410-1059910	ENSG00000237330	RNF223	chr1	1059410	1059910	1074305	-	14645	stromal	method3_abc	0.021263728227781525
chr1:1069108-1069608	ENSG00000237330	RNF223	chr1	1069108	1069608	1074305	-	4947	stromal	method3_abc	0.022643169980623924
chr1:1115962-1116462	ENSG00000131591	C1orf159	chr1	1115962	1116462	1116360	-	148	stromal	method3_abc	0.22073106318180827
chr1:1115962-1116462	ENSG00000162571	TTLL10	chr1	1115962	1116462	1173879	+	57667	stromal	method3_abc	0.03076657294053373
chr1:1115962-1116462	ENSG00000237330	RNF223	chr1	1115962	1116462	1074305	-	41907	stromal	method3_abc	0.037385399686628164
chr1:1116545-1117045	ENSG00000131591	C1orf159	chr1	1116545	1117045	1116360	-	435	stromal	method3_abc	0.03588698984562264
chr1:1122036-1122536	ENSG00000131591	C1orf159	chr1	1122036	1122536	1116360	-	5926	stromal	method3_abc	0.024201686931151094
chr1:1157342-1157842	ENSG00000162571	TTLL10	chr1	1157342	1157842	1173879	+	16287	stromal	method3_abc	0.029793261939956427
chr1:1201304-1201804	ENSG00000186891	TNFRSF18	chr1	1201304	1201804	1206591	-	5037	stromal	method3_abc	0.02649249195467245
chr1:1207935-1208435	ENSG00000186827	TNFRSF4	chr1	1207935	1208435	1214152	-	5967	stromal	method3_abc	0.021836227847023836
chr1:1207935-1208435	ENSG00000186891	TNFRSF18	chr1	1207935	1208435	1206591	-	1594	stromal	method3_abc	0.034496990766102936
chr1:1231296-1231796	ENSG00000078808	SDF4	chr1	1231296	1231796	1232030	-	484	stromal	method3_abc	0.03407286909150516
chr1:1231296-1231796	ENSG00000176022	B3GALT6	chr1	1231296	1231796	1232236	+	690	stromal	method3_abc	0.03311588153883977
chr1:1231837-1232337	ENSG00000078808	SDF4	chr1	1231837	1232337	1232030	-	57	stromal	method3_abc	0.22794824397374933
chr1:1231837-1232337	ENSG00000160087	UBE2J2	chr1	1231837	1232337	1273863	-	41776	stromal	method3_abc	0.03560237600376116
chr1:1231837-1232337	ENSG00000162571	TTLL10	chr1	1231837	1232337	1173879	+	58208	stromal	method3_abc	0.03689604702386458
chr1:1231837-1232337	ENSG00000162572	SCNN1D	chr1	1231837	1232337	1280435	+	48348	stromal	method3_abc	0.033382670356962366
chr1:1231837-1232337	ENSG00000176022	B3GALT6	chr1	1231837	1232337	1232236	+	149	stromal	method3_abc	0.2252084668287372
chr1:1231837-1232337	ENSG00000184163	C1QTNF12	chr1	1231837	1232337	1246721	-	14634	stromal	method3_abc	0.08444593535524432
chr1:1231837-1232337	ENSG00000186827	TNFRSF4	chr1	1231837	1232337	1214152	-	17935	stromal	method3_abc	0.07472440342406726
chr1:1231837-1232337	ENSG00000186891	TNFRSF18	chr1	1231837	1232337	1206591	-	25496	stromal	method3_abc	0.05918229617749866
chr1:1232500-1233000	ENSG00000078808	SDF4	chr1	1232500	1233000	1232030	-	720	stromal	method3_abc	0.02087528736851505
chr1:1232500-1233000	ENSG00000176022	B3GALT6	chr1	1232500	1233000	1232236	+	514	stromal	method3_abc	0.021629746737541224
chr1:1273693-1274193	ENSG00000160087	UBE2J2	chr1	1273693	1274193	1273863	-	80	stromal	method3_abc	0.13037223131013126
chr1:1273693-1274193	ENSG00000162572	SCNN1D	chr1	1273693	1274193	1280435	+	6492	stromal	method3_abc	0.06736854010627574
chr1:1273693-1274193	ENSG00000184163	C1QTNF12	chr1	1273693	1274193	1246721	-	27222	stromal	method3_abc	0.02912669385191204
chr1:1304627-1305127	ENSG00000131584	ACAP3	chr1	1304627	1305127	1309608	-	4731	stromal	method3_abc	0.02965236620220605
chr1:1304627-1305127	ENSG00000169972	PUSL1	chr1	1304627	1305127	1308596	+	3719	stromal	method3_abc	0.03152792438717794
chr1:1305479-1305979	ENSG00000131584	ACAP3	chr1	1305479	1305979	1309608	-	3879	stromal	method3_abc	0.021509588938041453
chr1:1305479-1305979	ENSG00000169972	PUSL1	chr1	1305479	1305979	1308596	+	2867	stromal	method3_abc	0.02309403994549355
chr1:1307155-1307655	ENSG00000131584	ACAP3	chr1	1307155	1307655	1309608	-	2203	stromal	method3_abc	0.022000458934679362
chr1:1307155-1307655	ENSG00000169972	PUSL1	chr1	1307155	1307655	1308596	+	1191	stromal	method3_abc	0.024253897929890297
chr1:1307724-1308224	ENSG00000127054	INTS11	chr1	1307724	1308224	1324686	-	16712	stromal	method3_abc	0.032489652457632856
chr1:1307724-1308224	ENSG00000131584	ACAP3	chr1	1307724	1308224	1309608	-	1634	stromal	method3_abc	0.08241173357530585
chr1:1307724-1308224	ENSG00000160087	UBE2J2	chr1	1307724	1308224	1273863	-	34111	stromal	method3_abc	0.023756446426807982
chr1:1307724-1308224	ENSG00000162572	SCNN1D	chr1	1307724	1308224	1280435	+	27539	stromal	method3_abc	0.029309248146365603
chr1:1307724-1308224	ENSG00000169962	TAS1R3	chr1	1307724	1308224	1331279	+	23305	stromal	method3_abc	0.027718050890976648
chr1:1307724-1308224	ENSG00000169972	PUSL1	chr1	1307724	1308224	1308596	+	622	stromal	method3_abc	0.09197582842108767
chr1:1307724-1308224	ENSG00000224051	CPTP	chr1	1307724	1308224	1324755	+	16781	stromal	method3_abc	0.0324377792707182
chr1:1308268-1308768	ENSG00000107404	DVL1	chr1	1308268	1308768	1349417	-	40899	stromal	method3_abc	0.022169424922375093
chr1:1308268-1308768	ENSG00000127054	INTS11	chr1	1308268	1308768	1324686	-	16168	stromal	method3_abc	0.045725603191858075
chr1:1308268-1308768	ENSG00000131584	ACAP3	chr1	1308268	1308768	1309608	-	1090	stromal	method3_abc	0.12222038183430908
chr1:1308268-1308768	ENSG00000160087	UBE2J2	chr1	1308268	1308768	1273863	-	34655	stromal	method3_abc	0.03231389375928441
chr1:1308268-1308768	ENSG00000162572	SCNN1D	chr1	1308268	1308768	1280435	+	28083	stromal	method3_abc	0.03977105010275921
chr1:1308268-1308768	ENSG00000169962	TAS1R3	chr1	1308268	1308768	1331279	+	22761	stromal	method3_abc	0.03880807210017647
chr1:1308268-1308768	ENSG00000169972	PUSL1	chr1	1308268	1308768	1308596	+	78	stromal	method3_abc	0.1383416873890036
chr1:1308268-1308768	ENSG00000184163	C1QTNF12	chr1	1308268	1308768	1246721	-	61797	stromal	method3_abc	0.022880593827915473
chr1:1308268-1308768	ENSG00000224051	CPTP	chr1	1308268	1308768	1324755	+	16237	stromal	method3_abc	0.045649364130877466
chr1:1308773-1309273	ENSG00000131584	ACAP3	chr1	1308773	1309273	1309608	-	585	stromal	method3_abc	0.03434140617581417
chr1:1308773-1309273	ENSG00000169972	PUSL1	chr1	1308773	1309273	1308596	+	427	stromal	method3_abc	0.03402563411402203
chr1:1324442-1324942	ENSG00000107404	DVL1	chr1	1324442	1324942	1349417	-	24725	stromal	method3_abc	0.024556909976074796
chr1:1324442-1324942	ENSG00000127054	INTS11	chr1	1324442	1324942	1324686	-	6	stromal	method3_abc	0.12167752412068039
chr1:1324442-1324942	ENSG00000131584	ACAP3	chr1	1324442	1324942	1309608	-	15084	stromal	method3_abc	0.03285091743578204
chr1:1324442-1324942	ENSG00000162572	SCNN1D	chr1	1324442	1324942	1280435	+	44257	stromal	method3_abc	0.02135220310673839
chr1:1324442-1324942	ENSG00000169962	TAS1R3	chr1	1324442	1324942	1331279	+	6587	stromal	method3_abc	0.06299735879103545
chr1:1324442-1324942	ENSG00000169972	PUSL1	chr1	1324442	1324942	1308596	+	16096	stromal	method3_abc	0.030417122018371566
chr1:1324442-1324942	ENSG00000224051	CPTP	chr1	1324442	1324942	1324755	+	63	stromal	method3_abc	0.12062501988331804
chr1:1349265-1349765	ENSG00000107404	DVL1	chr1	1349265	1349765	1349417	-	98	stromal	method3_abc	0.14325026362083565
chr1:1349265-1349765	ENSG00000127054	INTS11	chr1	1349265	1349765	1324686	-	24829	stromal	method3_abc	0.03240225827447603
chr1:1349265-1349765	ENSG00000131584	ACAP3	chr1	1349265	1349765	1309608	-	39907	stromal	method3_abc	0.020523787718429914
chr1:1349265-1349765	ENSG00000162576	MXRA8	chr1	1349265	1349765	1361776	-	12261	stromal	method3_abc	0.052617525054964115
chr1:1349265-1349765	ENSG00000169962	TAS1R3	chr1	1349265	1349765	1331279	+	18236	stromal	method3_abc	0.04326734749109936
chr1:1349265-1349765	ENSG00000175756	AURKAIP1	chr1	1349265	1349765	1375206	-	25691	stromal	method3_abc	0.03218125477837268
chr1:1349265-1349765	ENSG00000221978	CCNL2	chr1	1349265	1349765	1399334	-	49819	stromal	method3_abc	0.020593258890589643
chr1:1349265-1349765	ENSG00000224051	CPTP	chr1	1349265	1349765	1324755	+	24760	stromal	method3_abc	0.03250537585838375
chr1:1358362-1358862	ENSG00000107404	DVL1	chr1	1358362	1358862	1349417	-	9195	stromal	method3_abc	0.025649452863576238
chr1:1358362-1358862	ENSG00000162576	MXRA8	chr1	1358362	1358862	1361776	-	3164	stromal	method3_abc	0.044047859268237885
chr1:1360476-1360976	ENSG00000162576	MXRA8	chr1	1360476	1360976	1361776	-	1050	stromal	method3_abc	0.03976205805904394
chr1:1361916-1362416	ENSG00000162576	MXRA8	chr1	1361916	1362416	1361776	-	390	stromal	method3_abc	0.0220464851312668
chr1:1371971-1372471	ENSG00000175756	AURKAIP1	chr1	1371971	1372471	1375206	-	2985	stromal	method3_abc	0.02932683339442952
chr1:1375127-1375627	ENSG00000107404	DVL1	chr1	1375127	1375627	1349417	-	25960	stromal	method3_abc	0.035008523646559916
chr1:1375127-1375627	ENSG00000127054	INTS11	chr1	1375127	1375627	1324686	-	50691	stromal	method3_abc	0.022096084438977193
chr1:1375127-1375627	ENSG00000162576	MXRA8	chr1	1375127	1375627	1361776	-	13601	stromal	method3_abc	0.057878672585353945
chr1:1375127-1375627	ENSG00000169962	TAS1R3	chr1	1375127	1375627	1331279	+	44098	stromal	method3_abc	0.026493082743968676
chr1:1375127-1375627	ENSG00000175756	AURKAIP1	chr1	1375127	1375627	1375206	-	171	stromal	method3_abc	0.17788120861955692
chr1:1375127-1375627	ENSG00000205116	TMEM88B	chr1	1375127	1375627	1425870	+	50493	stromal	method3_abc	0.02402115637452058
chr1:1375127-1375627	ENSG00000215915	ATAD3C	chr1	1375127	1375627	1449688	+	74311	stromal	method3_abc	0.02231453467015937
chr1:1375127-1375627	ENSG00000221978	CCNL2	chr1	1375127	1375627	1399334	-	23957	stromal	method3_abc	0.042121796271672875
chr1:1375127-1375627	ENSG00000224051	CPTP	chr1	1375127	1375627	1324755	+	50622	stromal	method3_abc	0.022145660491059174
chr1:1375127-1375627	ENSG00000235098	ANKRD65	chr1	1375127	1375627	1421768	-	46391	stromal	method3_abc	0.026531554043176597
chr1:1375127-1375627	ENSG00000242485	MRPL20	chr1	1375127	1375627	1407292	-	31915	stromal	method3_abc	0.035667158089461755
chr1:1399252-1399752	ENSG00000160072	ATAD3B	chr1	1399252	1399752	1471764	+	72262	stromal	method3_abc	0.020213962391380545
chr1:1399252-1399752	ENSG00000162576	MXRA8	chr1	1399252	1399752	1361776	-	37726	stromal	method3_abc	0.023923691210911098
chr1:1399252-1399752	ENSG00000175756	AURKAIP1	chr1	1399252	1399752	1375206	-	24296	stromal	method3_abc	0.0335221582343165
chr1:1399252-1399752	ENSG00000179403	VWA1	chr1	1399252	1399752	1434860	+	35358	stromal	method3_abc	0.02492621169555275
chr1:1399252-1399752	ENSG00000205116	TMEM88B	chr1	1399252	1399752	1425870	+	26368	stromal	method3_abc	0.03362427298919071
chr1:1399252-1399752	ENSG00000215915	ATAD3C	chr1	1399252	1399752	1449688	+	50186	stromal	method3_abc	0.026069461151334322
chr1:1399252-1399752	ENSG00000221978	CCNL2	chr1	1399252	1399752	1399334	-	168	stromal	method3_abc	0.1607523028774178
chr1:1399252-1399752	ENSG00000235098	ANKRD65	chr1	1399252	1399752	1421768	-	22266	stromal	method3_abc	0.03924271901535064
chr1:1399252-1399752	ENSG00000242485	MRPL20	chr1	1399252	1399752	1407292	-	7790	stromal	method3_abc	0.07643159612068581
chr1:1407098-1407598	ENSG00000221978	CCNL2	chr1	1407098	1407598	1399334	-	8014	stromal	method3_abc	0.03331822426913443
chr1:1407098-1407598	ENSG00000235098	ANKRD65	chr1	1407098	1407598	1421768	-	14420	stromal	method3_abc	0.024403064716933705
chr1:1407098-1407598	ENSG00000242485	MRPL20	chr1	1407098	1407598	1407292	-	56	stromal	method3_abc	0.07932491559764594
chr1:1419878-1420378	ENSG00000205116	TMEM88B	chr1	1419878	1420378	1425870	+	5742	stromal	method3_abc	0.02795258050188739
chr1:1419878-1420378	ENSG00000235098	ANKRD65	chr1	1419878	1420378	1421768	-	1640	stromal	method3_abc	0.043886712276067656
chr1:1427362-1427862	ENSG00000205116	TMEM88B	chr1	1427362	1427862	1425870	+	1742	stromal	method3_abc	0.02622101015447418
chr1:1430290-1430790	ENSG00000179403	VWA1	chr1	1430290	1430790	1434860	+	4320	stromal	method3_abc	0.04167876251446386
chr1:1430290-1430790	ENSG00000205116	TMEM88B	chr1	1430290	1430790	1425870	+	4670	stromal	method3_abc	0.04372874456944874
chr1:1430290-1430790	ENSG00000215915	ATAD3C	chr1	1430290	1430790	1449688	+	19148	stromal	method3_abc	0.024998168647690295
chr1:1430290-1430790	ENSG00000235098	ANKRD65	chr1	1430290	1430790	1421768	-	8772	stromal	method3_abc	0.03321344544709462
chr1:1431820-1432320	ENSG00000179403	VWA1	chr1	1431820	1432320	1434860	+	2790	stromal	method3_abc	0.029002247133867884
chr1:1431820-1432320	ENSG00000205116	TMEM88B	chr1	1431820	1432320	1425870	+	6200	stromal	method3_abc	0.02291030861395312
chr1:1433122-1433622	ENSG00000179403	VWA1	chr1	1433122	1433622	1434860	+	1488	stromal	method3_abc	0.03793521848053185
chr1:1433122-1433622	ENSG00000205116	TMEM88B	chr1	1433122	1433622	1425870	+	7502	stromal	method3_abc	0.023226739185064755
chr1:1433727-1434227	ENSG00000179403	VWA1	chr1	1433727	1434227	1434860	+	883	stromal	method3_abc	0.035050488202044046
chr1:1434397-1434897	ENSG00000179403	VWA1	chr1	1434397	1434897	1434860	+	213	stromal	method3_abc	0.05103445543910733
chr1:1434397-1434897	ENSG00000205116	TMEM88B	chr1	1434397	1434897	1425870	+	8777	stromal	method3_abc	0.023738137160952216
chr1:1434397-1434897	ENSG00000215915	ATAD3C	chr1	1434397	1434897	1449688	+	15041	stromal	method3_abc	0.021715412705985628
chr1:1435448-1435948	ENSG00000160072	ATAD3B	chr1	1435448	1435948	1471764	+	36066	stromal	method3_abc	0.0207083705934558
chr1:1435448-1435948	ENSG00000179403	VWA1	chr1	1435448	1435948	1434860	+	838	stromal	method3_abc	0.07922442503550241
chr1:1435448-1435948	ENSG00000205116	TMEM88B	chr1	1435448	1435948	1425870	+	9828	stromal	method3_abc	0.03814594643535437
chr1:1435448-1435948	ENSG00000215915	ATAD3C	chr1	1435448	1435948	1449688	+	13990	stromal	method3_abc	0.038985246547068635
chr1:1435448-1435948	ENSG00000235098	ANKRD65	chr1	1435448	1435948	1421768	-	13930	stromal	method3_abc	0.03186562885325006
chr1:1440808-1441308	ENSG00000215915	ATAD3C	chr1	1440808	1441308	1449688	+	8630	stromal	method3_abc	0.02080505073987902
chr1:1471425-1471925	ENSG00000160072	ATAD3B	chr1	1471425	1471925	1471764	+	89	stromal	method3_abc	0.13059934634213768
chr1:1471425-1471925	ENSG00000215915	ATAD3C	chr1	1471425	1471925	1449688	+	21987	stromal	method3_abc	0.02944069859973233
chr1:1511293-1511793	ENSG00000197785	ATAD3A	chr1	1511293	1511793	1512161	+	618	stromal	method3_abc	0.04751182700625555
chr1:1511799-1512299	ENSG00000160072	ATAD3B	chr1	1511799	1512299	1471764	+	40285	stromal	method3_abc	0.02458465907893733
chr1:1511799-1512299	ENSG00000197785	ATAD3A	chr1	1511799	1512299	1512161	+	112	stromal	method3_abc	0.1597097644496861
chr1:1511799-1512299	ENSG00000205090	TMEM240	chr1	1511799	1512299	1540623	-	28574	stromal	method3_abc	0.03141368807793802
chr1:1539573-1540073	ENSG00000205090	TMEM240	chr1	1539573	1540073	1540623	-	800	stromal	method3_abc	0.033062654694951656
chr1:1540366-1540866	ENSG00000205090	TMEM240	chr1	1540366	1540866	1540623	-	7	stromal	method3_abc	0.0979344785264272
chr1:1540888-1541388	ENSG00000205090	TMEM240	chr1	1540888	1541388	1540623	-	515	stromal	method3_abc	0.03197122952172884
chr1:1573974-1574474	ENSG00000160075	SSU72	chr1	1573974	1574474	1574862	-	638	stromal	method3_abc	0.03377275527328408
chr1:1574658-1575158	ENSG00000160075	SSU72	chr1	1574658	1575158	1574862	-	46	stromal	method3_abc	0.1569435411544821
chr1:1574658-1575158	ENSG00000197530	MIB2	chr1	1574658	1575158	1615453	+	40545	stromal	method3_abc	0.020197439794595533
chr1:1574658-1575158	ENSG00000205090	TMEM240	chr1	1574658	1575158	1540623	-	34285	stromal	method3_abc	0.026159670544110853
chr1:1574658-1575158	ENSG00000228594	FNDC10	chr1	1574658	1575158	1600134	-	25226	stromal	method3_abc	0.03637223134949096
chr1:1575176-1575676	ENSG00000160075	SSU72	chr1	1575176	1575676	1574862	-	564	stromal	method3_abc	0.030812843134534244
chr1:1614649-1615149	ENSG00000197530	MIB2	chr1	1614649	1615149	1615453	+	554	stromal	method3_abc	0.02010301343865684
chr1:1615160-1615660	ENSG00000160075	SSU72	chr1	1615160	1615660	1574862	-	40548	stromal	method3_abc	0.032160299390267134
chr1:1615160-1615660	ENSG00000189339	SLC35E2B	chr1	1615160	1615660	1692794	-	77384	stromal	method3_abc	0.02138489045891314
chr1:1615160-1615660	ENSG00000189409	MMP23B	chr1	1615160	1615660	1632162	+	16752	stromal	method3_abc	0.05815401075057987
chr1:1615160-1615660	ENSG00000197530	MIB2	chr1	1615160	1615660	1615453	+	43	stromal	method3_abc	0.1904062357789256
chr1:1615160-1615660	ENSG00000228594	FNDC10	chr1	1615160	1615660	1600134	-	15276	stromal	method3_abc	0.07153315524559242
chr1:1615160-1615660	ENSG00000248333	CDK11B	chr1	1615160	1615660	1659011	-	43601	stromal	method3_abc	0.03379295084849695
chr1:1615978-1616478	ENSG00000197530	MIB2	chr1	1615978	1616478	1615453	+	775	stromal	method3_abc	0.048880707124109926
chr1:1630221-1630721	ENSG00000189409	MMP23B	chr1	1630221	1630721	1632162	+	1691	stromal	method3_abc	0.05571758036558913
chr1:1630909-1631409	ENSG00000189409	MMP23B	chr1	1630909	1631409	1632162	+	1003	stromal	method3_abc	0.06389043862699556
chr1:1631422-1631922	ENSG00000189409	MMP23B	chr1	1631422	1631922	1632162	+	490	stromal	method3_abc	0.0366640295652247
chr1:1631990-1632490	ENSG00000189409	MMP23B	chr1	1631990	1632490	1632162	+	78	stromal	method3_abc	0.03727326666773464
chr1:1658946-1659446	ENSG00000189339	SLC35E2B	chr1	1658946	1659446	1692794	-	33598	stromal	method3_abc	0.02527685769943897
chr1:1658946-1659446	ENSG00000189409	MMP23B	chr1	1658946	1659446	1632162	+	27034	stromal	method3_abc	0.0253785253325144
chr1:1658946-1659446	ENSG00000248333	CDK11B	chr1	1658946	1659446	1659011	-	185	stromal	method3_abc	0.14471720083436068
chr1:1686166-1686666	ENSG00000189339	SLC35E2B	chr1	1686166	1686666	1692794	-	6378	stromal	method3_abc	0.02283309803780415
chr1:1692560-1693060	ENSG00000189339	SLC35E2B	chr1	1692560	1693060	1692794	-	16	stromal	method3_abc	0.09995693276206791
chr1:1693153-1693653	ENSG00000189339	SLC35E2B	chr1	1693153	1693653	1692794	-	609	stromal	method3_abc	0.06205796487248238
chr1:1724179-1724679	ENSG00000008128	CDK11A	chr1	1724179	1724679	1724356	-	73	stromal	method3_abc	0.182928911342446
chr1:1724179-1724679	ENSG00000008130	NADK	chr1	1724179	1724679	1780456	-	56027	stromal	method3_abc	0.020885471275361157
chr1:1724179-1724679	ENSG00000189339	SLC35E2B	chr1	1724179	1724679	1692794	-	31635	stromal	method3_abc	0.031758649538044866
chr1:1778220-1778720	ENSG00000008130	NADK	chr1	1778220	1778720	1780456	-	1986	stromal	method3_abc	0.10194755466435133
chr1:1778767-1779267	ENSG00000008130	NADK	chr1	1778767	1779267	1780456	-	1439	stromal	method3_abc	0.038900655253672756
chr1:1780324-1780824	ENSG00000008130	NADK	chr1	1780324	1780824	1780456	-	118	stromal	method3_abc	0.022845276487663862
chr1:1781985-1782485	ENSG00000008130	NADK	chr1	1781985	1782485	1780456	-	1779	stromal	method3_abc	0.023713674511424778
chr1:1782559-1783059	ENSG00000008130	NADK	chr1	1782559	1783059	1780456	-	2353	stromal	method3_abc	0.024007227153103737
