peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	pvalue	fdr
chr1:1000618-1001118	ENSG00000187608	ISG15	chr1	1000618	1001118	1001137	+	269	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1000618-1001118	ENSG00000188290	HES4	chr1	1000618	1001118	1000171	-	697	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1001184-1001684	ENSG00000187608	ISG15	chr1	1001184	1001684	1001137	+	297	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1001184-1001684	ENSG00000188290	HES4	chr1	1001184	1001684	1000171	-	1263	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1001733-1002233	ENSG00000187608	ISG15	chr1	1001733	1002233	1001137	+	846	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1001733-1002233	ENSG00000188290	HES4	chr1	1001733	1002233	1000171	-	1812	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1002409-1002909	ENSG00000187608	ISG15	chr1	1002409	1002909	1001137	+	1522	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1018165-1018665	ENSG00000188157	AGRN	chr1	1018165	1018665	1020119	+	1704	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1018767-1019267	ENSG00000188157	AGRN	chr1	1018767	1019267	1020119	+	1102	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1019312-1019812	ENSG00000188157	AGRN	chr1	1019312	1019812	1020119	+	557	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1019830-1020330	ENSG00000188157	AGRN	chr1	1019830	1020330	1020119	+	39	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1020388-1020888	ENSG00000188157	AGRN	chr1	1020388	1020888	1020119	+	519	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1021050-1021550	ENSG00000188157	AGRN	chr1	1021050	1021550	1020119	+	1181	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1021567-1022067	ENSG00000188157	AGRN	chr1	1021567	1022067	1020119	+	1698	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1072275-1072775	ENSG00000237330	RNF223	chr1	1072275	1072775	1074305	-	1780	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1072981-1073481	ENSG00000237330	RNF223	chr1	1072981	1073481	1074305	-	1074	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1073712-1074212	ENSG00000237330	RNF223	chr1	1073712	1074212	1074305	-	343	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1074509-1075009	ENSG00000237330	RNF223	chr1	1074509	1075009	1074305	-	454	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1075093-1075593	ENSG00000237330	RNF223	chr1	1075093	1075593	1074305	-	1038	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1075645-1076145	ENSG00000237330	RNF223	chr1	1075645	1076145	1074305	-	1590	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1114429-1114929	ENSG00000131591	C1orf159	chr1	1114429	1114929	1116360	-	1681	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1114971-1115471	ENSG00000131591	C1orf159	chr1	1114971	1115471	1116360	-	1139	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1115986-1116486	ENSG00000131591	C1orf159	chr1	1115986	1116486	1116360	-	124	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1116522-1117022	ENSG00000131591	C1orf159	chr1	1116522	1117022	1116360	-	412	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1117413-1117913	ENSG00000131591	C1orf159	chr1	1117413	1117913	1116360	-	1303	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1118114-1118614	ENSG00000131591	C1orf159	chr1	1118114	1118614	1116360	-	2004	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1172017-1172517	ENSG00000162571	TTLL10	chr1	1172017	1172517	1173879	+	1612	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1172948-1173448	ENSG00000162571	TTLL10	chr1	1172948	1173448	1173879	+	681	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1173640-1174140	ENSG00000162571	TTLL10	chr1	1173640	1174140	1173879	+	11	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1174441-1174941	ENSG00000162571	TTLL10	chr1	1174441	1174941	1173879	+	812	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1175408-1175908	ENSG00000162571	TTLL10	chr1	1175408	1175908	1173879	+	1779	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1204975-1205475	ENSG00000186891	TNFRSF18	chr1	1204975	1205475	1206591	-	1366	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1205762-1206262	ENSG00000186891	TNFRSF18	chr1	1205762	1206262	1206591	-	579	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1206359-1206859	ENSG00000186891	TNFRSF18	chr1	1206359	1206859	1206591	-	18	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1207018-1207518	ENSG00000186891	TNFRSF18	chr1	1207018	1207518	1206591	-	677	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1207772-1208272	ENSG00000186891	TNFRSF18	chr1	1207772	1208272	1206591	-	1431	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1208316-1208816	ENSG00000186891	TNFRSF18	chr1	1208316	1208816	1206591	-	1975	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1211968-1212468	ENSG00000186827	TNFRSF4	chr1	1211968	1212468	1214152	-	1934	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1212829-1213329	ENSG00000186827	TNFRSF4	chr1	1212829	1213329	1214152	-	1073	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1213506-1214006	ENSG00000186827	TNFRSF4	chr1	1213506	1214006	1214152	-	396	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1214066-1214566	ENSG00000186827	TNFRSF4	chr1	1214066	1214566	1214152	-	164	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1214633-1215133	ENSG00000186827	TNFRSF4	chr1	1214633	1215133	1214152	-	731	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1215182-1215682	ENSG00000186827	TNFRSF4	chr1	1215182	1215682	1214152	-	1280	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1215919-1216419	ENSG00000186827	TNFRSF4	chr1	1215919	1216419	1214152	-	2017	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1229670-1230170	ENSG00000078808	SDF4	chr1	1229670	1230170	1232030	-	2110	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1230611-1231111	ENSG00000078808	SDF4	chr1	1230611	1231111	1232030	-	1169	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1230611-1231111	ENSG00000176022	B3GALT6	chr1	1230611	1231111	1232236	+	1375	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1231287-1231787	ENSG00000078808	SDF4	chr1	1231287	1231787	1232030	-	493	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1231287-1231787	ENSG00000176022	B3GALT6	chr1	1231287	1231787	1232236	+	699	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1231796-1232296	ENSG00000078808	SDF4	chr1	1231796	1232296	1232030	-	16	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1231796-1232296	ENSG00000176022	B3GALT6	chr1	1231796	1232296	1232236	+	190	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1232846-1233346	ENSG00000078808	SDF4	chr1	1232846	1233346	1232030	-	1066	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1232846-1233346	ENSG00000176022	B3GALT6	chr1	1232846	1233346	1232236	+	860	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1233978-1234478	ENSG00000078808	SDF4	chr1	1233978	1234478	1232030	-	2198	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1233978-1234478	ENSG00000176022	B3GALT6	chr1	1233978	1234478	1232236	+	1992	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1245219-1245719	ENSG00000184163	C1QTNF12	chr1	1245219	1245719	1246721	-	1252	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1245781-1246281	ENSG00000184163	C1QTNF12	chr1	1245781	1246281	1246721	-	690	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1246487-1246987	ENSG00000184163	C1QTNF12	chr1	1246487	1246987	1246721	-	16	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1247072-1247572	ENSG00000184163	C1QTNF12	chr1	1247072	1247572	1246721	-	601	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1247863-1248363	ENSG00000184163	C1QTNF12	chr1	1247863	1248363	1246721	-	1392	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1271471-1271971	ENSG00000160087	UBE2J2	chr1	1271471	1271971	1273863	-	2142	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1272494-1272994	ENSG00000160087	UBE2J2	chr1	1272494	1272994	1273863	-	1119	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1273094-1273594	ENSG00000160087	UBE2J2	chr1	1273094	1273594	1273863	-	519	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1273628-1274128	ENSG00000160087	UBE2J2	chr1	1273628	1274128	1273863	-	15	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1274157-1274657	ENSG00000160087	UBE2J2	chr1	1274157	1274657	1273863	-	544	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1274959-1275459	ENSG00000160087	UBE2J2	chr1	1274959	1275459	1273863	-	1346	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1275460-1275960	ENSG00000160087	UBE2J2	chr1	1275460	1275960	1273863	-	1847	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1278558-1279058	ENSG00000162572	SCNN1D	chr1	1278558	1279058	1280435	+	1627	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1279786-1280286	ENSG00000162572	SCNN1D	chr1	1279786	1280286	1280435	+	399	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1280428-1280928	ENSG00000162572	SCNN1D	chr1	1280428	1280928	1280435	+	243	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1281038-1281538	ENSG00000162572	SCNN1D	chr1	1281038	1281538	1280435	+	853	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1281665-1282165	ENSG00000162572	SCNN1D	chr1	1281665	1282165	1280435	+	1480	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1282399-1282899	ENSG00000162572	SCNN1D	chr1	1282399	1282899	1280435	+	2214	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1306705-1307205	ENSG00000169972	PUSL1	chr1	1306705	1307205	1308596	+	1641	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1307207-1307707	ENSG00000131584	ACAP3	chr1	1307207	1307707	1309608	-	2151	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1307207-1307707	ENSG00000169972	PUSL1	chr1	1307207	1307707	1308596	+	1139	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1307729-1308229	ENSG00000131584	ACAP3	chr1	1307729	1308229	1309608	-	1629	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1307729-1308229	ENSG00000169972	PUSL1	chr1	1307729	1308229	1308596	+	617	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1308241-1308741	ENSG00000131584	ACAP3	chr1	1308241	1308741	1309608	-	1117	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1308241-1308741	ENSG00000169972	PUSL1	chr1	1308241	1308741	1308596	+	105	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1309042-1309542	ENSG00000131584	ACAP3	chr1	1309042	1309542	1309608	-	316	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1309042-1309542	ENSG00000169972	PUSL1	chr1	1309042	1309542	1308596	+	696	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1309675-1310175	ENSG00000131584	ACAP3	chr1	1309675	1310175	1309608	-	317	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1309675-1310175	ENSG00000169972	PUSL1	chr1	1309675	1310175	1308596	+	1329	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1310240-1310740	ENSG00000131584	ACAP3	chr1	1310240	1310740	1309608	-	882	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1310240-1310740	ENSG00000169972	PUSL1	chr1	1310240	1310740	1308596	+	1894	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1311098-1311598	ENSG00000131584	ACAP3	chr1	1311098	1311598	1309608	-	1740	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1322967-1323467	ENSG00000127054	INTS11	chr1	1322967	1323467	1324686	-	1469	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1322967-1323467	ENSG00000224051	CPTP	chr1	1322967	1323467	1324755	+	1538	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1323755-1324255	ENSG00000127054	INTS11	chr1	1323755	1324255	1324686	-	681	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1323755-1324255	ENSG00000224051	CPTP	chr1	1323755	1324255	1324755	+	750	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1324502-1325002	ENSG00000127054	INTS11	chr1	1324502	1325002	1324686	-	66	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1324502-1325002	ENSG00000224051	CPTP	chr1	1324502	1325002	1324755	+	3	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1325020-1325520	ENSG00000127054	INTS11	chr1	1325020	1325520	1324686	-	584	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1325020-1325520	ENSG00000224051	CPTP	chr1	1325020	1325520	1324755	+	515	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1325670-1326170	ENSG00000127054	INTS11	chr1	1325670	1326170	1324686	-	1234	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1325670-1326170	ENSG00000224051	CPTP	chr1	1325670	1326170	1324755	+	1165	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1326436-1326936	ENSG00000127054	INTS11	chr1	1326436	1326936	1324686	-	2000	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1326436-1326936	ENSG00000224051	CPTP	chr1	1326436	1326936	1324755	+	1931	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1329323-1329823	ENSG00000169962	TAS1R3	chr1	1329323	1329823	1331279	+	1706	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1330073-1330573	ENSG00000169962	TAS1R3	chr1	1330073	1330573	1331279	+	956	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1330890-1331390	ENSG00000169962	TAS1R3	chr1	1330890	1331390	1331279	+	139	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1331874-1332374	ENSG00000169962	TAS1R3	chr1	1331874	1332374	1331279	+	845	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1332793-1333293	ENSG00000169962	TAS1R3	chr1	1332793	1333293	1331279	+	1764	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1347558-1348058	ENSG00000107404	DVL1	chr1	1347558	1348058	1349417	-	1609	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1348360-1348860	ENSG00000107404	DVL1	chr1	1348360	1348860	1349417	-	807	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1349186-1349686	ENSG00000107404	DVL1	chr1	1349186	1349686	1349417	-	19	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1349712-1350212	ENSG00000107404	DVL1	chr1	1349712	1350212	1349417	-	545	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1351299-1351799	ENSG00000107404	DVL1	chr1	1351299	1351799	1349417	-	2132	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1359443-1359943	ENSG00000162576	MXRA8	chr1	1359443	1359943	1361776	-	2083	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1360426-1360926	ENSG00000162576	MXRA8	chr1	1360426	1360926	1361776	-	1100	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1360990-1361490	ENSG00000162576	MXRA8	chr1	1360990	1361490	1361776	-	536	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1361879-1362379	ENSG00000162576	MXRA8	chr1	1361879	1362379	1361776	-	353	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1362866-1363366	ENSG00000162576	MXRA8	chr1	1362866	1363366	1361776	-	1340	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1373197-1373697	ENSG00000175756	AURKAIP1	chr1	1373197	1373697	1375206	-	1759	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1373775-1374275	ENSG00000175756	AURKAIP1	chr1	1373775	1374275	1375206	-	1181	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1374540-1375040	ENSG00000175756	AURKAIP1	chr1	1374540	1375040	1375206	-	416	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1375214-1375714	ENSG00000175756	AURKAIP1	chr1	1375214	1375714	1375206	-	258	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1376049-1376549	ENSG00000175756	AURKAIP1	chr1	1376049	1376549	1375206	-	1093	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1376781-1377281	ENSG00000175756	AURKAIP1	chr1	1376781	1377281	1375206	-	1825	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1396876-1397376	ENSG00000221978	CCNL2	chr1	1396876	1397376	1399334	-	2208	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1397536-1398036	ENSG00000221978	CCNL2	chr1	1397536	1398036	1399334	-	1548	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1398103-1398603	ENSG00000221978	CCNL2	chr1	1398103	1398603	1399334	-	981	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1398636-1399136	ENSG00000221978	CCNL2	chr1	1398636	1399136	1399334	-	448	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1399203-1399703	ENSG00000221978	CCNL2	chr1	1399203	1399703	1399334	-	119	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1399775-1400275	ENSG00000221978	CCNL2	chr1	1399775	1400275	1399334	-	691	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1400438-1400938	ENSG00000221978	CCNL2	chr1	1400438	1400938	1399334	-	1354	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1400947-1401447	ENSG00000221978	CCNL2	chr1	1400947	1401447	1399334	-	1863	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1405495-1405995	ENSG00000242485	MRPL20	chr1	1405495	1405995	1407292	-	1547	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1406430-1406930	ENSG00000242485	MRPL20	chr1	1406430	1406930	1407292	-	612	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1407051-1407551	ENSG00000242485	MRPL20	chr1	1407051	1407551	1407292	-	9	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1407591-1408091	ENSG00000242485	MRPL20	chr1	1407591	1408091	1407292	-	549	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1408846-1409346	ENSG00000242485	MRPL20	chr1	1408846	1409346	1407292	-	1804	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1419938-1420438	ENSG00000235098	ANKRD65	chr1	1419938	1420438	1421768	-	1580	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1420719-1421219	ENSG00000235098	ANKRD65	chr1	1420719	1421219	1421768	-	799	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1421250-1421750	ENSG00000235098	ANKRD65	chr1	1421250	1421750	1421768	-	268	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1421960-1422460	ENSG00000235098	ANKRD65	chr1	1421960	1422460	1421768	-	442	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1424797-1425297	ENSG00000205116	TMEM88B	chr1	1424797	1425297	1425870	+	823	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1425310-1425810	ENSG00000205116	TMEM88B	chr1	1425310	1425810	1425870	+	310	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1425859-1426359	ENSG00000205116	TMEM88B	chr1	1425859	1426359	1425870	+	239	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1426690-1427190	ENSG00000205116	TMEM88B	chr1	1426690	1427190	1425870	+	1070	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1427195-1427695	ENSG00000205116	TMEM88B	chr1	1427195	1427695	1425870	+	1575	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1432438-1432938	ENSG00000179403	VWA1	chr1	1432438	1432938	1434860	+	2172	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1433141-1433641	ENSG00000179403	VWA1	chr1	1433141	1433641	1434860	+	1469	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1433689-1434189	ENSG00000179403	VWA1	chr1	1433689	1434189	1434860	+	921	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1434471-1434971	ENSG00000179403	VWA1	chr1	1434471	1434971	1434860	+	139	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1435399-1435899	ENSG00000179403	VWA1	chr1	1435399	1435899	1434860	+	789	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1436236-1436736	ENSG00000179403	VWA1	chr1	1436236	1436736	1434860	+	1626	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1436777-1437277	ENSG00000179403	VWA1	chr1	1436777	1437277	1434860	+	2167	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1448368-1448868	ENSG00000215915	ATAD3C	chr1	1448368	1448868	1449688	+	1070	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1449489-1449989	ENSG00000215915	ATAD3C	chr1	1449489	1449989	1449688	+	51	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1469457-1469957	ENSG00000160072	ATAD3B	chr1	1469457	1469957	1471764	+	2057	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1470846-1471346	ENSG00000160072	ATAD3B	chr1	1470846	1471346	1471764	+	668	epithelial	method2b_glasso	1.0	0.0	0.0
chr1:1471448-1471948	ENSG00000160072	ATAD3B	chr1	1471448	1471948	1471764	+	66	epithelial	method2b_glasso	1.0	0.0	0.0
