peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	pvalue	fdr
chr1:1212239-1212739	ENSG00000186827	TNFRSF4	chr1	1212239	1212739	1214152	-	1663	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1212837-1213337	ENSG00000186827	TNFRSF4	chr1	1212837	1213337	1214152	-	1065	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1213511-1214011	ENSG00000186827	TNFRSF4	chr1	1213511	1214011	1214152	-	391	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1214175-1214675	ENSG00000186827	TNFRSF4	chr1	1214175	1214675	1214152	-	273	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1215052-1215552	ENSG00000186827	TNFRSF4	chr1	1215052	1215552	1214152	-	1150	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1215794-1216294	ENSG00000186827	TNFRSF4	chr1	1215794	1216294	1214152	-	1892	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1230068-1230568	ENSG00000078808	SDF4	chr1	1230068	1230568	1232030	-	1712	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1230068-1230568	ENSG00000176022	B3GALT6	chr1	1230068	1230568	1232236	+	1918	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1230734-1231234	ENSG00000078808	SDF4	chr1	1230734	1231234	1232030	-	1046	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1230734-1231234	ENSG00000176022	B3GALT6	chr1	1230734	1231234	1232236	+	1252	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1231296-1231796	ENSG00000078808	SDF4	chr1	1231296	1231796	1232030	-	484	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1231296-1231796	ENSG00000176022	B3GALT6	chr1	1231296	1231796	1232236	+	690	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1231837-1232337	ENSG00000078808	SDF4	chr1	1231837	1232337	1232030	-	57	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1231837-1232337	ENSG00000176022	B3GALT6	chr1	1231837	1232337	1232236	+	149	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1232500-1233000	ENSG00000078808	SDF4	chr1	1232500	1233000	1232030	-	720	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1232500-1233000	ENSG00000176022	B3GALT6	chr1	1232500	1233000	1232236	+	514	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1233056-1233556	ENSG00000078808	SDF4	chr1	1233056	1233556	1232030	-	1276	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1233056-1233556	ENSG00000176022	B3GALT6	chr1	1233056	1233556	1232236	+	1070	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1246480-1246980	ENSG00000184163	C1QTNF12	chr1	1246480	1246980	1246721	-	9	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1247219-1247719	ENSG00000184163	C1QTNF12	chr1	1247219	1247719	1246721	-	748	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1247934-1248434	ENSG00000184163	C1QTNF12	chr1	1247934	1248434	1246721	-	1463	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1272036-1272536	ENSG00000160087	UBE2J2	chr1	1272036	1272536	1273863	-	1577	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1272977-1273477	ENSG00000160087	UBE2J2	chr1	1272977	1273477	1273863	-	636	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1273693-1274193	ENSG00000160087	UBE2J2	chr1	1273693	1274193	1273863	-	80	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1274493-1274993	ENSG00000160087	UBE2J2	chr1	1274493	1274993	1273863	-	880	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1275111-1275611	ENSG00000160087	UBE2J2	chr1	1275111	1275611	1273863	-	1498	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1280748-1281248	ENSG00000162572	SCNN1D	chr1	1280748	1281248	1280435	+	563	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1281475-1281975	ENSG00000162572	SCNN1D	chr1	1281475	1281975	1280435	+	1290	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1306199-1306699	ENSG00000169972	PUSL1	chr1	1306199	1306699	1308596	+	2147	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1307155-1307655	ENSG00000131584	ACAP3	chr1	1307155	1307655	1309608	-	2203	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1307155-1307655	ENSG00000169972	PUSL1	chr1	1307155	1307655	1308596	+	1191	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1307724-1308224	ENSG00000131584	ACAP3	chr1	1307724	1308224	1309608	-	1634	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1307724-1308224	ENSG00000169972	PUSL1	chr1	1307724	1308224	1308596	+	622	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1308268-1308768	ENSG00000131584	ACAP3	chr1	1308268	1308768	1309608	-	1090	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1308268-1308768	ENSG00000169972	PUSL1	chr1	1308268	1308768	1308596	+	78	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1308773-1309273	ENSG00000131584	ACAP3	chr1	1308773	1309273	1309608	-	585	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1308773-1309273	ENSG00000169972	PUSL1	chr1	1308773	1309273	1308596	+	427	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1309532-1310032	ENSG00000131584	ACAP3	chr1	1309532	1310032	1309608	-	174	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1309532-1310032	ENSG00000169972	PUSL1	chr1	1309532	1310032	1308596	+	1186	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1310248-1310748	ENSG00000131584	ACAP3	chr1	1310248	1310748	1309608	-	890	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1310248-1310748	ENSG00000169972	PUSL1	chr1	1310248	1310748	1308596	+	1902	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1311201-1311701	ENSG00000131584	ACAP3	chr1	1311201	1311701	1309608	-	1843	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1322616-1323116	ENSG00000127054	INTS11	chr1	1322616	1323116	1324686	-	1820	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1322616-1323116	ENSG00000224051	CPTP	chr1	1322616	1323116	1324755	+	1889	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1324442-1324942	ENSG00000127054	INTS11	chr1	1324442	1324942	1324686	-	6	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1324442-1324942	ENSG00000224051	CPTP	chr1	1324442	1324942	1324755	+	63	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1325054-1325554	ENSG00000127054	INTS11	chr1	1325054	1325554	1324686	-	618	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1325054-1325554	ENSG00000224051	CPTP	chr1	1325054	1325554	1324755	+	549	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1325568-1326068	ENSG00000127054	INTS11	chr1	1325568	1326068	1324686	-	1132	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1325568-1326068	ENSG00000224051	CPTP	chr1	1325568	1326068	1324755	+	1063	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1326080-1326580	ENSG00000127054	INTS11	chr1	1326080	1326580	1324686	-	1644	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1326080-1326580	ENSG00000224051	CPTP	chr1	1326080	1326580	1324755	+	1575	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1329964-1330464	ENSG00000169962	TAS1R3	chr1	1329964	1330464	1331279	+	1065	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1330549-1331049	ENSG00000169962	TAS1R3	chr1	1330549	1331049	1331279	+	480	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1331225-1331725	ENSG00000169962	TAS1R3	chr1	1331225	1331725	1331279	+	196	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1332278-1332778	ENSG00000169962	TAS1R3	chr1	1332278	1332778	1331279	+	1249	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1332982-1333482	ENSG00000169962	TAS1R3	chr1	1332982	1333482	1331279	+	1953	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1347218-1347718	ENSG00000107404	DVL1	chr1	1347218	1347718	1349417	-	1949	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1347900-1348400	ENSG00000107404	DVL1	chr1	1347900	1348400	1349417	-	1267	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1348447-1348947	ENSG00000107404	DVL1	chr1	1348447	1348947	1349417	-	720	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1349265-1349765	ENSG00000107404	DVL1	chr1	1349265	1349765	1349417	-	98	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1351363-1351863	ENSG00000107404	DVL1	chr1	1351363	1351863	1349417	-	2196	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1359639-1360139	ENSG00000162576	MXRA8	chr1	1359639	1360139	1361776	-	1887	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1360476-1360976	ENSG00000162576	MXRA8	chr1	1360476	1360976	1361776	-	1050	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1361036-1361536	ENSG00000162576	MXRA8	chr1	1361036	1361536	1361776	-	490	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1361916-1362416	ENSG00000162576	MXRA8	chr1	1361916	1362416	1361776	-	390	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1363218-1363718	ENSG00000162576	MXRA8	chr1	1363218	1363718	1361776	-	1692	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1372975-1373475	ENSG00000175756	AURKAIP1	chr1	1372975	1373475	1375206	-	1981	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1373609-1374109	ENSG00000175756	AURKAIP1	chr1	1373609	1374109	1375206	-	1347	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1374253-1374753	ENSG00000175756	AURKAIP1	chr1	1374253	1374753	1375206	-	703	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1375127-1375627	ENSG00000175756	AURKAIP1	chr1	1375127	1375627	1375206	-	171	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1375961-1376461	ENSG00000175756	AURKAIP1	chr1	1375961	1376461	1375206	-	1005	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1376598-1377098	ENSG00000175756	AURKAIP1	chr1	1376598	1377098	1375206	-	1642	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1397894-1398394	ENSG00000221978	CCNL2	chr1	1397894	1398394	1399334	-	1190	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1398685-1399185	ENSG00000221978	CCNL2	chr1	1398685	1399185	1399334	-	399	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1399252-1399752	ENSG00000221978	CCNL2	chr1	1399252	1399752	1399334	-	168	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1400127-1400627	ENSG00000221978	CCNL2	chr1	1400127	1400627	1399334	-	1043	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1400959-1401459	ENSG00000221978	CCNL2	chr1	1400959	1401459	1399334	-	1875	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1405241-1405741	ENSG00000242485	MRPL20	chr1	1405241	1405741	1407292	-	1801	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1405823-1406323	ENSG00000242485	MRPL20	chr1	1405823	1406323	1407292	-	1219	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1406412-1406912	ENSG00000242485	MRPL20	chr1	1406412	1406912	1407292	-	630	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1407098-1407598	ENSG00000242485	MRPL20	chr1	1407098	1407598	1407292	-	56	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1407643-1408143	ENSG00000242485	MRPL20	chr1	1407643	1408143	1407292	-	601	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1419878-1420378	ENSG00000235098	ANKRD65	chr1	1419878	1420378	1421768	-	1640	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1420710-1421210	ENSG00000235098	ANKRD65	chr1	1420710	1421210	1421768	-	808	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1421328-1421828	ENSG00000235098	ANKRD65	chr1	1421328	1421828	1421768	-	190	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1421830-1422330	ENSG00000235098	ANKRD65	chr1	1421830	1422330	1421768	-	312	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1422397-1422897	ENSG00000235098	ANKRD65	chr1	1422397	1422897	1421768	-	879	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1422904-1423404	ENSG00000235098	ANKRD65	chr1	1422904	1423404	1421768	-	1386	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1423742-1424242	ENSG00000205116	TMEM88B	chr1	1423742	1424242	1425870	+	1878	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1423742-1424242	ENSG00000235098	ANKRD65	chr1	1423742	1424242	1421768	-	2224	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1425824-1426324	ENSG00000205116	TMEM88B	chr1	1425824	1426324	1425870	+	204	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1426730-1427230	ENSG00000205116	TMEM88B	chr1	1426730	1427230	1425870	+	1110	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1427362-1427862	ENSG00000205116	TMEM88B	chr1	1427362	1427862	1425870	+	1742	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1432439-1432939	ENSG00000179403	VWA1	chr1	1432439	1432939	1434860	+	2171	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1433122-1433622	ENSG00000179403	VWA1	chr1	1433122	1433622	1434860	+	1488	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1433727-1434227	ENSG00000179403	VWA1	chr1	1433727	1434227	1434860	+	883	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1434397-1434897	ENSG00000179403	VWA1	chr1	1434397	1434897	1434860	+	213	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1435448-1435948	ENSG00000179403	VWA1	chr1	1435448	1435948	1434860	+	838	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1435981-1436481	ENSG00000179403	VWA1	chr1	1435981	1436481	1434860	+	1371	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1470896-1471396	ENSG00000160072	ATAD3B	chr1	1470896	1471396	1471764	+	618	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1471425-1471925	ENSG00000160072	ATAD3B	chr1	1471425	1471925	1471764	+	89	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1510648-1511148	ENSG00000197785	ATAD3A	chr1	1510648	1511148	1512161	+	1263	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1511293-1511793	ENSG00000197785	ATAD3A	chr1	1511293	1511793	1512161	+	618	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1511799-1512299	ENSG00000197785	ATAD3A	chr1	1511799	1512299	1512161	+	112	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1512468-1512968	ENSG00000197785	ATAD3A	chr1	1512468	1512968	1512161	+	557	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1539009-1539509	ENSG00000205090	TMEM240	chr1	1539009	1539509	1540623	-	1364	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1539573-1540073	ENSG00000205090	TMEM240	chr1	1539573	1540073	1540623	-	800	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1540366-1540866	ENSG00000205090	TMEM240	chr1	1540366	1540866	1540623	-	7	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1540888-1541388	ENSG00000205090	TMEM240	chr1	1540888	1541388	1540623	-	515	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1542216-1542716	ENSG00000205090	TMEM240	chr1	1542216	1542716	1540623	-	1843	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1573974-1574474	ENSG00000160075	SSU72	chr1	1573974	1574474	1574862	-	638	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1574658-1575158	ENSG00000160075	SSU72	chr1	1574658	1575158	1574862	-	46	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1575176-1575676	ENSG00000160075	SSU72	chr1	1575176	1575676	1574862	-	564	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1598593-1599093	ENSG00000228594	FNDC10	chr1	1598593	1599093	1600134	-	1291	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1599504-1600004	ENSG00000228594	FNDC10	chr1	1599504	1600004	1600134	-	380	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1600080-1600580	ENSG00000228594	FNDC10	chr1	1600080	1600580	1600134	-	196	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1600735-1601235	ENSG00000228594	FNDC10	chr1	1600735	1601235	1600134	-	851	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1613577-1614077	ENSG00000197530	MIB2	chr1	1613577	1614077	1615453	+	1626	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1614122-1614622	ENSG00000197530	MIB2	chr1	1614122	1614622	1615453	+	1081	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1614649-1615149	ENSG00000197530	MIB2	chr1	1614649	1615149	1615453	+	554	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1615160-1615660	ENSG00000197530	MIB2	chr1	1615160	1615660	1615453	+	43	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1615978-1616478	ENSG00000197530	MIB2	chr1	1615978	1616478	1615453	+	775	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1616582-1617082	ENSG00000197530	MIB2	chr1	1616582	1617082	1615453	+	1379	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1629706-1630206	ENSG00000189409	MMP23B	chr1	1629706	1630206	1632162	+	2206	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1630221-1630721	ENSG00000189409	MMP23B	chr1	1630221	1630721	1632162	+	1691	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1630909-1631409	ENSG00000189409	MMP23B	chr1	1630909	1631409	1632162	+	1003	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1631422-1631922	ENSG00000189409	MMP23B	chr1	1631422	1631922	1632162	+	490	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1631990-1632490	ENSG00000189409	MMP23B	chr1	1631990	1632490	1632162	+	78	stromal	method2b_glasso	1.0	0.0	0.0
chr1:1658946-1659446	ENSG00000248333	CDK11B	chr1	1658946	1659446	1659011	-	185	stromal	method2b_glasso	1.0	0.0	0.0
