peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	pvalue	fdr
chr1:967867-968367	ENSG00000187583	PLEKHN1	chr1	967867	968367	966481	+	1636	immune	method2b_glasso	1.0	0.0	0.0
chr1:983486-983986	ENSG00000187642	PERM1	chr1	983486	983986	982116	-	1620	immune	method2b_glasso	1.0	0.0	0.0
chr1:984066-984566	ENSG00000187642	PERM1	chr1	984066	984566	982116	-	2200	immune	method2b_glasso	1.0	0.0	0.0
chr1:997712-998212	ENSG00000188290	HES4	chr1	997712	998212	1000171	-	2209	immune	method2b_glasso	1.0	0.0	0.0
chr1:998220-998720	ENSG00000188290	HES4	chr1	998220	998720	1000171	-	1701	immune	method2b_glasso	1.0	0.0	0.0
chr1:998916-999416	ENSG00000187608	ISG15	chr1	998916	999416	1001137	+	1971	immune	method2b_glasso	1.0	0.0	0.0
chr1:998916-999416	ENSG00000188290	HES4	chr1	998916	999416	1000171	-	1005	immune	method2b_glasso	1.0	0.0	0.0
chr1:999897-1000397	ENSG00000187608	ISG15	chr1	999897	1000397	1001137	+	990	immune	method2b_glasso	1.0	0.0	0.0
chr1:999897-1000397	ENSG00000188290	HES4	chr1	999897	1000397	1000171	-	24	immune	method2b_glasso	1.0	0.0	0.0
chr1:1000608-1001108	ENSG00000187608	ISG15	chr1	1000608	1001108	1001137	+	279	immune	method2b_glasso	1.0	0.0	0.0
chr1:1000608-1001108	ENSG00000188290	HES4	chr1	1000608	1001108	1000171	-	687	immune	method2b_glasso	1.0	0.0	0.0
chr1:1001180-1001680	ENSG00000187608	ISG15	chr1	1001180	1001680	1001137	+	293	immune	method2b_glasso	1.0	0.0	0.0
chr1:1001180-1001680	ENSG00000188290	HES4	chr1	1001180	1001680	1000171	-	1259	immune	method2b_glasso	1.0	0.0	0.0
chr1:1001744-1002244	ENSG00000187608	ISG15	chr1	1001744	1002244	1001137	+	857	immune	method2b_glasso	1.0	0.0	0.0
chr1:1001744-1002244	ENSG00000188290	HES4	chr1	1001744	1002244	1000171	-	1823	immune	method2b_glasso	1.0	0.0	0.0
chr1:1018289-1018789	ENSG00000188157	AGRN	chr1	1018289	1018789	1020119	+	1580	immune	method2b_glasso	1.0	0.0	0.0
chr1:1019282-1019782	ENSG00000188157	AGRN	chr1	1019282	1019782	1020119	+	587	immune	method2b_glasso	1.0	0.0	0.0
chr1:1019858-1020358	ENSG00000188157	AGRN	chr1	1019858	1020358	1020119	+	11	immune	method2b_glasso	1.0	0.0	0.0
chr1:1020415-1020915	ENSG00000188157	AGRN	chr1	1020415	1020915	1020119	+	546	immune	method2b_glasso	1.0	0.0	0.0
chr1:1020939-1021439	ENSG00000188157	AGRN	chr1	1020939	1021439	1020119	+	1070	immune	method2b_glasso	1.0	0.0	0.0
chr1:1021532-1022032	ENSG00000188157	AGRN	chr1	1021532	1022032	1020119	+	1663	immune	method2b_glasso	1.0	0.0	0.0
chr1:1072497-1072997	ENSG00000237330	RNF223	chr1	1072497	1072997	1074305	-	1558	immune	method2b_glasso	1.0	0.0	0.0
chr1:1073238-1073738	ENSG00000237330	RNF223	chr1	1073238	1073738	1074305	-	817	immune	method2b_glasso	1.0	0.0	0.0
chr1:1074123-1074623	ENSG00000237330	RNF223	chr1	1074123	1074623	1074305	-	68	immune	method2b_glasso	1.0	0.0	0.0
chr1:1074719-1075219	ENSG00000237330	RNF223	chr1	1074719	1075219	1074305	-	664	immune	method2b_glasso	1.0	0.0	0.0
chr1:1114572-1115072	ENSG00000131591	C1orf159	chr1	1114572	1115072	1116360	-	1538	immune	method2b_glasso	1.0	0.0	0.0
chr1:1115950-1116450	ENSG00000131591	C1orf159	chr1	1115950	1116450	1116360	-	160	immune	method2b_glasso	1.0	0.0	0.0
chr1:1116470-1116970	ENSG00000131591	C1orf159	chr1	1116470	1116970	1116360	-	360	immune	method2b_glasso	1.0	0.0	0.0
chr1:1117391-1117891	ENSG00000131591	C1orf159	chr1	1117391	1117891	1116360	-	1281	immune	method2b_glasso	1.0	0.0	0.0
chr1:1118136-1118636	ENSG00000131591	C1orf159	chr1	1118136	1118636	1116360	-	2026	immune	method2b_glasso	1.0	0.0	0.0
chr1:1171683-1172183	ENSG00000162571	TTLL10	chr1	1171683	1172183	1173879	+	1946	immune	method2b_glasso	1.0	0.0	0.0
chr1:1172287-1172787	ENSG00000162571	TTLL10	chr1	1172287	1172787	1173879	+	1342	immune	method2b_glasso	1.0	0.0	0.0
chr1:1173596-1174096	ENSG00000162571	TTLL10	chr1	1173596	1174096	1173879	+	33	immune	method2b_glasso	1.0	0.0	0.0
chr1:1204463-1204963	ENSG00000186891	TNFRSF18	chr1	1204463	1204963	1206591	-	1878	immune	method2b_glasso	1.0	0.0	0.0
chr1:1204975-1205475	ENSG00000186891	TNFRSF18	chr1	1204975	1205475	1206591	-	1366	immune	method2b_glasso	1.0	0.0	0.0
chr1:1205728-1206228	ENSG00000186891	TNFRSF18	chr1	1205728	1206228	1206591	-	613	immune	method2b_glasso	1.0	0.0	0.0
chr1:1206405-1206905	ENSG00000186891	TNFRSF18	chr1	1206405	1206905	1206591	-	64	immune	method2b_glasso	1.0	0.0	0.0
chr1:1206926-1207426	ENSG00000186891	TNFRSF18	chr1	1206926	1207426	1206591	-	585	immune	method2b_glasso	1.0	0.0	0.0
chr1:1207948-1208448	ENSG00000186891	TNFRSF18	chr1	1207948	1208448	1206591	-	1607	immune	method2b_glasso	1.0	0.0	0.0
chr1:1212178-1212678	ENSG00000186827	TNFRSF4	chr1	1212178	1212678	1214152	-	1724	immune	method2b_glasso	1.0	0.0	0.0
chr1:1212804-1213304	ENSG00000186827	TNFRSF4	chr1	1212804	1213304	1214152	-	1098	immune	method2b_glasso	1.0	0.0	0.0
chr1:1213420-1213920	ENSG00000186827	TNFRSF4	chr1	1213420	1213920	1214152	-	482	immune	method2b_glasso	1.0	0.0	0.0
chr1:1214370-1214870	ENSG00000186827	TNFRSF4	chr1	1214370	1214870	1214152	-	468	immune	method2b_glasso	1.0	0.0	0.0
chr1:1215048-1215548	ENSG00000186827	TNFRSF4	chr1	1215048	1215548	1214152	-	1146	immune	method2b_glasso	1.0	0.0	0.0
chr1:1215578-1216078	ENSG00000186827	TNFRSF4	chr1	1215578	1216078	1214152	-	1676	immune	method2b_glasso	1.0	0.0	0.0
chr1:1216150-1216650	ENSG00000186827	TNFRSF4	chr1	1216150	1216650	1214152	-	2248	immune	method2b_glasso	1.0	0.0	0.0
chr1:1229542-1230042	ENSG00000078808	SDF4	chr1	1229542	1230042	1232030	-	2238	immune	method2b_glasso	1.0	0.0	0.0
chr1:1230606-1231106	ENSG00000078808	SDF4	chr1	1230606	1231106	1232030	-	1174	immune	method2b_glasso	1.0	0.0	0.0
chr1:1230606-1231106	ENSG00000176022	B3GALT6	chr1	1230606	1231106	1232236	+	1380	immune	method2b_glasso	1.0	0.0	0.0
chr1:1231334-1231834	ENSG00000078808	SDF4	chr1	1231334	1231834	1232030	-	446	immune	method2b_glasso	1.0	0.0	0.0
chr1:1231334-1231834	ENSG00000176022	B3GALT6	chr1	1231334	1231834	1232236	+	652	immune	method2b_glasso	1.0	0.0	0.0
chr1:1231839-1232339	ENSG00000078808	SDF4	chr1	1231839	1232339	1232030	-	59	immune	method2b_glasso	1.0	0.0	0.0
chr1:1231839-1232339	ENSG00000176022	B3GALT6	chr1	1231839	1232339	1232236	+	147	immune	method2b_glasso	1.0	0.0	0.0
chr1:1232407-1232907	ENSG00000078808	SDF4	chr1	1232407	1232907	1232030	-	627	immune	method2b_glasso	1.0	0.0	0.0
chr1:1232407-1232907	ENSG00000176022	B3GALT6	chr1	1232407	1232907	1232236	+	421	immune	method2b_glasso	1.0	0.0	0.0
chr1:1233026-1233526	ENSG00000078808	SDF4	chr1	1233026	1233526	1232030	-	1246	immune	method2b_glasso	1.0	0.0	0.0
chr1:1233026-1233526	ENSG00000176022	B3GALT6	chr1	1233026	1233526	1232236	+	1040	immune	method2b_glasso	1.0	0.0	0.0
chr1:1234031-1234531	ENSG00000176022	B3GALT6	chr1	1234031	1234531	1232236	+	2045	immune	method2b_glasso	1.0	0.0	0.0
chr1:1246401-1246901	ENSG00000184163	C1QTNF12	chr1	1246401	1246901	1246721	-	70	immune	method2b_glasso	1.0	0.0	0.0
chr1:1247412-1247912	ENSG00000184163	C1QTNF12	chr1	1247412	1247912	1246721	-	941	immune	method2b_glasso	1.0	0.0	0.0
chr1:1271729-1272229	ENSG00000160087	UBE2J2	chr1	1271729	1272229	1273863	-	1884	immune	method2b_glasso	1.0	0.0	0.0
chr1:1272890-1273390	ENSG00000160087	UBE2J2	chr1	1272890	1273390	1273863	-	723	immune	method2b_glasso	1.0	0.0	0.0
chr1:1273648-1274148	ENSG00000160087	UBE2J2	chr1	1273648	1274148	1273863	-	35	immune	method2b_glasso	1.0	0.0	0.0
chr1:1274151-1274651	ENSG00000160087	UBE2J2	chr1	1274151	1274651	1273863	-	538	immune	method2b_glasso	1.0	0.0	0.0
chr1:1274858-1275358	ENSG00000160087	UBE2J2	chr1	1274858	1275358	1273863	-	1245	immune	method2b_glasso	1.0	0.0	0.0
chr1:1275421-1275921	ENSG00000160087	UBE2J2	chr1	1275421	1275921	1273863	-	1808	immune	method2b_glasso	1.0	0.0	0.0
chr1:1281233-1281733	ENSG00000162572	SCNN1D	chr1	1281233	1281733	1280435	+	1048	immune	method2b_glasso	1.0	0.0	0.0
chr1:1281758-1282258	ENSG00000162572	SCNN1D	chr1	1281758	1282258	1280435	+	1573	immune	method2b_glasso	1.0	0.0	0.0
chr1:1306669-1307169	ENSG00000169972	PUSL1	chr1	1306669	1307169	1308596	+	1677	immune	method2b_glasso	1.0	0.0	0.0
chr1:1307710-1308210	ENSG00000131584	ACAP3	chr1	1307710	1308210	1309608	-	1648	immune	method2b_glasso	1.0	0.0	0.0
chr1:1307710-1308210	ENSG00000169972	PUSL1	chr1	1307710	1308210	1308596	+	636	immune	method2b_glasso	1.0	0.0	0.0
chr1:1308274-1308774	ENSG00000131584	ACAP3	chr1	1308274	1308774	1309608	-	1084	immune	method2b_glasso	1.0	0.0	0.0
chr1:1308274-1308774	ENSG00000169972	PUSL1	chr1	1308274	1308774	1308596	+	72	immune	method2b_glasso	1.0	0.0	0.0
chr1:1309015-1309515	ENSG00000131584	ACAP3	chr1	1309015	1309515	1309608	-	343	immune	method2b_glasso	1.0	0.0	0.0
chr1:1309015-1309515	ENSG00000169972	PUSL1	chr1	1309015	1309515	1308596	+	669	immune	method2b_glasso	1.0	0.0	0.0
chr1:1309939-1310439	ENSG00000131584	ACAP3	chr1	1309939	1310439	1309608	-	581	immune	method2b_glasso	1.0	0.0	0.0
chr1:1309939-1310439	ENSG00000169972	PUSL1	chr1	1309939	1310439	1308596	+	1593	immune	method2b_glasso	1.0	0.0	0.0
chr1:1311003-1311503	ENSG00000131584	ACAP3	chr1	1311003	1311503	1309608	-	1645	immune	method2b_glasso	1.0	0.0	0.0
chr1:1311535-1312035	ENSG00000131584	ACAP3	chr1	1311535	1312035	1309608	-	2177	immune	method2b_glasso	1.0	0.0	0.0
chr1:1322984-1323484	ENSG00000127054	INTS11	chr1	1322984	1323484	1324686	-	1452	immune	method2b_glasso	1.0	0.0	0.0
chr1:1322984-1323484	ENSG00000224051	CPTP	chr1	1322984	1323484	1324755	+	1521	immune	method2b_glasso	1.0	0.0	0.0
chr1:1324442-1324942	ENSG00000127054	INTS11	chr1	1324442	1324942	1324686	-	6	immune	method2b_glasso	1.0	0.0	0.0
chr1:1324442-1324942	ENSG00000224051	CPTP	chr1	1324442	1324942	1324755	+	63	immune	method2b_glasso	1.0	0.0	0.0
chr1:1324961-1325461	ENSG00000127054	INTS11	chr1	1324961	1325461	1324686	-	525	immune	method2b_glasso	1.0	0.0	0.0
chr1:1324961-1325461	ENSG00000224051	CPTP	chr1	1324961	1325461	1324755	+	456	immune	method2b_glasso	1.0	0.0	0.0
chr1:1325655-1326155	ENSG00000127054	INTS11	chr1	1325655	1326155	1324686	-	1219	immune	method2b_glasso	1.0	0.0	0.0
chr1:1325655-1326155	ENSG00000224051	CPTP	chr1	1325655	1326155	1324755	+	1150	immune	method2b_glasso	1.0	0.0	0.0
chr1:1328808-1329308	ENSG00000169962	TAS1R3	chr1	1328808	1329308	1331279	+	2221	immune	method2b_glasso	1.0	0.0	0.0
chr1:1329764-1330264	ENSG00000169962	TAS1R3	chr1	1329764	1330264	1331279	+	1265	immune	method2b_glasso	1.0	0.0	0.0
chr1:1330271-1330771	ENSG00000169962	TAS1R3	chr1	1330271	1330771	1331279	+	758	immune	method2b_glasso	1.0	0.0	0.0
chr1:1330962-1331462	ENSG00000169962	TAS1R3	chr1	1330962	1331462	1331279	+	67	immune	method2b_glasso	1.0	0.0	0.0
chr1:1331764-1332264	ENSG00000169962	TAS1R3	chr1	1331764	1332264	1331279	+	735	immune	method2b_glasso	1.0	0.0	0.0
chr1:1332557-1333057	ENSG00000169962	TAS1R3	chr1	1332557	1333057	1331279	+	1528	immune	method2b_glasso	1.0	0.0	0.0
chr1:1333138-1333638	ENSG00000169962	TAS1R3	chr1	1333138	1333638	1331279	+	2109	immune	method2b_glasso	1.0	0.0	0.0
chr1:1347514-1348014	ENSG00000107404	DVL1	chr1	1347514	1348014	1349417	-	1653	immune	method2b_glasso	1.0	0.0	0.0
chr1:1348448-1348948	ENSG00000107404	DVL1	chr1	1348448	1348948	1349417	-	719	immune	method2b_glasso	1.0	0.0	0.0
chr1:1349197-1349697	ENSG00000107404	DVL1	chr1	1349197	1349697	1349417	-	30	immune	method2b_glasso	1.0	0.0	0.0
chr1:1359800-1360300	ENSG00000162576	MXRA8	chr1	1359800	1360300	1361776	-	1726	immune	method2b_glasso	1.0	0.0	0.0
chr1:1360559-1361059	ENSG00000162576	MXRA8	chr1	1360559	1361059	1361776	-	967	immune	method2b_glasso	1.0	0.0	0.0
chr1:1361469-1361969	ENSG00000162576	MXRA8	chr1	1361469	1361969	1361776	-	57	immune	method2b_glasso	1.0	0.0	0.0
chr1:1372902-1373402	ENSG00000175756	AURKAIP1	chr1	1372902	1373402	1375206	-	2054	immune	method2b_glasso	1.0	0.0	0.0
chr1:1373590-1374090	ENSG00000175756	AURKAIP1	chr1	1373590	1374090	1375206	-	1366	immune	method2b_glasso	1.0	0.0	0.0
chr1:1374409-1374909	ENSG00000175756	AURKAIP1	chr1	1374409	1374909	1375206	-	547	immune	method2b_glasso	1.0	0.0	0.0
chr1:1375140-1375640	ENSG00000175756	AURKAIP1	chr1	1375140	1375640	1375206	-	184	immune	method2b_glasso	1.0	0.0	0.0
chr1:1375821-1376321	ENSG00000175756	AURKAIP1	chr1	1375821	1376321	1375206	-	865	immune	method2b_glasso	1.0	0.0	0.0
chr1:1376541-1377041	ENSG00000175756	AURKAIP1	chr1	1376541	1377041	1375206	-	1585	immune	method2b_glasso	1.0	0.0	0.0
chr1:1397768-1398268	ENSG00000221978	CCNL2	chr1	1397768	1398268	1399334	-	1316	immune	method2b_glasso	1.0	0.0	0.0
chr1:1398623-1399123	ENSG00000221978	CCNL2	chr1	1398623	1399123	1399334	-	461	immune	method2b_glasso	1.0	0.0	0.0
chr1:1399238-1399738	ENSG00000221978	CCNL2	chr1	1399238	1399738	1399334	-	154	immune	method2b_glasso	1.0	0.0	0.0
chr1:1399872-1400372	ENSG00000221978	CCNL2	chr1	1399872	1400372	1399334	-	788	immune	method2b_glasso	1.0	0.0	0.0
chr1:1400465-1400965	ENSG00000221978	CCNL2	chr1	1400465	1400965	1399334	-	1381	immune	method2b_glasso	1.0	0.0	0.0
chr1:1401088-1401588	ENSG00000221978	CCNL2	chr1	1401088	1401588	1399334	-	2004	immune	method2b_glasso	1.0	0.0	0.0
chr1:1405328-1405828	ENSG00000242485	MRPL20	chr1	1405328	1405828	1407292	-	1714	immune	method2b_glasso	1.0	0.0	0.0
chr1:1406424-1406924	ENSG00000242485	MRPL20	chr1	1406424	1406924	1407292	-	618	immune	method2b_glasso	1.0	0.0	0.0
chr1:1407123-1407623	ENSG00000242485	MRPL20	chr1	1407123	1407623	1407292	-	81	immune	method2b_glasso	1.0	0.0	0.0
chr1:1407753-1408253	ENSG00000242485	MRPL20	chr1	1407753	1408253	1407292	-	711	immune	method2b_glasso	1.0	0.0	0.0
chr1:1408571-1409071	ENSG00000242485	MRPL20	chr1	1408571	1409071	1407292	-	1529	immune	method2b_glasso	1.0	0.0	0.0
chr1:1419624-1420124	ENSG00000235098	ANKRD65	chr1	1419624	1420124	1421768	-	1894	immune	method2b_glasso	1.0	0.0	0.0
chr1:1420191-1420691	ENSG00000235098	ANKRD65	chr1	1420191	1420691	1421768	-	1327	immune	method2b_glasso	1.0	0.0	0.0
chr1:1426537-1427037	ENSG00000205116	TMEM88B	chr1	1426537	1427037	1425870	+	917	immune	method2b_glasso	1.0	0.0	0.0
chr1:1427185-1427685	ENSG00000205116	TMEM88B	chr1	1427185	1427685	1425870	+	1565	immune	method2b_glasso	1.0	0.0	0.0
chr1:1433151-1433651	ENSG00000179403	VWA1	chr1	1433151	1433651	1434860	+	1459	immune	method2b_glasso	1.0	0.0	0.0
chr1:1434100-1434600	ENSG00000179403	VWA1	chr1	1434100	1434600	1434860	+	510	immune	method2b_glasso	1.0	0.0	0.0
chr1:1435442-1435942	ENSG00000179403	VWA1	chr1	1435442	1435942	1434860	+	832	immune	method2b_glasso	1.0	0.0	0.0
chr1:1435976-1436476	ENSG00000179403	VWA1	chr1	1435976	1436476	1434860	+	1366	immune	method2b_glasso	1.0	0.0	0.0
chr1:1470681-1471181	ENSG00000160072	ATAD3B	chr1	1470681	1471181	1471764	+	833	immune	method2b_glasso	1.0	0.0	0.0
chr1:1471429-1471929	ENSG00000160072	ATAD3B	chr1	1471429	1471929	1471764	+	85	immune	method2b_glasso	1.0	0.0	0.0
chr1:1472455-1472955	ENSG00000160072	ATAD3B	chr1	1472455	1472955	1471764	+	941	immune	method2b_glasso	1.0	0.0	0.0
chr1:1473057-1473557	ENSG00000160072	ATAD3B	chr1	1473057	1473557	1471764	+	1543	immune	method2b_glasso	1.0	0.0	0.0
chr1:1511290-1511790	ENSG00000197785	ATAD3A	chr1	1511290	1511790	1512161	+	621	immune	method2b_glasso	1.0	0.0	0.0
chr1:1511833-1512333	ENSG00000197785	ATAD3A	chr1	1511833	1512333	1512161	+	78	immune	method2b_glasso	1.0	0.0	0.0
chr1:1539110-1539610	ENSG00000205090	TMEM240	chr1	1539110	1539610	1540623	-	1263	immune	method2b_glasso	1.0	0.0	0.0
chr1:1539649-1540149	ENSG00000205090	TMEM240	chr1	1539649	1540149	1540623	-	724	immune	method2b_glasso	1.0	0.0	0.0
chr1:1540393-1540893	ENSG00000205090	TMEM240	chr1	1540393	1540893	1540623	-	20	immune	method2b_glasso	1.0	0.0	0.0
chr1:1541124-1541624	ENSG00000205090	TMEM240	chr1	1541124	1541624	1540623	-	751	immune	method2b_glasso	1.0	0.0	0.0
chr1:1542075-1542575	ENSG00000205090	TMEM240	chr1	1542075	1542575	1540623	-	1702	immune	method2b_glasso	1.0	0.0	0.0
chr1:1572877-1573377	ENSG00000160075	SSU72	chr1	1572877	1573377	1574862	-	1735	immune	method2b_glasso	1.0	0.0	0.0
chr1:1573749-1574249	ENSG00000160075	SSU72	chr1	1573749	1574249	1574862	-	863	immune	method2b_glasso	1.0	0.0	0.0
chr1:1574404-1574904	ENSG00000160075	SSU72	chr1	1574404	1574904	1574862	-	208	immune	method2b_glasso	1.0	0.0	0.0
chr1:1575046-1575546	ENSG00000160075	SSU72	chr1	1575046	1575546	1574862	-	434	immune	method2b_glasso	1.0	0.0	0.0
chr1:1597659-1598159	ENSG00000228594	FNDC10	chr1	1597659	1598159	1600134	-	2225	immune	method2b_glasso	1.0	0.0	0.0
chr1:1598682-1599182	ENSG00000228594	FNDC10	chr1	1598682	1599182	1600134	-	1202	immune	method2b_glasso	1.0	0.0	0.0
chr1:1599235-1599735	ENSG00000228594	FNDC10	chr1	1599235	1599735	1600134	-	649	immune	method2b_glasso	1.0	0.0	0.0
chr1:1599914-1600414	ENSG00000228594	FNDC10	chr1	1599914	1600414	1600134	-	30	immune	method2b_glasso	1.0	0.0	0.0
chr1:1600529-1601029	ENSG00000228594	FNDC10	chr1	1600529	1601029	1600134	-	645	immune	method2b_glasso	1.0	0.0	0.0
chr1:1601492-1601992	ENSG00000228594	FNDC10	chr1	1601492	1601992	1600134	-	1608	immune	method2b_glasso	1.0	0.0	0.0
chr1:1613203-1613703	ENSG00000197530	MIB2	chr1	1613203	1613703	1615453	+	2000	immune	method2b_glasso	1.0	0.0	0.0
chr1:1613931-1614431	ENSG00000197530	MIB2	chr1	1613931	1614431	1615453	+	1272	immune	method2b_glasso	1.0	0.0	0.0
chr1:1614464-1614964	ENSG00000197530	MIB2	chr1	1614464	1614964	1615453	+	739	immune	method2b_glasso	1.0	0.0	0.0
chr1:1615143-1615643	ENSG00000197530	MIB2	chr1	1615143	1615643	1615453	+	60	immune	method2b_glasso	1.0	0.0	0.0
chr1:1615939-1616439	ENSG00000197530	MIB2	chr1	1615939	1616439	1615453	+	736	immune	method2b_glasso	1.0	0.0	0.0
chr1:1616534-1617034	ENSG00000197530	MIB2	chr1	1616534	1617034	1615453	+	1331	immune	method2b_glasso	1.0	0.0	0.0
chr1:1617107-1617607	ENSG00000197530	MIB2	chr1	1617107	1617607	1615453	+	1904	immune	method2b_glasso	1.0	0.0	0.0
chr1:1630237-1630737	ENSG00000189409	MMP23B	chr1	1630237	1630737	1632162	+	1675	immune	method2b_glasso	1.0	0.0	0.0
chr1:1630864-1631364	ENSG00000189409	MMP23B	chr1	1630864	1631364	1632162	+	1048	immune	method2b_glasso	1.0	0.0	0.0
chr1:1631379-1631879	ENSG00000189409	MMP23B	chr1	1631379	1631879	1632162	+	533	immune	method2b_glasso	1.0	0.0	0.0
chr1:1631885-1632385	ENSG00000189409	MMP23B	chr1	1631885	1632385	1632162	+	27	immune	method2b_glasso	1.0	0.0	0.0
chr1:1658895-1659395	ENSG00000248333	CDK11B	chr1	1658895	1659395	1659011	-	134	immune	method2b_glasso	1.0	0.0	0.0
chr1:1660563-1661063	ENSG00000248333	CDK11B	chr1	1660563	1661063	1659011	-	1802	immune	method2b_glasso	1.0	0.0	0.0
chr1:1692281-1692781	ENSG00000189339	SLC35E2B	chr1	1692281	1692781	1692794	-	263	immune	method2b_glasso	1.0	0.0	0.0
chr1:1692909-1693409	ENSG00000189339	SLC35E2B	chr1	1692909	1693409	1692794	-	365	immune	method2b_glasso	1.0	0.0	0.0
chr1:1694269-1694769	ENSG00000189339	SLC35E2B	chr1	1694269	1694769	1692794	-	1725	immune	method2b_glasso	1.0	0.0	0.0
chr1:1724236-1724736	ENSG00000008128	CDK11A	chr1	1724236	1724736	1724356	-	130	immune	method2b_glasso	1.0	0.0	0.0
chr1:1726012-1726512	ENSG00000008128	CDK11A	chr1	1726012	1726512	1724356	-	1906	immune	method2b_glasso	1.0	0.0	0.0
chr1:1778024-1778524	ENSG00000008130	NADK	chr1	1778024	1778524	1780456	-	2182	immune	method2b_glasso	1.0	0.0	0.0
chr1:1778675-1779175	ENSG00000008130	NADK	chr1	1778675	1779175	1780456	-	1531	immune	method2b_glasso	1.0	0.0	0.0
chr1:1779375-1779875	ENSG00000008130	NADK	chr1	1779375	1779875	1780456	-	831	immune	method2b_glasso	1.0	0.0	0.0
chr1:1779913-1780413	ENSG00000008130	NADK	chr1	1779913	1780413	1780456	-	293	immune	method2b_glasso	1.0	0.0	0.0
chr1:1780629-1781129	ENSG00000008130	NADK	chr1	1780629	1781129	1780456	-	423	immune	method2b_glasso	1.0	0.0	0.0
chr1:1781145-1781645	ENSG00000008130	NADK	chr1	1781145	1781645	1780456	-	939	immune	method2b_glasso	1.0	0.0	0.0
chr1:1781948-1782448	ENSG00000008130	NADK	chr1	1781948	1782448	1780456	-	1742	immune	method2b_glasso	1.0	0.0	0.0
chr1:1890047-1890547	ENSG00000078369	GNB1	chr1	1890047	1890547	1892291	-	1994	immune	method2b_glasso	1.0	0.0	0.0
chr1:1890872-1891372	ENSG00000078369	GNB1	chr1	1890872	1891372	1892291	-	1169	immune	method2b_glasso	1.0	0.0	0.0
chr1:1891436-1891936	ENSG00000078369	GNB1	chr1	1891436	1891936	1892291	-	605	immune	method2b_glasso	1.0	0.0	0.0
chr1:1892045-1892545	ENSG00000078369	GNB1	chr1	1892045	1892545	1892291	-	4	immune	method2b_glasso	1.0	0.0	0.0
chr1:1893192-1893692	ENSG00000078369	GNB1	chr1	1893192	1893692	1892291	-	1151	immune	method2b_glasso	1.0	0.0	0.0
chr1:1893750-1894250	ENSG00000078369	GNB1	chr1	1893750	1894250	1892291	-	1709	immune	method2b_glasso	1.0	0.0	0.0
chr1:1913045-1913545	ENSG00000169885	CALML6	chr1	1913045	1913545	1915107	+	1812	immune	method2b_glasso	1.0	0.0	0.0
