peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	rE2G_probability	rE2G_binary
chr1:869650-870150	ENSG00000187961	KLHL17	chr1	869650	870150	960583	+	90683	immune	method5_re2g	0.4175842150549862	0.4175842150549862	1
chr1:869650-870150	ENSG00000188976	NOC2L	chr1	869650	870150	959308	-	89408	immune	method5_re2g	0.9941697391707662	0.9941697391707662	1
chr1:869650-870150	ENSG00000284662	OR4F16	chr1	869650	870150	686653	-	183247	immune	method5_re2g	0.9999104828856614	0.9999104828856614	1
chr1:869650-870150	ENSG00000284733	OR4F29	chr1	869650	870150	451677	-	418223	immune	method5_re2g	0.9999762610182953	0.9999762610182953	1
chr1:897299-897799	ENSG00000187583	PLEKHN1	chr1	897299	897799	966481	+	68932	immune	method5_re2g	0.21474346544446268	0.21474346544446268	1
chr1:897299-897799	ENSG00000187634	SAMD11	chr1	897299	897799	923922	+	26373	immune	method5_re2g	0.994197843500443	0.994197843500443	1
chr1:897299-897799	ENSG00000187961	KLHL17	chr1	897299	897799	960583	+	63034	immune	method5_re2g	0.3582720727715313	0.3582720727715313	1
chr1:897299-897799	ENSG00000188976	NOC2L	chr1	897299	897799	959308	-	61759	immune	method5_re2g	0.9925303833326503	0.9925303833326503	1
chr1:897299-897799	ENSG00000284662	OR4F16	chr1	897299	897799	686653	-	210896	immune	method5_re2g	0.9995742267881055	0.9995742267881055	1
chr1:897299-897799	ENSG00000284733	OR4F29	chr1	897299	897799	451677	-	445872	immune	method5_re2g	0.9995725700174134	0.9995725700174134	1
chr1:898270-898770	ENSG00000187583	PLEKHN1	chr1	898270	898770	966481	+	67961	immune	method5_re2g	0.21147997285785622	0.21147997285785622	1
chr1:898270-898770	ENSG00000187634	SAMD11	chr1	898270	898770	923922	+	25402	immune	method5_re2g	0.9938085944156313	0.9938085944156313	1
chr1:898270-898770	ENSG00000187961	KLHL17	chr1	898270	898770	960583	+	62063	immune	method5_re2g	0.3529860672799769	0.3529860672799769	1
chr1:898270-898770	ENSG00000188976	NOC2L	chr1	898270	898770	959308	-	60788	immune	method5_re2g	0.9923393054716194	0.9923393054716194	1
chr1:898270-898770	ENSG00000284662	OR4F16	chr1	898270	898770	686653	-	211867	immune	method5_re2g	0.9996104173761925	0.9996104173761925	1
chr1:898270-898770	ENSG00000284733	OR4F29	chr1	898270	898770	451677	-	446843	immune	method5_re2g	0.9995782399060773	0.9995782399060773	1
chr1:899626-900126	ENSG00000187583	PLEKHN1	chr1	899626	900126	966481	+	66605	immune	method5_re2g	0.22551336649577475	0.22551336649577475	1
chr1:899626-900126	ENSG00000187634	SAMD11	chr1	899626	900126	923922	+	24046	immune	method5_re2g	0.9941819460622887	0.9941819460622887	1
chr1:899626-900126	ENSG00000187961	KLHL17	chr1	899626	900126	960583	+	60707	immune	method5_re2g	0.37132086646774726	0.37132086646774726	1
chr1:899626-900126	ENSG00000188976	NOC2L	chr1	899626	900126	959308	-	59432	immune	method5_re2g	0.9929038898153557	0.9929038898153557	1
chr1:899626-900126	ENSG00000284662	OR4F16	chr1	899626	900126	686653	-	213223	immune	method5_re2g	0.9996762363056532	0.9996762363056532	1
chr1:899626-900126	ENSG00000284733	OR4F29	chr1	899626	900126	451677	-	448199	immune	method5_re2g	0.9996473981487888	0.9996473981487888	1
chr1:903544-904044	ENSG00000187583	PLEKHN1	chr1	903544	904044	966481	+	62687	immune	method5_re2g	0.25462684373640915	0.25462684373640915	1
chr1:903544-904044	ENSG00000187634	SAMD11	chr1	903544	904044	923922	+	20128	immune	method5_re2g	0.9962318662249612	0.9962318662249612	1
chr1:903544-904044	ENSG00000187642	PERM1	chr1	903544	904044	982116	-	78322	immune	method5_re2g	0.1922843481929165	0.1922843481929165	1
chr1:903544-904044	ENSG00000187961	KLHL17	chr1	903544	904044	960583	+	56789	immune	method5_re2g	0.410772513329211	0.410772513329211	1
chr1:903544-904044	ENSG00000188976	NOC2L	chr1	903544	904044	959308	-	55514	immune	method5_re2g	0.9939822923566545	0.9939822923566545	1
chr1:903544-904044	ENSG00000284662	OR4F16	chr1	903544	904044	686653	-	217141	immune	method5_re2g	0.999768494195402	0.999768494195402	1
chr1:903544-904044	ENSG00000284733	OR4F29	chr1	903544	904044	451677	-	452117	immune	method5_re2g	0.9998508740628911	0.9998508740628911	1
chr1:904528-905028	ENSG00000187583	PLEKHN1	chr1	904528	905028	966481	+	61703	immune	method5_re2g	0.4349392689032252	0.4349392689032252	1
chr1:904528-905028	ENSG00000187634	SAMD11	chr1	904528	905028	923922	+	19144	immune	method5_re2g	0.9992885028238052	0.9992885028238052	1
chr1:904528-905028	ENSG00000187642	PERM1	chr1	904528	905028	982116	-	77338	immune	method5_re2g	0.34528859886046986	0.34528859886046986	1
chr1:904528-905028	ENSG00000187961	KLHL17	chr1	904528	905028	960583	+	55805	immune	method5_re2g	0.616881429486712	0.616881429486712	1
chr1:904528-905028	ENSG00000188290	HES4	chr1	904528	905028	1000171	-	95393	immune	method5_re2g	0.1918923383282376	0.1918923383282376	1
chr1:904528-905028	ENSG00000188976	NOC2L	chr1	904528	905028	959308	-	54530	immune	method5_re2g	0.9974015829618198	0.9974015829618198	1
chr1:904528-905028	ENSG00000284662	OR4F16	chr1	904528	905028	686653	-	218125	immune	method5_re2g	0.9999499824705228	0.9999499824705228	1
chr1:904528-905028	ENSG00000284733	OR4F29	chr1	904528	905028	451677	-	453101	immune	method5_re2g	0.999989875809375	0.999989875809375	1
chr1:905239-905739	ENSG00000187583	PLEKHN1	chr1	905239	905739	966481	+	60992	immune	method5_re2g	0.2857034044137073	0.2857034044137073	1
chr1:905239-905739	ENSG00000187634	SAMD11	chr1	905239	905739	923922	+	18433	immune	method5_re2g	0.9973817788010687	0.9973817788010687	1
chr1:905239-905739	ENSG00000187642	PERM1	chr1	905239	905739	982116	-	76627	immune	method5_re2g	0.2175558155706234	0.2175558155706234	1
chr1:905239-905739	ENSG00000187961	KLHL17	chr1	905239	905739	960583	+	55094	immune	method5_re2g	0.44936104723603815	0.44936104723603815	1
chr1:905239-905739	ENSG00000188976	NOC2L	chr1	905239	905739	959308	-	53819	immune	method5_re2g	0.9948380003330457	0.9948380003330457	1
chr1:905239-905739	ENSG00000284662	OR4F16	chr1	905239	905739	686653	-	218836	immune	method5_re2g	0.9998624686712262	0.9998624686712262	1
chr1:905239-905739	ENSG00000284733	OR4F29	chr1	905239	905739	451677	-	453812	immune	method5_re2g	0.9999454759526527	0.9999454759526527	1
chr1:905836-906336	ENSG00000187583	PLEKHN1	chr1	905836	906336	966481	+	60395	immune	method5_re2g	0.25294024669380943	0.25294024669380943	1
chr1:905836-906336	ENSG00000187634	SAMD11	chr1	905836	906336	923922	+	17836	immune	method5_re2g	0.9958206140053221	0.9958206140053221	1
chr1:905836-906336	ENSG00000187642	PERM1	chr1	905836	906336	982116	-	76030	immune	method5_re2g	0.1915080793604869	0.1915080793604869	1
chr1:905836-906336	ENSG00000187961	KLHL17	chr1	905836	906336	960583	+	54497	immune	method5_re2g	0.4058618375580455	0.4058618375580455	1
chr1:905836-906336	ENSG00000188976	NOC2L	chr1	905836	906336	959308	-	53222	immune	method5_re2g	0.9938071208100999	0.9938071208100999	1
chr1:905836-906336	ENSG00000284662	OR4F16	chr1	905836	906336	686653	-	219433	immune	method5_re2g	0.9998257413674235	0.9998257413674235	1
chr1:905836-906336	ENSG00000284733	OR4F29	chr1	905836	906336	451677	-	454409	immune	method5_re2g	0.9998977354595087	0.9998977354595087	1
chr1:906603-907103	ENSG00000187583	PLEKHN1	chr1	906603	907103	966481	+	59628	immune	method5_re2g	0.25969309242455213	0.25969309242455213	1
chr1:906603-907103	ENSG00000187634	SAMD11	chr1	906603	907103	923922	+	17069	immune	method5_re2g	0.9960016007457857	0.9960016007457857	1
chr1:906603-907103	ENSG00000187642	PERM1	chr1	906603	907103	982116	-	75263	immune	method5_re2g	0.19711086494639438	0.19711086494639438	1
chr1:906603-907103	ENSG00000187961	KLHL17	chr1	906603	907103	960583	+	53730	immune	method5_re2g	0.4137817987467227	0.4137817987467227	1
chr1:906603-907103	ENSG00000188976	NOC2L	chr1	906603	907103	959308	-	52455	immune	method5_re2g	0.9939888248545251	0.9939888248545251	1
chr1:906603-907103	ENSG00000284662	OR4F16	chr1	906603	907103	686653	-	220200	immune	method5_re2g	0.9998516730868818	0.9998516730868818	1
chr1:906603-907103	ENSG00000284733	OR4F29	chr1	906603	907103	451677	-	455176	immune	method5_re2g	0.9999246107344714	0.9999246107344714	1
chr1:912910-913410	ENSG00000187583	PLEKHN1	chr1	912910	913410	966481	+	53321	immune	method5_re2g	0.23428192175212278	0.23428192175212278	1
chr1:912910-913410	ENSG00000187634	SAMD11	chr1	912910	913410	923922	+	10762	immune	method5_re2g	0.9957599154580296	0.9957599154580296	1
chr1:912910-913410	ENSG00000187961	KLHL17	chr1	912910	913410	960583	+	47423	immune	method5_re2g	0.3815219175222739	0.3815219175222739	1
chr1:912910-913410	ENSG00000188976	NOC2L	chr1	912910	913410	959308	-	46148	immune	method5_re2g	0.9931121593182423	0.9931121593182423	1
chr1:912910-913410	ENSG00000284662	OR4F16	chr1	912910	913410	686653	-	226507	immune	method5_re2g	0.9997910344296355	0.9997910344296355	1
chr1:912910-913410	ENSG00000284733	OR4F29	chr1	912910	913410	451677	-	461483	immune	method5_re2g	0.9998337927180982	0.9998337927180982	1
chr1:917269-917769	ENSG00000187583	PLEKHN1	chr1	917269	917769	966481	+	48962	immune	method5_re2g	0.2484949249281999	0.2484949249281999	1
chr1:917269-917769	ENSG00000187634	SAMD11	chr1	917269	917769	923922	+	6403	immune	method5_re2g	0.9968923489822322	0.9968923489822322	1
chr1:917269-917769	ENSG00000187642	PERM1	chr1	917269	917769	982116	-	64597	immune	method5_re2g	0.18319080010766572	0.18319080010766572	1
chr1:917269-917769	ENSG00000187961	KLHL17	chr1	917269	917769	960583	+	43064	immune	method5_re2g	0.4005377432278826	0.4005377432278826	1
chr1:917269-917769	ENSG00000188976	NOC2L	chr1	917269	917769	959308	-	41789	immune	method5_re2g	0.9936236756546721	0.9936236756546721	1
chr1:917269-917769	ENSG00000284662	OR4F16	chr1	917269	917769	686653	-	230866	immune	method5_re2g	0.9997926988290105	0.9997926988290105	1
chr1:917269-917769	ENSG00000284733	OR4F29	chr1	917269	917769	451677	-	465842	immune	method5_re2g	0.9997973609238631	0.9997973609238631	1
chr1:918593-919093	ENSG00000187583	PLEKHN1	chr1	918593	919093	966481	+	47638	immune	method5_re2g	0.25028110407896526	0.25028110407896526	1
chr1:918593-919093	ENSG00000187634	SAMD11	chr1	918593	919093	923922	+	5079	immune	method5_re2g	0.9971175779411757	0.9971175779411757	1
chr1:918593-919093	ENSG00000187642	PERM1	chr1	918593	919093	982116	-	63273	immune	method5_re2g	0.18423316834554698	0.18423316834554698	1
chr1:918593-919093	ENSG00000187961	KLHL17	chr1	918593	919093	960583	+	41740	immune	method5_re2g	0.402203906995869	0.402203906995869	1
chr1:918593-919093	ENSG00000188976	NOC2L	chr1	918593	919093	959308	-	40465	immune	method5_re2g	0.9936454955868467	0.9936454955868467	1
chr1:918593-919093	ENSG00000284662	OR4F16	chr1	918593	919093	686653	-	232190	immune	method5_re2g	0.999807213888676	0.999807213888676	1
chr1:918593-919093	ENSG00000284733	OR4F29	chr1	918593	919093	451677	-	467166	immune	method5_re2g	0.9998255988266713	0.9998255988266713	1
chr1:919280-919780	ENSG00000187583	PLEKHN1	chr1	919280	919780	966481	+	46951	immune	method5_re2g	0.25865376688255287	0.25865376688255287	1
chr1:919280-919780	ENSG00000187634	SAMD11	chr1	919280	919780	923922	+	4392	immune	method5_re2g	0.9969679899812522	0.9969679899812522	1
chr1:919280-919780	ENSG00000187642	PERM1	chr1	919280	919780	982116	-	62586	immune	method5_re2g	0.19100226043783683	0.19100226043783683	1
chr1:919280-919780	ENSG00000187961	KLHL17	chr1	919280	919780	960583	+	41053	immune	method5_re2g	0.4118067175528112	0.4118067175528112	1
chr1:919280-919780	ENSG00000188976	NOC2L	chr1	919280	919780	959308	-	39778	immune	method5_re2g	0.9938663891861942	0.9938663891861942	1
chr1:919280-919780	ENSG00000284662	OR4F16	chr1	919280	919780	686653	-	232877	immune	method5_re2g	0.9998305588116618	0.9998305588116618	1
chr1:919280-919780	ENSG00000284733	OR4F29	chr1	919280	919780	451677	-	467853	immune	method5_re2g	0.9998631573515627	0.9998631573515627	1
chr1:920974-921474	ENSG00000187583	PLEKHN1	chr1	920974	921474	966481	+	45257	immune	method5_re2g	0.33137676515732195	0.33137676515732195	1
chr1:920974-921474	ENSG00000187634	SAMD11	chr1	920974	921474	923922	+	2698	immune	method5_re2g	0.9990289882398196	0.9990289882398196	1
chr1:920974-921474	ENSG00000187642	PERM1	chr1	920974	921474	982116	-	60892	immune	method5_re2g	0.24632785903584328	0.24632785903584328	1
chr1:920974-921474	ENSG00000187961	KLHL17	chr1	920974	921474	960583	+	39359	immune	method5_re2g	0.5031659616148192	0.5031659616148192	1
chr1:920974-921474	ENSG00000188976	NOC2L	chr1	920974	921474	959308	-	38084	immune	method5_re2g	0.9957601159314619	0.9957601159314619	1
chr1:920974-921474	ENSG00000284662	OR4F16	chr1	920974	921474	686653	-	234571	immune	method5_re2g	0.999905606814426	0.999905606814426	1
chr1:920974-921474	ENSG00000284733	OR4F29	chr1	920974	921474	451677	-	469547	immune	method5_re2g	0.9999659389992619	0.9999659389992619	1
chr1:923614-924114	ENSG00000187583	PLEKHN1	chr1	923614	924114	966481	+	42617	immune	method5_re2g	0.4227907710761902	0.4227907710761902	1
chr1:923614-924114	ENSG00000187634	SAMD11	chr1	923614	924114	923922	+	58	immune	method5_re2g	0.9995606446350486	0.9995606446350486	1
chr1:923614-924114	ENSG00000187642	PERM1	chr1	923614	924114	982116	-	58252	immune	method5_re2g	0.3178897259984731	0.3178897259984731	1
chr1:923614-924114	ENSG00000187961	KLHL17	chr1	923614	924114	960583	+	36719	immune	method5_re2g	0.6048976864001213	0.6048976864001213	1
chr1:923614-924114	ENSG00000188976	NOC2L	chr1	923614	924114	959308	-	35444	immune	method5_re2g	0.9971986657439654	0.9971986657439654	1
chr1:923614-924114	ENSG00000284662	OR4F16	chr1	923614	924114	686653	-	237211	immune	method5_re2g	0.9999434601292229	0.9999434601292229	1
chr1:923614-924114	ENSG00000284733	OR4F29	chr1	923614	924114	451677	-	472187	immune	method5_re2g	0.9999862057213545	0.9999862057213545	1
chr1:924562-925062	ENSG00000187583	PLEKHN1	chr1	924562	925062	966481	+	41669	immune	method5_re2g	0.5187953518062336	0.5187953518062336	1
chr1:924562-925062	ENSG00000187634	SAMD11	chr1	924562	925062	923922	+	890	immune	method5_re2g	0.9761597559019587	0.9761597559019587	1
chr1:924562-925062	ENSG00000187642	PERM1	chr1	924562	925062	982116	-	57304	immune	method5_re2g	0.33378847211220786	0.33378847211220786	1
chr1:924562-925062	ENSG00000187961	KLHL17	chr1	924562	925062	960583	+	35771	immune	method5_re2g	0.9958944654535771	0.9958944654535771	1
chr1:924562-925062	ENSG00000188976	NOC2L	chr1	924562	925062	959308	-	34496	immune	method5_re2g	0.9954695513492411	0.9954695513492411	1
chr1:924562-925062	ENSG00000284662	OR4F16	chr1	924562	925062	686653	-	238159	immune	method5_re2g	0.9998992615795178	0.9998992615795178	1
chr1:924562-925062	ENSG00000284733	OR4F29	chr1	924562	925062	451677	-	473135	immune	method5_re2g	0.9894516933628299	0.9894516933628299	1
chr1:925428-925928	ENSG00000187583	PLEKHN1	chr1	925428	925928	966481	+	40803	immune	method5_re2g	0.49339608577839345	0.49339608577839345	1
chr1:925428-925928	ENSG00000187634	SAMD11	chr1	925428	925928	923922	+	1756	immune	method5_re2g	0.9990062913163671	0.9990062913163671	1
chr1:925428-925928	ENSG00000187642	PERM1	chr1	925428	925928	982116	-	56438	immune	method5_re2g	0.31321689664714236	0.31321689664714236	1
chr1:925428-925928	ENSG00000187961	KLHL17	chr1	925428	925928	960583	+	34905	immune	method5_re2g	0.9953955202557737	0.9953955202557737	1
chr1:925428-925928	ENSG00000188976	NOC2L	chr1	925428	925928	959308	-	33630	immune	method5_re2g	0.9948761103786634	0.9948761103786634	1
chr1:925428-925928	ENSG00000284662	OR4F16	chr1	925428	925928	686653	-	239025	immune	method5_re2g	0.9998885171395477	0.9998885171395477	1
chr1:925428-925928	ENSG00000284733	OR4F29	chr1	925428	925928	451677	-	474001	immune	method5_re2g	0.985945689931018	0.985945689931018	1
chr1:926907-927407	ENSG00000187583	PLEKHN1	chr1	926907	927407	966481	+	39324	immune	method5_re2g	0.4512983894886538	0.4512983894886538	1
chr1:926907-927407	ENSG00000187634	SAMD11	chr1	926907	927407	923922	+	3235	immune	method5_re2g	0.9978743669435824	0.9978743669435824	1
chr1:926907-927407	ENSG00000187642	PERM1	chr1	926907	927407	982116	-	54959	immune	method5_re2g	0.2802395173004531	0.2802395173004531	1
chr1:926907-927407	ENSG00000187961	KLHL17	chr1	926907	927407	960583	+	33426	immune	method5_re2g	0.9944519340940398	0.9944519340940398	1
chr1:926907-927407	ENSG00000188976	NOC2L	chr1	926907	927407	959308	-	32151	immune	method5_re2g	0.993761558579654	0.993761558579654	1
chr1:926907-927407	ENSG00000284662	OR4F16	chr1	926907	927407	686653	-	240504	immune	method5_re2g	0.9998595789370416	0.9998595789370416	1
chr1:926907-927407	ENSG00000284733	OR4F29	chr1	926907	927407	451677	-	475480	immune	method5_re2g	0.9717472026735701	0.9717472026735701	1
chr1:927698-928198	ENSG00000187583	PLEKHN1	chr1	927698	928198	966481	+	38533	immune	method5_re2g	0.4420273085205431	0.4420273085205431	1
chr1:927698-928198	ENSG00000187634	SAMD11	chr1	927698	928198	923922	+	4026	immune	method5_re2g	0.9978946330003616	0.9978946330003616	1
chr1:927698-928198	ENSG00000187642	PERM1	chr1	927698	928198	982116	-	54168	immune	method5_re2g	0.27368566852104204	0.27368566852104204	1
chr1:927698-928198	ENSG00000187961	KLHL17	chr1	927698	928198	960583	+	32635	immune	method5_re2g	0.9941720104780162	0.9941720104780162	1
chr1:927698-928198	ENSG00000188976	NOC2L	chr1	927698	928198	959308	-	31360	immune	method5_re2g	0.9933859795985022	0.9933859795985022	1
chr1:927698-928198	ENSG00000284662	OR4F16	chr1	927698	928198	686653	-	241295	immune	method5_re2g	0.9998594552435713	0.9998594552435713	1
chr1:927698-928198	ENSG00000284733	OR4F29	chr1	927698	928198	451677	-	476271	immune	method5_re2g	0.9689678088570419	0.9689678088570419	1
chr1:929100-929600	ENSG00000187583	PLEKHN1	chr1	929100	929600	966481	+	37131	immune	method5_re2g	0.432887342227818	0.432887342227818	1
chr1:929100-929600	ENSG00000187634	SAMD11	chr1	929100	929600	923922	+	5428	immune	method5_re2g	0.9974874815653733	0.9974874815653733	1
chr1:929100-929600	ENSG00000187642	PERM1	chr1	929100	929600	982116	-	52766	immune	method5_re2g	0.2661970078672427	0.2661970078672427	1
chr1:929100-929600	ENSG00000187961	KLHL17	chr1	929100	929600	960583	+	31233	immune	method5_re2g	0.9938981920566182	0.9938981920566182	1
chr1:929100-929600	ENSG00000188976	NOC2L	chr1	929100	929600	959308	-	29958	immune	method5_re2g	0.9930104552969753	0.9930104552969753	1
chr1:929100-929600	ENSG00000284662	OR4F16	chr1	929100	929600	686653	-	242697	immune	method5_re2g	0.9998572097973955	0.9998572097973955	1
chr1:929100-929600	ENSG00000284733	OR4F29	chr1	929100	929600	451677	-	477673	immune	method5_re2g	0.9665344404957473	0.9665344404957473	1
chr1:931744-932244	ENSG00000187583	PLEKHN1	chr1	931744	932244	966481	+	34487	immune	method5_re2g	0.4464580032619406	0.4464580032619406	1
chr1:931744-932244	ENSG00000187634	SAMD11	chr1	931744	932244	923922	+	8072	immune	method5_re2g	0.9970072536853676	0.9970072536853676	1
chr1:931744-932244	ENSG00000187642	PERM1	chr1	931744	932244	982116	-	50122	immune	method5_re2g	0.2732855378302609	0.2732855378302609	1
chr1:931744-932244	ENSG00000187961	KLHL17	chr1	931744	932244	960583	+	28589	immune	method5_re2g	0.9942431860322343	0.9942431860322343	1
chr1:931744-932244	ENSG00000188976	NOC2L	chr1	931744	932244	959308	-	27314	immune	method5_re2g	0.9933595665868166	0.9933595665868166	1
chr1:931744-932244	ENSG00000284662	OR4F16	chr1	931744	932244	686653	-	245341	immune	method5_re2g	0.9998647404392801	0.9998647404392801	1
chr1:931744-932244	ENSG00000284733	OR4F29	chr1	931744	932244	451677	-	480317	immune	method5_re2g	0.9723118572870016	0.9723118572870016	1
chr1:932372-932872	ENSG00000187583	PLEKHN1	chr1	932372	932872	966481	+	33859	immune	method5_re2g	0.43934207719424334	0.43934207719424334	1
chr1:932372-932872	ENSG00000187634	SAMD11	chr1	932372	932872	923922	+	8700	immune	method5_re2g	0.9972114353920649	0.9972114353920649	1
chr1:932372-932872	ENSG00000187642	PERM1	chr1	932372	932872	982116	-	49494	immune	method5_re2g	0.2684287085689473	0.2684287085689473	1
chr1:932372-932872	ENSG00000187961	KLHL17	chr1	932372	932872	960583	+	27961	immune	method5_re2g	0.9939914924798187	0.9939914924798187	1
chr1:932372-932872	ENSG00000188976	NOC2L	chr1	932372	932872	959308	-	26686	immune	method5_re2g	0.9929779478056694	0.9929779478056694	1
chr1:932372-932872	ENSG00000284662	OR4F16	chr1	932372	932872	686653	-	245969	immune	method5_re2g	0.9998680710283439	0.9998680710283439	1
chr1:932372-932872	ENSG00000284733	OR4F29	chr1	932372	932872	451677	-	480945	immune	method5_re2g	0.9730854575737253	0.9730854575737253	1
chr1:935283-935783	ENSG00000187583	PLEKHN1	chr1	935283	935783	966481	+	30948	immune	method5_re2g	0.4610631491345829	0.4610631491345829	1
chr1:935283-935783	ENSG00000187634	SAMD11	chr1	935283	935783	923922	+	11611	immune	method5_re2g	0.9966608933375124	0.9966608933375124	1
chr1:935283-935783	ENSG00000187642	PERM1	chr1	935283	935783	982116	-	46583	immune	method5_re2g	0.28154589781292727	0.28154589781292727	1
chr1:935283-935783	ENSG00000187961	KLHL17	chr1	935283	935783	960583	+	25050	immune	method5_re2g	0.9945089798449531	0.9945089798449531	1
chr1:935283-935783	ENSG00000188976	NOC2L	chr1	935283	935783	959308	-	23775	immune	method5_re2g	0.9935172639631124	0.9935172639631124	1
chr1:935283-935783	ENSG00000284662	OR4F16	chr1	935283	935783	686653	-	248880	immune	method5_re2g	0.9998747401706902	0.9998747401706902	1
