peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score	rE2G_probability	rE2G_binary
chr1:822571-823071	ENSG00000187634	SAMD11	chr1	822571	823071	923922	+	101101	epithelial	method5_re2g	0.9917707164007684	0.9917707164007684	1
chr1:822571-823071	ENSG00000187961	KLHL17	chr1	822571	823071	960583	+	137762	epithelial	method5_re2g	0.39600714023656003	0.39600714023656003	1
chr1:822571-823071	ENSG00000188976	NOC2L	chr1	822571	823071	959308	-	136487	epithelial	method5_re2g	0.9938689634998333	0.9938689634998333	1
chr1:822571-823071	ENSG00000284662	OR4F16	chr1	822571	823071	686653	-	136168	epithelial	method5_re2g	0.9996059047683756	0.9996059047683756	1
chr1:822571-823071	ENSG00000284733	OR4F29	chr1	822571	823071	451677	-	371144	epithelial	method5_re2g	0.9994757683242521	0.9994757683242521	1
chr1:826595-827095	ENSG00000187583	PLEKHN1	chr1	826595	827095	966481	+	139636	epithelial	method5_re2g	0.24740458425824546	0.24740458425824546	1
chr1:826595-827095	ENSG00000187634	SAMD11	chr1	826595	827095	923922	+	97077	epithelial	method5_re2g	0.9922992461657416	0.9922992461657416	1
chr1:826595-827095	ENSG00000187642	PERM1	chr1	826595	827095	982116	-	155271	epithelial	method5_re2g	0.18340661880013792	0.18340661880013792	1
chr1:826595-827095	ENSG00000187961	KLHL17	chr1	826595	827095	960583	+	133738	epithelial	method5_re2g	0.40760594188040455	0.40760594188040455	1
chr1:826595-827095	ENSG00000188976	NOC2L	chr1	826595	827095	959308	-	132463	epithelial	method5_re2g	0.9941566909371969	0.9941566909371969	1
chr1:826595-827095	ENSG00000284662	OR4F16	chr1	826595	827095	686653	-	140192	epithelial	method5_re2g	0.9997124052692498	0.9997124052692498	1
chr1:826595-827095	ENSG00000284733	OR4F29	chr1	826595	827095	451677	-	375168	epithelial	method5_re2g	0.9997178366822104	0.9997178366822104	1
chr1:827296-827796	ENSG00000187583	PLEKHN1	chr1	827296	827796	966481	+	138935	epithelial	method5_re2g	0.3807257477973712	0.3807257477973712	1
chr1:827296-827796	ENSG00000187634	SAMD11	chr1	827296	827796	923922	+	96376	epithelial	method5_re2g	0.9968922351562949	0.9968922351562949	1
chr1:827296-827796	ENSG00000187642	PERM1	chr1	827296	827796	982116	-	154570	epithelial	method5_re2g	0.28768363190174484	0.28768363190174484	1
chr1:827296-827796	ENSG00000187961	KLHL17	chr1	827296	827796	960583	+	133037	epithelial	method5_re2g	0.5655770498867158	0.5655770498867158	1
chr1:827296-827796	ENSG00000188976	NOC2L	chr1	827296	827796	959308	-	131762	epithelial	method5_re2g	0.996912903037211	0.996912903037211	1
chr1:827296-827796	ENSG00000284662	OR4F16	chr1	827296	827796	686653	-	140893	epithelial	method5_re2g	0.999960536377645	0.999960536377645	1
chr1:827296-827796	ENSG00000284733	OR4F29	chr1	827296	827796	451677	-	375869	epithelial	method5_re2g	0.99998942435531	0.99998942435531	1
chr1:829414-829914	ENSG00000187583	PLEKHN1	chr1	829414	829914	966481	+	136817	epithelial	method5_re2g	0.23928097258893624	0.23928097258893624	1
chr1:829414-829914	ENSG00000187634	SAMD11	chr1	829414	829914	923922	+	94258	epithelial	method5_re2g	0.991581639580849	0.991581639580849	1
chr1:829414-829914	ENSG00000187961	KLHL17	chr1	829414	829914	960583	+	130919	epithelial	method5_re2g	0.39650330788641597	0.39650330788641597	1
chr1:829414-829914	ENSG00000188976	NOC2L	chr1	829414	829914	959308	-	129644	epithelial	method5_re2g	0.9938765345390573	0.9938765345390573	1
chr1:829414-829914	ENSG00000284662	OR4F16	chr1	829414	829914	686653	-	143011	epithelial	method5_re2g	0.9997407487655318	0.9997407487655318	1
chr1:829414-829914	ENSG00000284733	OR4F29	chr1	829414	829914	451677	-	377987	epithelial	method5_re2g	0.9996321464691564	0.9996321464691564	1
chr1:832063-832563	ENSG00000187583	PLEKHN1	chr1	832063	832563	966481	+	134168	epithelial	method5_re2g	0.23682918599799746	0.23682918599799746	1
chr1:832063-832563	ENSG00000187634	SAMD11	chr1	832063	832563	923922	+	91609	epithelial	method5_re2g	0.9913064465604006	0.9913064465604006	1
chr1:832063-832563	ENSG00000187961	KLHL17	chr1	832063	832563	960583	+	128270	epithelial	method5_re2g	0.39312494247119484	0.39312494247119484	1
chr1:832063-832563	ENSG00000188976	NOC2L	chr1	832063	832563	959308	-	126995	epithelial	method5_re2g	0.9937875513451817	0.9937875513451817	1
chr1:832063-832563	ENSG00000284662	OR4F16	chr1	832063	832563	686653	-	145660	epithelial	method5_re2g	0.9997442110657377	0.9997442110657377	1
chr1:832063-832563	ENSG00000284733	OR4F29	chr1	832063	832563	451677	-	380636	epithelial	method5_re2g	0.9995432763161073	0.9995432763161073	1
chr1:857894-858394	ENSG00000187583	PLEKHN1	chr1	857894	858394	966481	+	108337	epithelial	method5_re2g	0.26021718078820927	0.26021718078820927	1
chr1:857894-858394	ENSG00000187634	SAMD11	chr1	857894	858394	923922	+	65778	epithelial	method5_re2g	0.9931145305562908	0.9931145305562908	1
chr1:857894-858394	ENSG00000187642	PERM1	chr1	857894	858394	982116	-	123972	epithelial	method5_re2g	0.19086686820434978	0.19086686820434978	1
chr1:857894-858394	ENSG00000187961	KLHL17	chr1	857894	858394	960583	+	102439	epithelial	method5_re2g	0.4258925973927328	0.4258925973927328	1
chr1:857894-858394	ENSG00000188976	NOC2L	chr1	857894	858394	959308	-	101164	epithelial	method5_re2g	0.9945825309782482	0.9945825309782482	1
chr1:857894-858394	ENSG00000284662	OR4F16	chr1	857894	858394	686653	-	171491	epithelial	method5_re2g	0.999708053521036	0.999708053521036	1
chr1:857894-858394	ENSG00000284733	OR4F29	chr1	857894	858394	451677	-	406467	epithelial	method5_re2g	0.9995451202352202	0.9995451202352202	1
chr1:858581-859081	ENSG00000187583	PLEKHN1	chr1	858581	859081	966481	+	107650	epithelial	method5_re2g	0.2697077018049549	0.2697077018049549	1
chr1:858581-859081	ENSG00000187634	SAMD11	chr1	858581	859081	923922	+	65091	epithelial	method5_re2g	0.9936337021597195	0.9936337021597195	1
chr1:858581-859081	ENSG00000187642	PERM1	chr1	858581	859081	982116	-	123285	epithelial	method5_re2g	0.1978239059756777	0.1978239059756777	1
chr1:858581-859081	ENSG00000187961	KLHL17	chr1	858581	859081	960583	+	101752	epithelial	method5_re2g	0.4381194932255568	0.4381194932255568	1
chr1:858581-859081	ENSG00000188976	NOC2L	chr1	858581	859081	959308	-	100477	epithelial	method5_re2g	0.9948450660586435	0.9948450660586435	1
chr1:858581-859081	ENSG00000284662	OR4F16	chr1	858581	859081	686653	-	172178	epithelial	method5_re2g	0.9997761371236037	0.9997761371236037	1
chr1:858581-859081	ENSG00000284733	OR4F29	chr1	858581	859081	451677	-	407154	epithelial	method5_re2g	0.9997816579861913	0.9997816579861913	1
chr1:860785-861285	ENSG00000187583	PLEKHN1	chr1	860785	861285	966481	+	105446	epithelial	method5_re2g	0.26586764806737917	0.26586764806737917	1
chr1:860785-861285	ENSG00000187634	SAMD11	chr1	860785	861285	923922	+	62887	epithelial	method5_re2g	0.9933360517760648	0.9933360517760648	1
chr1:860785-861285	ENSG00000187642	PERM1	chr1	860785	861285	982116	-	121081	epithelial	method5_re2g	0.19501978920371743	0.19501978920371743	1
chr1:860785-861285	ENSG00000187961	KLHL17	chr1	860785	861285	960583	+	99548	epithelial	method5_re2g	0.43309007444062575	0.43309007444062575	1
chr1:860785-861285	ENSG00000188976	NOC2L	chr1	860785	861285	959308	-	98273	epithelial	method5_re2g	0.9947366573149276	0.9947366573149276	1
chr1:860785-861285	ENSG00000284662	OR4F16	chr1	860785	861285	686653	-	174382	epithelial	method5_re2g	0.9997715265837354	0.9997715265837354	1
chr1:860785-861285	ENSG00000284733	OR4F29	chr1	860785	861285	451677	-	409358	epithelial	method5_re2g	0.9997193268971081	0.9997193268971081	1
chr1:868761-869261	ENSG00000187583	PLEKHN1	chr1	868761	869261	966481	+	97470	epithelial	method5_re2g	0.28017347501204515	0.28017347501204515	1
chr1:868761-869261	ENSG00000187634	SAMD11	chr1	868761	869261	923922	+	54911	epithelial	method5_re2g	0.9938366751025329	0.9938366751025329	1
chr1:868761-869261	ENSG00000187642	PERM1	chr1	868761	869261	982116	-	113105	epithelial	method5_re2g	0.2057872842143062	0.2057872842143062	1
chr1:868761-869261	ENSG00000187961	KLHL17	chr1	868761	869261	960583	+	91572	epithelial	method5_re2g	0.45144299679832783	0.45144299679832783	1
chr1:868761-869261	ENSG00000188976	NOC2L	chr1	868761	869261	959308	-	90297	epithelial	method5_re2g	0.9951135242053991	0.9951135242053991	1
chr1:868761-869261	ENSG00000284662	OR4F16	chr1	868761	869261	686653	-	182358	epithelial	method5_re2g	0.9997603723003072	0.9997603723003072	1
chr1:868761-869261	ENSG00000284733	OR4F29	chr1	868761	869261	451677	-	417334	epithelial	method5_re2g	0.9995654748459784	0.9995654748459784	1
chr1:869661-870161	ENSG00000187583	PLEKHN1	chr1	869661	870161	966481	+	96570	epithelial	method5_re2g	0.37200509538182464	0.37200509538182464	1
chr1:869661-870161	ENSG00000187634	SAMD11	chr1	869661	870161	923922	+	54011	epithelial	method5_re2g	0.9970237197082156	0.9970237197082156	1
chr1:869661-870161	ENSG00000187642	PERM1	chr1	869661	870161	982116	-	112205	epithelial	method5_re2g	0.27460517952457647	0.27460517952457647	1
chr1:869661-870161	ENSG00000187961	KLHL17	chr1	869661	870161	960583	+	90672	epithelial	method5_re2g	0.5596230322795882	0.5596230322795882	1
chr1:869661-870161	ENSG00000188976	NOC2L	chr1	869661	870161	959308	-	89397	epithelial	method5_re2g	0.9968414864393541	0.9968414864393541	1
chr1:869661-870161	ENSG00000284662	OR4F16	chr1	869661	870161	686653	-	183258	epithelial	method5_re2g	0.9999203388525996	0.9999203388525996	1
chr1:869661-870161	ENSG00000284733	OR4F29	chr1	869661	870161	451677	-	418234	epithelial	method5_re2g	0.9999746525914559	0.9999746525914559	1
chr1:875158-875658	ENSG00000187583	PLEKHN1	chr1	875158	875658	966481	+	91073	epithelial	method5_re2g	0.269016893986472	0.269016893986472	1
chr1:875158-875658	ENSG00000187634	SAMD11	chr1	875158	875658	923922	+	48514	epithelial	method5_re2g	0.993706189067706	0.993706189067706	1
chr1:875158-875658	ENSG00000187642	PERM1	chr1	875158	875658	982116	-	106708	epithelial	method5_re2g	0.19551411037221378	0.19551411037221378	1
chr1:875158-875658	ENSG00000187961	KLHL17	chr1	875158	875658	960583	+	85175	epithelial	method5_re2g	0.4383268167055759	0.4383268167055759	1
chr1:875158-875658	ENSG00000188976	NOC2L	chr1	875158	875658	959308	-	83900	epithelial	method5_re2g	0.9948495104194902	0.9948495104194902	1
chr1:875158-875658	ENSG00000284662	OR4F16	chr1	875158	875658	686653	-	188755	epithelial	method5_re2g	0.9997691257246707	0.9997691257246707	1
chr1:875158-875658	ENSG00000284733	OR4F29	chr1	875158	875658	451677	-	423731	epithelial	method5_re2g	0.9996550663401725	0.9996550663401725	1
chr1:898602-899102	ENSG00000187583	PLEKHN1	chr1	898602	899102	966481	+	67629	epithelial	method5_re2g	0.3438577374292637	0.3438577374292637	1
chr1:898602-899102	ENSG00000187634	SAMD11	chr1	898602	899102	923922	+	25070	epithelial	method5_re2g	0.9969269167318989	0.9969269167318989	1
chr1:898602-899102	ENSG00000187642	PERM1	chr1	898602	899102	982116	-	83264	epithelial	method5_re2g	0.2478343720690647	0.2478343720690647	1
chr1:898602-899102	ENSG00000187961	KLHL17	chr1	898602	899102	960583	+	61731	epithelial	method5_re2g	0.532276173632208	0.532276173632208	1
chr1:898602-899102	ENSG00000188976	NOC2L	chr1	898602	899102	959308	-	60456	epithelial	method5_re2g	0.9964814418885746	0.9964814418885746	1
chr1:898602-899102	ENSG00000284662	OR4F16	chr1	898602	899102	686653	-	212199	epithelial	method5_re2g	0.9997693780031549	0.9997693780031549	1
chr1:898602-899102	ENSG00000284733	OR4F29	chr1	898602	899102	451677	-	447175	epithelial	method5_re2g	0.9996685853621928	0.9996685853621928	1
chr1:899647-900147	ENSG00000187583	PLEKHN1	chr1	899647	900147	966481	+	66584	epithelial	method5_re2g	0.3639642210030271	0.3639642210030271	1
chr1:899647-900147	ENSG00000187634	SAMD11	chr1	899647	900147	923922	+	24025	epithelial	method5_re2g	0.9971909193670017	0.9971909193670017	1
chr1:899647-900147	ENSG00000187642	PERM1	chr1	899647	900147	982116	-	82219	epithelial	method5_re2g	0.26445781268576446	0.26445781268576446	1
chr1:899647-900147	ENSG00000187961	KLHL17	chr1	899647	900147	960583	+	60686	epithelial	method5_re2g	0.5541174201515839	0.5541174201515839	1
chr1:899647-900147	ENSG00000188976	NOC2L	chr1	899647	900147	959308	-	59411	epithelial	method5_re2g	0.9967762718653257	0.9967762718653257	1
chr1:899647-900147	ENSG00000284662	OR4F16	chr1	899647	900147	686653	-	213244	epithelial	method5_re2g	0.9997987231849901	0.9997987231849901	1
chr1:899647-900147	ENSG00000284733	OR4F29	chr1	899647	900147	451677	-	448220	epithelial	method5_re2g	0.9997048690227615	0.9997048690227615	1
chr1:901655-902155	ENSG00000187583	PLEKHN1	chr1	901655	902155	966481	+	64576	epithelial	method5_re2g	0.3720020357118388	0.3720020357118388	1
chr1:901655-902155	ENSG00000187634	SAMD11	chr1	901655	902155	923922	+	22017	epithelial	method5_re2g	0.9974141499914997	0.9974141499914997	1
chr1:901655-902155	ENSG00000187642	PERM1	chr1	901655	902155	982116	-	80211	epithelial	method5_re2g	0.2702273385056958	0.2702273385056958	1
chr1:901655-902155	ENSG00000187961	KLHL17	chr1	901655	902155	960583	+	58678	epithelial	method5_re2g	0.5631907983498028	0.5631907983498028	1
chr1:901655-902155	ENSG00000188976	NOC2L	chr1	901655	902155	959308	-	57403	epithelial	method5_re2g	0.9968933213925718	0.9968933213925718	1
chr1:901655-902155	ENSG00000284662	OR4F16	chr1	901655	902155	686653	-	215252	epithelial	method5_re2g	0.9998118773531955	0.9998118773531955	1
chr1:901655-902155	ENSG00000284733	OR4F29	chr1	901655	902155	451677	-	450228	epithelial	method5_re2g	0.9997377226171433	0.9997377226171433	1
chr1:902423-902923	ENSG00000187583	PLEKHN1	chr1	902423	902923	966481	+	63808	epithelial	method5_re2g	0.37968966360981093	0.37968966360981093	1
chr1:902423-902923	ENSG00000187634	SAMD11	chr1	902423	902923	923922	+	21249	epithelial	method5_re2g	0.9975891995171058	0.9975891995171058	1
chr1:902423-902923	ENSG00000187642	PERM1	chr1	902423	902923	982116	-	79443	epithelial	method5_re2g	0.27599084596594364	0.27599084596594364	1
chr1:902423-902923	ENSG00000187961	KLHL17	chr1	902423	902923	960583	+	57910	epithelial	method5_re2g	0.571564803674202	0.571564803674202	1
chr1:902423-902923	ENSG00000188290	HES4	chr1	902423	902923	1000171	-	97498	epithelial	method5_re2g	0.18051293987655656	0.18051293987655656	1
chr1:902423-902923	ENSG00000188976	NOC2L	chr1	902423	902923	959308	-	56635	epithelial	method5_re2g	0.996997488236902	0.996997488236902	1
chr1:902423-902923	ENSG00000284662	OR4F16	chr1	902423	902923	686653	-	216020	epithelial	method5_re2g	0.9998297843070669	0.9998297843070669	1
chr1:902423-902923	ENSG00000284733	OR4F29	chr1	902423	902923	451677	-	450996	epithelial	method5_re2g	0.9997946081018337	0.9997946081018337	1
chr1:903755-904255	ENSG00000187583	PLEKHN1	chr1	903755	904255	966481	+	62476	epithelial	method5_re2g	0.4129823784160064	0.4129823784160064	1
chr1:903755-904255	ENSG00000187634	SAMD11	chr1	903755	904255	923922	+	19917	epithelial	method5_re2g	0.9983197301875446	0.9983197301875446	1
chr1:903755-904255	ENSG00000187642	PERM1	chr1	903755	904255	982116	-	78111	epithelial	method5_re2g	0.3001232785496557	0.3001232785496557	1
chr1:903755-904255	ENSG00000187961	KLHL17	chr1	903755	904255	960583	+	56578	epithelial	method5_re2g	0.6074554936064553	0.6074554936064553	1
chr1:903755-904255	ENSG00000188290	HES4	chr1	903755	904255	1000171	-	96166	epithelial	method5_re2g	0.19233085853728452	0.19233085853728452	1
chr1:903755-904255	ENSG00000188976	NOC2L	chr1	903755	904255	959308	-	55303	epithelial	method5_re2g	0.997415911288061	0.997415911288061	1
chr1:903755-904255	ENSG00000284662	OR4F16	chr1	903755	904255	686653	-	217352	epithelial	method5_re2g	0.9998695529904481	0.9998695529904481	1
chr1:903755-904255	ENSG00000284733	OR4F29	chr1	903755	904255	451677	-	452328	epithelial	method5_re2g	0.9999131449535965	0.9999131449535965	1
chr1:904517-905017	ENSG00000187583	PLEKHN1	chr1	904517	905017	966481	+	61714	epithelial	method5_re2g	0.5814537981513369	0.5814537981513369	1
chr1:904517-905017	ENSG00000187608	ISG15	chr1	904517	905017	1001137	+	96370	epithelial	method5_re2g	0.21699677623258296	0.21699677623258296	1
chr1:904517-905017	ENSG00000187634	SAMD11	chr1	904517	905017	923922	+	19155	epithelial	method5_re2g	0.9995617435434997	0.9995617435434997	1
chr1:904517-905017	ENSG00000187642	PERM1	chr1	904517	905017	982116	-	77349	epithelial	method5_re2g	0.4376905342775918	0.4376905342775918	1
chr1:904517-905017	ENSG00000187961	KLHL17	chr1	904517	905017	960583	+	55816	epithelial	method5_re2g	0.7598326582781887	0.7598326582781887	1
chr1:904517-905017	ENSG00000188290	HES4	chr1	904517	905017	1000171	-	95404	epithelial	method5_re2g	0.26524088760687714	0.26524088760687714	1
chr1:904517-905017	ENSG00000188976	NOC2L	chr1	904517	905017	959308	-	54541	epithelial	method5_re2g	0.998745223912283	0.998745223912283	1
chr1:904517-905017	ENSG00000284662	OR4F16	chr1	904517	905017	686653	-	218114	epithelial	method5_re2g	0.9999546257046035	0.9999546257046035	1
chr1:904517-905017	ENSG00000284733	OR4F29	chr1	904517	905017	451677	-	453090	epithelial	method5_re2g	0.9999902655436069	0.9999902655436069	1
chr1:905597-906097	ENSG00000187583	PLEKHN1	chr1	905597	906097	966481	+	60634	epithelial	method5_re2g	0.40489562813890034	0.40489562813890034	1
chr1:905597-906097	ENSG00000187634	SAMD11	chr1	905597	906097	923922	+	18075	epithelial	method5_re2g	0.9982010340770253	0.9982010340770253	1
chr1:905597-906097	ENSG00000187642	PERM1	chr1	905597	906097	982116	-	76269	epithelial	method5_re2g	0.2939284549188166	0.2939284549188166	1
chr1:905597-906097	ENSG00000187961	KLHL17	chr1	905597	906097	960583	+	54736	epithelial	method5_re2g	0.5989682573449213	0.5989682573449213	1
chr1:905597-906097	ENSG00000188290	HES4	chr1	905597	906097	1000171	-	94324	epithelial	method5_re2g	0.18932501677370053	0.18932501677370053	1
chr1:905597-906097	ENSG00000188976	NOC2L	chr1	905597	906097	959308	-	53461	epithelial	method5_re2g	0.997319988332453	0.997319988332453	1
chr1:905597-906097	ENSG00000284662	OR4F16	chr1	905597	906097	686653	-	219194	epithelial	method5_re2g	0.9998708872791778	0.9998708872791778	1
chr1:905597-906097	ENSG00000284733	OR4F29	chr1	905597	906097	451677	-	454170	epithelial	method5_re2g	0.9998980181112109	0.9998980181112109	1
chr1:906112-906612	ENSG00000187583	PLEKHN1	chr1	906112	906612	966481	+	60119	epithelial	method5_re2g	0.4101501394520282	0.4101501394520282	1
chr1:906112-906612	ENSG00000187634	SAMD11	chr1	906112	906612	923922	+	17560	epithelial	method5_re2g	0.9982998309209722	0.9982998309209722	1
chr1:906112-906612	ENSG00000187642	PERM1	chr1	906112	906612	982116	-	75754	epithelial	method5_re2g	0.29771458824754443	0.29771458824754443	1
chr1:906112-906612	ENSG00000187961	KLHL17	chr1	906112	906612	960583	+	54221	epithelial	method5_re2g	0.6044737447622665	0.6044737447622665	1
chr1:906112-906612	ENSG00000188290	HES4	chr1	906112	906612	1000171	-	93809	epithelial	method5_re2g	0.19096945842724158	0.19096945842724158	1
chr1:906112-906612	ENSG00000188976	NOC2L	chr1	906112	906612	959308	-	52946	epithelial	method5_re2g	0.9973807709996992	0.9973807709996992	1
chr1:906112-906612	ENSG00000284662	OR4F16	chr1	906112	906612	686653	-	219709	epithelial	method5_re2g	0.9998810028261682	0.9998810028261682	1
chr1:906112-906612	ENSG00000284733	OR4F29	chr1	906112	906612	451677	-	454685	epithelial	method5_re2g	0.9999147773567526	0.9999147773567526	1
chr1:906663-907163	ENSG00000187583	PLEKHN1	chr1	906663	907163	966481	+	59568	epithelial	method5_re2g	0.4828703301619611	0.4828703301619611	1
chr1:906663-907163	ENSG00000187634	SAMD11	chr1	906663	907163	923922	+	17009	epithelial	method5_re2g	0.999131053279868	0.999131053279868	1
chr1:906663-907163	ENSG00000187642	PERM1	chr1	906663	907163	982116	-	75203	epithelial	method5_re2g	0.3532093572439952	0.3532093572439952	1
chr1:906663-907163	ENSG00000187961	KLHL17	chr1	906663	907163	960583	+	53670	epithelial	method5_re2g	0.6762093613917423	0.6762093613917423	1
chr1:906663-907163	ENSG00000188290	HES4	chr1	906663	907163	1000171	-	93258	epithelial	method5_re2g	0.21856202084878487	0.21856202084878487	1
chr1:906663-907163	ENSG00000188976	NOC2L	chr1	906663	907163	959308	-	52395	epithelial	method5_re2g	0.9980899635092781	0.9980899635092781	1
chr1:906663-907163	ENSG00000284662	OR4F16	chr1	906663	907163	686653	-	220260	epithelial	method5_re2g	0.9999275793966906	0.9999275793966906	1
chr1:906663-907163	ENSG00000284733	OR4F29	chr1	906663	907163	451677	-	455236	epithelial	method5_re2g	0.999975032914755	0.999975032914755	1
chr1:907974-908474	ENSG00000187583	PLEKHN1	chr1	907974	908474	966481	+	58257	epithelial	method5_re2g	0.39897712529421386	0.39897712529421386	1
chr1:907974-908474	ENSG00000187634	SAMD11	chr1	907974	908474	923922	+	15698	epithelial	method5_re2g	0.9981032974987419	0.9981032974987419	1
chr1:907974-908474	ENSG00000187642	PERM1	chr1	907974	908474	982116	-	73892	epithelial	method5_re2g	0.2893847768716472	0.2893847768716472	1
chr1:907974-908474	ENSG00000187961	KLHL17	chr1	907974	908474	960583	+	52359	epithelial	method5_re2g	0.5925729736794237	0.5925729736794237	1
chr1:907974-908474	ENSG00000188290	HES4	chr1	907974	908474	1000171	-	91947	epithelial	method5_re2g	0.18704351164657046	0.18704351164657046	1
chr1:907974-908474	ENSG00000188976	NOC2L	chr1	907974	908474	959308	-	51084	epithelial	method5_re2g	0.9972441996881731	0.9972441996881731	1
chr1:907974-908474	ENSG00000284662	OR4F16	chr1	907974	908474	686653	-	221571	epithelial	method5_re2g	0.9998783574760164	0.9998783574760164	1
chr1:907974-908474	ENSG00000284733	OR4F29	chr1	907974	908474	451677	-	456547	epithelial	method5_re2g	0.9998887084449162	0.9998887084449162	1
chr1:909902-910402	ENSG00000187583	PLEKHN1	chr1	909902	910402	966481	+	56329	epithelial	method5_re2g	0.39282164565250116	0.39282164565250116	1
chr1:909902-910402	ENSG00000187634	SAMD11	chr1	909902	910402	923922	+	13770	epithelial	method5_re2g	0.9981134965782638	0.9981134965782638	1
chr1:909902-910402	ENSG00000187642	PERM1	chr1	909902	910402	982116	-	71964	epithelial	method5_re2g	0.28384948228274404	0.28384948228274404	1
chr1:909902-910402	ENSG00000187961	KLHL17	chr1	909902	910402	960583	+	50431	epithelial	method5_re2g	0.5865271889231509	0.5865271889231509	1
chr1:909902-910402	ENSG00000188290	HES4	chr1	909902	910402	1000171	-	90019	epithelial	method5_re2g	0.18346525748311743	0.18346525748311743	1
chr1:909902-910402	ENSG00000188976	NOC2L	chr1	909902	910402	959308	-	49156	epithelial	method5_re2g	0.997174242498517	0.997174242498517	1
chr1:909902-910402	ENSG00000284662	OR4F16	chr1	909902	910402	686653	-	223499	epithelial	method5_re2g	0.9998737999838386	0.9998737999838386	1
chr1:909902-910402	ENSG00000284733	OR4F29	chr1	909902	910402	451677	-	458475	epithelial	method5_re2g	0.999869098374073	0.999869098374073	1
